label,stage,variant,H,W,K,seed,rep,exit_status,min_pct_enabled,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-misses,instructions,cpu-cycles,context-switches,page-faults,L1D_MPKI,L1D_miss_rate,branch_MPKI,branch_rate,branch_miss_rate,IPC,CPI
simd256_v3,simd,conv_simd256_v3,64,64,3,1234,10,0,58,589818,15924,459731,17209,2639740,2548961,1,143,6.03241,0.0269982,6.5192,0.174158,0.0374328,1.03561,0.965611
simd256_v3,simd,conv_simd256_v3,64,64,3,1234,11,0,57,603449,16507,470578,17715,2702067,2470984,1,141,6.10903,0.0273544,6.55609,0.174155,0.0376452,1.09352,0.914479
simd256_v3,simd,conv_simd256_v3,64,64,3,1234,12,0,68,594016,16397,460992,17618,2632640,2536233,2,141,6.22835,0.0276036,6.69214,0.175106,0.0382176,1.03801,0.96338
simd256_v3,simd,conv_simd256_v3,64,64,3,1234,13,0,100,579561,16618,438425,14657,2499523,2263951,0,143,6.64847,0.0286734,5.86392,0.175403,0.033431,1.10405,0.905753
simd256_v3,simd,conv_simd256_v3,64,64,3,1234,14,0,57,594987,14918,464000,17462,2663281,2371366,1,142,5.60136,0.0250728,6.55657,0.174221,0.0376336,1.1231,0.890393
simd256_v3,simd,conv_simd256_v3,64,64,3,1234,15,0,63,593501,15255,462757,17859,2644154,2469262,2,144,5.76933,0.0257034,6.75415,0.175011,0.0385926,1.07083,0.933857
simd256_v3,simd,conv_simd256_v3,64,64,3,1234,16,0,55,621739,14550,485275,15163,2785743,2289821,1,142,5.22302,0.0234021,5.44307,0.174199,0.0312462,1.21658,0.821979
simd256_v3,simd,conv_simd256_v3,64,64,3,1234,17,0,59,573935,13890,448144,12727,2573048,2490615,1,142,5.39827,0.0242013,4.94627,0.174169,0.0283994,1.0331,0.967963
simd256_v3,simd,conv_simd256_v3,64,64,3,1234,18,0,99,584895,14172,441934,14479,2524921,2569513,2,142,5.61285,0.02423,5.73444,0.175029,0.0327628,0.982646,1.01766
simd256_v3,simd,conv_simd256_v3,64,64,3,1234,19,0,55,619978,14633,483570,14175,2773737,2311931,1,142,5.27555,0.0236025,5.11043,0.174339,0.0293132,1.19975,0.833508
simd256_v3,simd,conv_simd256_v3,64,64,3,1234,20,0,100,582160,13990,440192,13055,2512724,2197909,1,141,5.56766,0.0240312,5.19556,0.175185,0.0296575,1.14323,0.874712
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,1,0,63,730107,13926,611542,24068,3752735,2675818,1,177,3.71089,0.0190739,6.41346,0.162959,0.0393563,1.40246,0.713031
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,2,0,100,699828,15293,558294,22338,3342903,2742871,1,177,4.57477,0.0218525,6.68222,0.167009,0.0400112,1.21876,0.820506
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,3,0,88,733746,17050,587881,22389,3539191,2726185,2,178,4.81749,0.0232369,6.32602,0.166106,0.0380842,1.29822,0.770285
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,4,0,60,763675,14475,639242,25117,3920564,2803709,1,178,3.69207,0.0189544,6.40648,0.163048,0.0392918,1.39835,0.715129
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,5,0,62,737164,14326,616301,23161,3784228,2721154,1,177,3.78571,0.0194339,6.1204,0.16286,0.0375807,1.39067,0.719078
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,6,0,62,742512,14345,620980,23244,3810875,2811073,1,179,3.76423,0.0193196,6.09939,0.162949,0.0374312,1.35567,0.737645
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,7,0,62,751767,14637,627943,23284,3858656,2817368,2,177,3.79329,0.0194701,6.03423,0.162736,0.0370798,1.3696,0.730142
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,8,0,100,705239,16454,562264,23073,3369403,3014911,1,179,4.88336,0.0233311,6.8478,0.166873,0.0410359,1.11758,0.894791
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,9,0,61,751937,14296,629076,24762,3860159,2697898,1,179,3.70347,0.0190122,6.41476,0.162966,0.0393625,1.4308,0.698909
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,10,0,62,739802,14664,617932,25100,3797106,2692926,1,178,3.86189,0.0198215,6.6103,0.162738,0.0406194,1.41003,0.709205
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,11,0,63,725849,14163,606965,24338,3725264,2718816,1,176,3.80188,0.0195123,6.53323,0.162932,0.0400979,1.37018,0.729832
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,12,0,61,748293,14111,625740,23718,3841783,2789113,1,180,3.67303,0.0188576,6.1737,0.162877,0.0379039,1.37742,0.725994
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,13,0,61,756010,14352,632698,24501,3880366,3009598,1,180,3.69862,0.0189839,6.3141,0.163051,0.0387246,1.28933,0.775596
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,14,0,63,735033,14370,614614,24149,3774146,2844127,1,178,3.80748,0.0195501,6.39853,0.162848,0.0392913,1.327,0.753582
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,15,0,100,703721,15083,561054,20782,3359021,2715818,1,179,4.4903,0.0214332,6.18692,0.167029,0.037041,1.23684,0.808515
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,16,0,63,734179,14521,614257,23080,3767840,2592143,1,179,3.85393,0.0197786,6.12553,0.163026,0.0375738,1.45356,0.687965
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,17,0,63,732300,14169,611313,24454,3754765,2672425,1,181,3.77361,0.0193486,6.51279,0.16281,0.0400024,1.405,0.711742
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,18,0,54,851096,16412,711543,26801,4370987,3197474,1,179,3.75476,0.0192834,6.13157,0.162788,0.037666,1.36701,0.731522
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,19,0,64,731981,14048,612682,23756,3746292,2740046,1,178,3.74984,0.0191918,6.3412,0.163544,0.0387738,1.36724,0.731402
simd256_v3,simd,conv_simd256_v3,128,128,3,1234,20,0,63,722907,13759,604813,24124,3716700,2678750,1,177,3.70194,0.0190329,6.4907,0.162728,0.0398867,1.38748,0.720733
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,1,0,78,1198198,15089,1102298,52660,7305363,4485377,1,328,2.06547,0.0125931,7.2084,0.150889,0.0477729,1.62871,0.613984
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,2,0,100,1182212,18748,1040624,46088,6720156,4548387,1,328,2.78982,0.0158584,6.85817,0.154851,0.0442888,1.47748,0.676828
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,3,0,81,1212160,16976,1104657,49801,7271990,4313575,1,325,2.33444,0.0140048,6.84833,0.151906,0.0450828,1.68584,0.593177
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,4,0,78,1200595,16476,1103843,52201,7316553,4414584,1,327,2.25188,0.0137232,7.13464,0.150869,0.0472902,1.65736,0.603369
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,5,0,77,1210516,15343,1113643,51289,7385083,4399195,1,327,2.07757,0.0126748,6.94495,0.150796,0.0460552,1.67874,0.595687
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,6,0,77,1210221,15905,1113364,53696,7379851,4528672,1,326,2.15519,0.0131422,7.27603,0.150865,0.0482286,1.62958,0.613654
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,7,0,74,1259101,17586,1157026,56724,7670644,4761477,1,328,2.29264,0.0139671,7.39495,0.150838,0.0490257,1.61098,0.62074
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,8,0,100,1179553,20492,1037794,47449,6705950,4620668,1,328,3.05579,0.0173727,7.07566,0.154757,0.045721,1.45129,0.68904
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,9,0,78,1224528,16986,1120116,52613,7423052,4466108,1,329,2.28828,0.0138715,7.08779,0.150897,0.046971,1.66209,0.601654
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,10,0,79,1183447,16282,1089146,52732,7219259,4339305,1,324,2.25536,0.0137581,7.30435,0.150867,0.0484159,1.66369,0.601073
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,11,0,77,1215265,16733,1116968,52075,7401944,4511685,1,326,2.26062,0.013769,7.03531,0.150902,0.0466217,1.64062,0.609527
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,12,0,84,1277524,18806,1143234,52073,7464260,4909609,1,324,2.51947,0.0147207,6.97631,0.153161,0.0455489,1.52034,0.657749
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,13,0,74,1274263,16776,1166796,55577,7727688,4860785,1,325,2.1709,0.0131653,7.19193,0.150989,0.0476321,1.5898,0.629009
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,14,0,77,1211477,17008,1114608,54298,7394225,4596620,1,323,2.30017,0.0140391,7.3433,0.15074,0.0487149,1.60862,0.62165
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,15,0,75,1239381,16971,1139699,53293,7552602,4509332,1,327,2.24704,0.0136931,7.05624,0.150902,0.0467606,1.67488,0.597057
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,16,0,78,1189934,16567,1094830,51459,7260636,4371819,1,324,2.28176,0.0139226,7.0874,0.15079,0.0470018,1.66078,0.602126
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,17,0,74,1264215,18184,1162925,55778,7706793,4883164,1,326,2.35948,0.0143836,7.23751,0.150896,0.0479635,1.57824,0.633618
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,18,0,82,1133155,14082,1042331,47947,6912443,4209641,1,326,2.0372,0.0124272,6.93633,0.150791,0.0459998,1.64205,0.608995
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,19,0,78,1199940,16968,1104342,52583,7322032,4520925,1,323,2.31739,0.0141407,7.18148,0.150825,0.0476148,1.61959,0.617441
simd256_v3,simd,conv_simd256_v3,256,256,3,1234,20,0,77,1223972,16413,1124969,54275,7456657,4731542,1,327,2.20112,0.0134096,7.27873,0.150868,0.0482458,1.57595,0.634539
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,1,0,90,3117954,34845,3049982,156765,21070848,11616576,1,903,1.65371,0.0111756,7.4399,0.144749,0.0513987,1.81386,0.55131
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,2,0,92,3025824,33871,2959746,151661,20449701,11164063,1,904,1.65631,0.011194,7.41629,0.144733,0.0512412,1.83174,0.545928
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,3,0,90,3100034,33681,3030446,155050,20936313,11538559,1,904,1.60874,0.0108647,7.40579,0.144746,0.0511641,1.81447,0.551127
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,4,0,90,3098703,33466,3031379,154691,20944567,11561845,1,903,1.59784,0.0108,7.38573,0.144733,0.0510299,1.81152,0.552021
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,5,0,91,3091163,33231,3017172,154335,20839270,11366842,2,906,1.59463,0.0107503,7.40597,0.144783,0.0511522,1.83334,0.545453
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,6,0,93,3114442,36019,3016746,154648,20737813,11799575,2,902,1.73688,0.0115652,7.4573,0.145471,0.0512632,1.75751,0.568988
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,7,0,100,3050476,36088,2922696,146118,19977296,11436099,1,903,1.80645,0.0118303,7.3142,0.146301,0.0499943,1.74686,0.572455
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,8,0,93,3018050,34038,2952357,152361,20395396,11109904,1,902,1.66891,0.0112781,7.47036,0.144756,0.0516066,1.83579,0.544726
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,9,0,90,3111250,33645,3042845,157766,21021686,11521786,1,903,1.60049,0.010814,7.50492,0.144748,0.0518482,1.82452,0.54809
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,10,0,90,3116906,35352,3047774,156942,21056602,11787143,1,904,1.6789,0.011342,7.45334,0.144742,0.051494,1.7864,0.559784
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,11,0,90,3100218,34789,3031668,156282,20941930,11548736,1,904,1.66121,0.0112215,7.46264,0.144765,0.0515498,1.81335,0.551465
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,12,0,89,3137968,34479,3069216,159215,21210450,11819043,1,902,1.62557,0.0109877,7.50644,0.144703,0.0518748,1.7946,0.557227
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,13,0,91,3092280,33150,3023334,155870,20886156,11702294,1,903,1.58718,0.0107202,7.46284,0.144753,0.0515557,1.78479,0.56029
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,14,0,90,3118273,35310,3050334,157369,21073754,11641841,1,902,1.67554,0.0113236,7.46754,0.144746,0.0515907,1.81017,0.552433
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,15,0,90,3093744,35401,3025860,156273,20907412,11485434,1,904,1.69323,0.0114428,7.47453,0.144727,0.0516458,1.82034,0.549347
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,16,0,89,3141620,35229,3071622,158562,21219937,11884582,2,903,1.66018,0.0112136,7.47231,0.144752,0.0516216,1.7855,0.560067
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,17,0,90,3098261,32526,3030449,156597,20931843,11578437,1,904,1.5539,0.0104981,7.48128,0.144777,0.0516745,1.80783,0.553149
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,18,0,98,3073445,39122,2949646,149770,20163737,11702963,2,905,1.94022,0.012729,7.42769,0.146285,0.0507756,1.72296,0.580397
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,19,0,100,3046808,38670,2920504,146395,19961172,11123937,0,904,1.93726,0.012692,7.33399,0.146309,0.0501266,1.79443,0.557279
simd256_v3,simd,conv_simd256_v3,512,512,3,1234,20,0,90,3097288,36446,3029462,156295,20928429,11574656,1,904,1.74146,0.0117671,7.46807,0.144753,0.0515917,1.80813,0.553059
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,1,0,96,10641782,97982,10636859,560126,74494207,40630138,1,3209,1.3153,0.00920729,7.51905,0.142788,0.052659,1.83347,0.545413
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,2,0,96,10654556,90414,10649056,563116,74576337,42124306,2,3208,1.21237,0.00848595,7.55087,0.142794,0.0528794,1.77039,0.564848
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,3,0,96,10655770,95891,10652223,560149,74604684,40913530,2,3209,1.28532,0.00899897,7.50823,0.142782,0.0525852,1.82347,0.548404
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,4,0,96,10698987,92201,10699271,566327,74933825,42488172,1,3209,1.23043,0.00861773,7.5577,0.142783,0.0529314,1.76364,0.567009
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,5,0,96,10664977,93253,10662791,561651,74680199,41332078,1,3210,1.2487,0.00874385,7.52075,0.142779,0.0526739,1.80683,0.553454
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,6,0,96,10687710,92541,10685730,562371,74836017,41261285,1,3208,1.23658,0.00865864,7.51471,0.142789,0.0526282,1.81371,0.551356
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,7,0,96,10632968,95436,10631096,558128,74455923,40801998,1,3208,1.28178,0.00897548,7.49609,0.142784,0.0524996,1.82481,0.548002
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,8,0,95,10749767,91970,10744385,565154,75251948,42234713,1,3210,1.22216,0.00855553,7.51016,0.142779,0.0525999,1.78176,0.561244
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,9,0,96,10656505,96054,10654958,561926,74628660,41260285,1,3209,1.28709,0.00901365,7.52963,0.142773,0.0527385,1.80873,0.552875
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,10,0,96,10678416,90956,10675273,561245,74764091,41936742,1,3210,1.21657,0.00851774,7.50688,0.142786,0.0525743,1.78278,0.560921
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,11,0,96,10658503,92731,10656012,560883,74631390,40777604,1,3209,1.24252,0.00870019,7.51538,0.142782,0.0526354,1.83021,0.546387
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,12,0,96,10624973,86815,10624260,561902,74411311,41825038,1,3210,1.16669,0.00817084,7.5513,0.142777,0.0528886,1.77911,0.562079
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,13,0,96,10653294,94039,10651210,561408,74599181,41055016,1,3207,1.26059,0.00882722,7.52566,0.142779,0.0527084,1.81705,0.550341
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,14,0,96,10707402,91408,10703260,563500,74960903,41573082,2,3207,1.21941,0.0085369,7.51725,0.142785,0.0526475,1.80311,0.554597
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,15,0,96,10692601,93316,10690111,563024,74870831,41392550,1,3209,1.24636,0.00872716,7.51994,0.142781,0.0526677,1.8088,0.552853
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,16,0,97,10661024,94052,10633235,558243,74375369,40931158,2,3206,1.26456,0.00882204,7.50575,0.142967,0.0524998,1.81708,0.550332
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,17,0,96,10643291,90607,10640181,558418,74520957,40697042,1,3210,1.21586,0.00851306,7.49344,0.142781,0.052482,1.83111,0.546115
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,18,0,96,10643972,91261,10642072,559901,74527746,40510360,2,3210,1.22452,0.00857396,7.51265,0.142793,0.052612,1.83972,0.543561
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,19,0,98,10635864,95525,10594462,555447,74064051,42409036,1,3208,1.28976,0.0089814,7.49955,0.143045,0.0524281,1.74642,0.572599
simd256_v3,simd,conv_simd256_v3,1024,1024,3,1234,20,0,96,10681719,91778,10677557,561681,74778499,41810800,1,3211,1.22733,0.00859206,7.51126,0.142789,0.0526039,1.7885,0.559129
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,1,0,98,40814736,386535,41074390,2172352,288757076,160590648,2,12432,1.33862,0.00947048,7.52311,0.142245,0.0528882,1.79809,0.556144
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,2,0,98,40708944,400765,40971916,2169797,288043855,160107080,2,12428,1.39133,0.00984464,7.53287,0.142242,0.0529582,1.79907,0.555843
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,3,0,99,40525900,369278,40792397,2158149,286785013,159508616,1,12430,1.28765,0.00911215,7.52532,0.14224,0.0529057,1.79793,0.556196
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,4,0,98,40617412,379917,40879578,2162410,287398171,159713948,1,12429,1.32192,0.00935355,7.52409,0.14224,0.0528971,1.79946,0.555724
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,5,0,98,40727249,383728,40992794,2176043,288190370,161165069,1,12430,1.33151,0.0094219,7.55071,0.142242,0.0530835,1.78817,0.559231
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,6,0,98,40703935,375652,40966553,2168562,288001296,160476374,2,12428,1.30434,0.00922889,7.5297,0.142244,0.0529349,1.79466,0.557207
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,7,0,98,40682884,377598,40944044,2169414,287851948,160491471,1,12426,1.31178,0.0092815,7.53656,0.14224,0.0529848,1.79357,0.557549
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,8,0,99,40575770,389146,40812786,2158632,286824608,159825188,2,12429,1.35674,0.0095906,7.52597,0.142292,0.0528911,1.79461,0.557223
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,9,0,100,40419537,387409,40613299,2146373,285285246,159064677,1,12431,1.35797,0.0095847,7.5236,0.14236,0.052849,1.79352,0.557564
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,10,0,99,40550363,381340,40811899,2159577,286921348,159421627,1,12429,1.32908,0.00940411,7.52672,0.142241,0.0529154,1.79976,0.555628
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,11,0,98,40690375,372180,40954145,2169021,287920056,160798324,2,12430,1.29265,0.00914663,7.53341,0.142241,0.0529622,1.79057,0.558483
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,12,0,98,40731445,378203,40992348,2169914,288183631,161401269,1,12430,1.31237,0.00928528,7.52962,0.142244,0.0529346,1.78551,0.560064
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,13,0,98,40737281,390992,41000296,2171149,288241155,160112238,1,12432,1.35648,0.00959789,7.5324,0.142243,0.0529545,1.80024,0.55548
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,14,0,99,40537169,369264,40802911,2158956,286860159,159147806,1,12430,1.28726,0.00910927,7.52616,0.14224,0.0529118,1.80248,0.554792
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,15,0,98,40712244,379899,40976538,2168536,288079120,159856960,2,12430,1.31873,0.00933132,7.52757,0.142241,0.0529214,1.80211,0.554906
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,16,0,98,40694275,372866,40959664,2167888,287963006,159827288,1,12429,1.29484,0.00916262,7.52836,0.142239,0.0529274,1.80171,0.555027
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,17,0,98,40736650,379232,41001643,2167706,288258606,159900988,1,12429,1.3156,0.00930936,7.52,0.142239,0.0528688,1.80273,0.554714
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,18,0,98,40674694,385538,40938507,2165407,287807737,159344151,2,12427,1.33957,0.00947857,7.5238,0.142243,0.0528941,1.8062,0.553648
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,19,0,98,40699039,371531,40960286,2168128,287962325,161775642,1,12431,1.29021,0.00912874,7.52921,0.142242,0.0529324,1.78001,0.561794
simd256_v3,simd,conv_simd256_v3,2048,2048,3,1234,20,0,99,40552283,374613,40817843,2161030,286962969,159363507,2,12431,1.30544,0.00923778,7.53069,0.142241,0.0529433,1.80068,0.555345
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,1,0,100,160310280,2115035,161493333,8528253,1136076404,641475910,1,49301,1.8617,0.0131934,7.50676,0.14215,0.0528087,1.77104,0.564642
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,2,0,100,160155112,2040285,161368118,8527255,1135260907,640068278,2,49303,1.79719,0.0127394,7.51127,0.142142,0.0528435,1.77366,0.563807
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,3,0,99,160489806,2115210,161768670,8553701,1138299696,638675417,3,49302,1.85822,0.0131797,7.51445,0.142114,0.0528761,1.78228,0.561078
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,4,0,99,160297760,2048752,161581861,8536326,1136999000,639406573,1,49299,1.80189,0.0127809,7.50777,0.142113,0.0528297,1.77821,0.562363
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,5,0,99,160295199,2060536,161578524,8545329,1136977055,641109986,2,49301,1.81229,0.0128546,7.51583,0.142112,0.0528865,1.77345,0.563872
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,6,0,99,160468424,2101919,161752847,8549264,1138211879,638829540,1,49301,1.84669,0.0130986,7.51114,0.142111,0.0528539,1.78171,0.561257
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,7,0,99,160591541,2086594,161827542,8545442,1138798909,641367231,2,49300,1.83228,0.0129932,7.50391,0.142104,0.0528059,1.77558,0.563196
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,8,0,99,160511009,2046418,161797843,8555480,1138526696,639892258,3,49300,1.79743,0.0127494,7.51452,0.142112,0.0528776,1.77925,0.562035
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,9,0,99,160497935,2134628,161782491,8549850,1138412196,640013291,2,49300,1.87509,0.0133,7.51033,0.142112,0.0528478,1.77873,0.562198
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,10,0,99,160481513,2044478,161759433,8548162,1138235083,639411849,2,49302,1.79618,0.0127396,7.51001,0.142114,0.0528449,1.78013,0.561757
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,11,0,99,160449540,2050239,161730023,8550243,1138023291,639992258,2,49301,1.80158,0.0127781,7.51324,0.142115,0.0528674,1.77818,0.562372
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,12,0,99,160418306,2058088,161694926,8551744,1137782427,640111057,3,49301,1.80886,0.0128295,7.51615,0.142114,0.0528881,1.77748,0.562595
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,13,0,99,160399044,2076150,161685229,8548470,1137731591,639046226,3,49303,1.82482,0.0129437,7.51361,0.142112,0.0528711,1.78036,0.561685
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,14,0,99,160485278,2056101,161764335,8554278,1138276217,639849540,2,49299,1.80633,0.0128118,7.51512,0.142113,0.0528811,1.77897,0.562122
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,15,0,99,160463066,2089735,161744873,8550522,1138138364,639761703,1,49300,1.8361,0.0130232,7.51273,0.142114,0.0528643,1.779,0.562112
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,16,0,99,160467100,2075204,161747727,8545188,1138158988,640707138,2,49299,1.8233,0.0129323,7.5079,0.142113,0.0528303,1.77641,0.562933
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,17,0,99,160487445,2043110,161769351,8552178,1138308647,642532879,2,49304,1.79486,0.0127307,7.51306,0.142114,0.0528665,1.7716,0.564463
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,18,0,99,160483493,2102843,161760039,8547925,1138243580,640483422,1,49304,1.84745,0.0131032,7.50975,0.142114,0.0528432,1.77716,0.562695
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,19,0,99,160585565,2058327,161864665,8551522,1138975387,640233729,3,49301,1.80717,0.0128176,7.50808,0.142114,0.0528313,1.779,0.562114
simd256_v3,simd,conv_simd256_v3,4096,4096,3,1234,20,0,99,160385133,2069039,161665620,8543251,1137587328,641701375,1,49299,1.8188,0.0129004,7.50997,0.142113,0.0528452,1.77277,0.56409
simd256_v3,simd,conv_simd256_v3,8192,8192,3,1234,1,0,100,639893649,8561021,645254152,34047344,4540774952,2567305586,6,196774,1.88537,0.0133788,7.49814,0.142102,0.0527658,1.76869,0.565389
simd256_v3,simd,conv_simd256_v3,8192,8192,3,1234,2,0,99,640053069,8828573,645499415,34071281,4542708445,2567617577,5,196775,1.94346,0.0137935,7.50021,0.142096,0.0527828,1.76923,0.565217
simd256_v3,simd,conv_simd256_v3,8192,8192,3,1234,3,0,99,640069902,8554304,645529613,34053220,4543022809,2547494131,4,196774,1.88295,0.0133646,7.49572,0.142093,0.0527524,1.78333,0.560749
simd256_v3,simd,conv_simd256_v3,8192,8192,3,1234,4,0,99,640089276,8375319,645529748,34070686,4542932518,2553427641,8,196775,1.84359,0.0130846,7.49971,0.142095,0.0527794,1.77915,0.562066
simd256_v3,simd,conv_simd256_v3,8192,8192,3,1234,5,0,100,639899483,8529230,645279702,34032342,4540945382,2568059657,4,196771,1.87829,0.013329,7.49455,0.142103,0.0527405,1.76824,0.565534
simd256_v3,simd,conv_simd256_v3,8192,8192,3,1234,6,0,99,640026497,8395089,645481426,34065809,4542652307,2567459753,5,196772,1.84806,0.0131168,7.4991,0.142094,0.0527758,1.76932,0.56519
simd256_v3,simd,conv_simd256_v3,8192,8192,3,1234,7,0,99,640251069,8399169,645704513,34049796,4544149788,2550154207,3,196775,1.84835,0.0131186,7.49311,0.142096,0.0527328,1.78191,0.561195
simd256_v3,simd,conv_simd256_v3,8192,8192,3,1234,8,0,99,640251782,8527458,645695763,34053522,4544062486,2555860141,7,196772,1.87662,0.0133189,7.49407,0.142097,0.0527393,1.7779,0.562461
