label,stage,variant,H,W,K,seed,rep,exit_status,min_pct_enabled,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-misses,instructions,cpu-cycles,context-switches,page-faults,L1D_MPKI,L1D_miss_rate,branch_MPKI,branch_rate,branch_miss_rate,IPC,CPI
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,19,0,99,309360552,977974,187390324,8551330,1446671684,707472006,1,49298,0.676017,0.00316128,5.91104,0.129532,0.0456338,2.04485,0.489034
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,20,0,99,309593502,1055361,187530553,8550237,1447763164,708789072,2,49303,0.72896,0.00340886,5.90583,0.129531,0.0455938,2.04259,0.489575
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,1,0,99,1235253587,4325210,748483342,34126642,5778883511,2836115627,5,196773,0.748451,0.00350148,5.9054,0.12952,0.0455944,2.03761,0.490772
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,2,0,100,1234512355,4416891,748088459,34110780,5775389719,2823902860,7,196772,0.764778,0.00357784,5.90623,0.12953,0.0455973,2.04518,0.488955
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,3,0,99,1235291132,4374629,748526820,34128349,5779160541,2829925597,9,196773,0.756966,0.00354137,5.90542,0.129522,0.045594,2.04216,0.489678
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,4,0,99,1235261465,4567300,748507867,34105454,5779054150,2830693086,6,196774,0.79032,0.00369744,5.90156,0.129521,0.0455646,2.04157,0.489819
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,5,0,99,1235273509,4397376,748519223,34118408,5779109620,2824963388,5,196776,0.760909,0.00355984,5.90375,0.129522,0.0455812,2.04573,0.488823
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,6,0,99,1235335076,4379576,748561815,34091949,5779410647,2826560259,5,196775,0.757789,0.00354525,5.89886,0.129522,0.0455433,2.04468,0.489074
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,7,0,99,1235069032,4443641,748402023,34055592,5778146661,2825412744,6,196773,0.769043,0.00359789,5.89386,0.129523,0.0455044,2.04506,0.488983
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,8,0,99,1234866651,4394270,748265027,34083685,5777217615,2821903767,8,196774,0.76062,0.0035585,5.89967,0.12952,0.0455503,2.04728,0.488454
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,9,0,99,1235227519,4353051,748484165,34076091,5778898123,2828273240,5,196775,0.753267,0.00352409,5.89664,0.12952,0.0455268,2.04326,0.489414
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,10,0,99,1235010330,4397336,748366413,34101109,5777909313,2826657515,6,196773,0.76106,0.00356057,5.90198,0.129522,0.0455674,2.04408,0.489218
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,11,0,99,1234934563,4402632,748314583,34124985,5777547004,2821860212,5,196775,0.762024,0.00356507,5.90648,0.129521,0.0456025,2.04742,0.488418
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,12,0,99,1235198607,4539860,748477143,34100589,5778787169,2828009333,8,196773,0.785608,0.00367541,5.90099,0.129521,0.04556,2.04341,0.489378
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,13,0,99,1234918387,4362141,748303390,34094971,5777470493,2826216896,11,196773,0.755026,0.00353233,5.90137,0.129521,0.045563,2.04424,0.489179
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,14,0,99,1235290223,4459893,748535347,34098660,5779215311,2820005675,4,196774,0.771713,0.0036104,5.90022,0.129522,0.0455538,2.04936,0.487956
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,15,0,99,1235194532,4369602,748470876,34087697,5778765200,2822214764,4,196774,0.756148,0.00353758,5.89879,0.129521,0.0455431,2.0476,0.488377
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,16,0,99,1235041654,4479930,748386634,34121293,5778013906,2837119268,10,196773,0.775341,0.00362735,5.90537,0.129523,0.0455931,2.03658,0.49102
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,17,0,99,1235252701,4417085,748502539,34104874,5779023058,2821329392,6,196774,0.764331,0.00357586,5.90149,0.129521,0.0455641,2.04833,0.488202
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,18,0,99,1235252854,4501917,748510080,34126257,5779010993,2827844597,7,196774,0.779012,0.00364453,5.90521,0.129522,0.0455922,2.04361,0.48933
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,19,0,99,1235289116,4417634,748537815,34076206,5779212354,2830246595,4,196770,0.764401,0.00357619,5.89634,0.129522,0.0455237,2.04195,0.489729
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,20,0,99,1235269398,4368279,748517152,34091220,5779105717,2816196282,4,196773,0.755875,0.0035363,5.89905,0.129521,0.045545,2.0521,0.487307
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,1,0,99,4938961591,32049523,2994281737,136352267,23115628689,11275200539,20,786631,1.38649,0.00648912,5.8987,0.129535,0.0455376,2.05013,0.487774
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,2,0,99,4938499822,32404955,2993907659,136276875,23112998029,11288016337,23,786630,1.40202,0.0065617,5.89611,0.129534,0.0455181,2.04757,0.488384
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,3,0,99,4938801951,32408127,2994071142,136244332,23114388268,11289150668,17,786630,1.40208,0.00656194,5.89435,0.129533,0.0455047,2.04749,0.488404
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,4,0,99,4938697489,32091829,2994003012,136354035,23113922732,11286666138,21,786630,1.38842,0.00649803,5.89922,0.129532,0.0455424,2.0479,0.488306
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,5,0,99,4938376315,31969203,2993806150,136301053,23112463154,11286969581,18,786630,1.3832,0.00647363,5.8973,0.129532,0.0455277,2.04771,0.48835
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,6,0,99,4938724996,32406911,2994032972,136262867,23114080799,11276366080,23,786631,1.40204,0.0065618,5.89523,0.129533,0.0455115,2.04978,0.487857
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,7,0,99,4938735585,32273371,2994039777,136308296,23114126028,11294634441,18,786630,1.39626,0.00653474,5.89719,0.129533,0.0455265,2.04647,0.488646
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,8,0,99,4938850248,32111995,2994124787,136224114,23114668592,11293344680,15,786631,1.38925,0.00650192,5.89341,0.129534,0.0454971,2.04675,0.488579
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,9,0,99,4938716303,32598584,2994057209,136297411,23113945352,11292495546,25,786628,1.41034,0.00660062,5.89676,0.129535,0.0455226,2.04684,0.488558
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,10,0,99,4938888308,32085229,2994147236,136299152,23114928004,11306397509,17,786627,1.38807,0.00649645,5.89659,0.129533,0.0455219,2.04441,0.489138
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,11,0,99,4938600262,32129987,2993974191,136205660,23113468693,11285752702,24,786627,1.3901,0.00650589,5.89291,0.129534,0.0454933,2.04802,0.488276
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,12,0,99,4938711034,32239306,2994007087,136245375,23113994479,11277053448,18,786630,1.3948,0.00652788,5.8945,0.129532,0.045506,2.04965,0.487889
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,13,0,99,4938779251,32195291,2994064174,136311593,23114355481,11288801153,19,786630,1.39287,0.00651888,5.89727,0.129533,0.0455273,2.04755,0.488389
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,14,0,99,4938485534,32623052,2993884485,136226568,23112959277,11292096173,19,786631,1.41146,0.00660588,5.89395,0.129533,0.0455016,2.04683,0.488561
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,15,0,99,4938773206,32855821,2994087457,136328921,23114271942,11310062100,26,786630,1.42145,0.00665263,5.89804,0.129534,0.0455327,2.04369,0.489311
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,16,0,99,4938496417,32675839,2993910801,136405067,23113019223,11295785828,20,786628,1.41374,0.00661656,5.90166,0.129534,0.0455608,2.04616,0.48872
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,17,0,99,4938751781,32107841,2994073616,136296727,23114195759,11310732023,27,786628,1.3891,0.00650121,5.89667,0.129534,0.0455222,2.04356,0.489341
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,18,0,99,4938449140,31995369,2993848865,136424965,23112761940,11285188418,21,786629,1.38432,0.00647883,5.90258,0.129532,0.0455684,2.04806,0.488267
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,19,0,99,4938208513,32255593,2993724822,136298472,23111478188,11289300531,23,786630,1.39565,0.00653184,5.89744,0.129534,0.0455281,2.0472,0.488472
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,20,0,99,4938532469,32277533,2993922262,136267002,23113205211,11293918946,22,786630,1.3965,0.00653586,5.89563,0.129533,0.0455145,2.04652,0.488635
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,1,0,67,531137,12813,419417,15183,2396638,2180565,1,140,5.34624,0.0241237,6.33512,0.175002,0.0362002,1.09909,0.909843
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,2,0,57,626654,15081,494140,17558,2829014,2507885,1,142,5.33083,0.0240659,6.2064,0.174669,0.0355324,1.12805,0.886487
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,3,0,67,532362,15165,419785,15116,2401224,1992853,1,143,6.31553,0.0284863,6.29512,0.174821,0.0360089,1.20492,0.829932
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,4,0,53,673501,16125,531539,18970,3040666,2715575,1,145,5.30311,0.0239421,6.23876,0.17481,0.0356888,1.11971,0.893086
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,5,0,100,589182,14805,450014,16412,2557386,2309376,1,141,5.78911,0.0251281,6.41749,0.175966,0.03647,1.10739,0.903022
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,6,0,55,649256,16713,512315,18549,2928546,2498752,1,142,5.70693,0.0257418,6.33386,0.174938,0.0362062,1.172,0.85324
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,7,0,55,649569,16563,512111,18589,2933339,2561305,1,142,5.64647,0.0254984,6.33715,0.174583,0.0362988,1.14525,0.87317
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,8,0,56,634834,16590,500579,18132,2865773,2620250,1,144,5.78901,0.0261328,6.32709,0.174675,0.0362221,1.0937,0.914326
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,9,0,60,589718,16523,466255,16726,2663922,2536932,1,142,6.20251,0.0280185,6.27871,0.175026,0.0358731,1.05006,0.95233
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,10,0,59,607904,15632,480476,17273,2743906,2602624,1,143,5.69699,0.0257146,6.29504,0.175107,0.0359498,1.05428,0.948511
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,11,0,58,619506,15250,488959,17749,2798114,2527377,1,142,5.4501,0.0246164,6.3432,0.174746,0.0362996,1.10712,0.903243
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,12,0,100,598004,17185,455230,16796,2596937,2466240,1,142,6.61741,0.0287373,6.46762,0.175295,0.0368956,1.05299,0.949673
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,13,0,57,622817,17344,491406,17696,2812310,2424408,1,141,6.16717,0.0278477,6.29234,0.174734,0.036011,1.16,0.86207
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,14,0,52,674864,16163,533530,18379,3046498,2930189,1,143,5.30544,0.02395,6.03283,0.175129,0.0344479,1.03969,0.961822
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,15,0,100,594996,14057,453884,15113,2582672,2300838,1,143,5.44281,0.0236254,5.85169,0.175742,0.0332971,1.12249,0.890875
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,16,0,55,640366,16144,505363,18401,2889351,2403461,1,143,5.58741,0.0252106,6.36856,0.174905,0.0364115,1.20216,0.831834
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,17,0,56,635683,15144,501837,14762,2867933,2155575,1,143,5.28046,0.0238232,5.14726,0.174982,0.0294159,1.33047,0.751613
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,18,0,55,645789,14692,509209,14482,2915595,2277726,1,143,5.03911,0.0227505,4.96708,0.17465,0.0284402,1.28005,0.781222
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,19,0,48,725938,16928,572897,17541,3278648,3466692,1,141,5.1631,0.0233188,5.35007,0.174736,0.0306181,0.945757,1.05735
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,20,0,56,633064,14418,499134,14289,2855778,2341433,1,144,5.04871,0.0227749,5.00354,0.17478,0.0286276,1.21967,0.819893
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,1,0,59,859949,13855,736699,23823,4436743,3000326,1,179,3.12279,0.0161114,5.36948,0.166045,0.0323375,1.47875,0.676245
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,2,0,60,849839,14187,725780,24692,4382554,3023697,1,178,3.23715,0.0166938,5.63416,0.165607,0.0340213,1.4494,0.689939
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,3,0,63,814798,13349,696236,22107,4200334,2784324,1,179,3.17808,0.0163832,5.26315,0.165757,0.0317522,1.50857,0.662882
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,4,0,95,770617,14963,630672,20974,3730391,2805053,2,180,4.01111,0.0194169,5.62247,0.169063,0.0332566,1.32988,0.751946
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,5,0,84,799365,15513,657618,22616,3918086,2771985,2,177,3.95933,0.0194067,5.77221,0.167842,0.0343908,1.41346,0.707484
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,6,0,61,832236,14014,712551,23194,4290964,2863514,1,179,3.26593,0.016839,5.40531,0.166058,0.0325507,1.4985,0.667336
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,7,0,63,810755,13798,692026,24134,4184756,2887254,1,175,3.29721,0.0170187,5.76712,0.165368,0.0348744,1.44939,0.689946
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,8,0,60,861798,14407,736227,24844,4441252,3222858,1,179,3.24391,0.0167174,5.59392,0.16577,0.033745,1.37805,0.725664
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,9,0,62,825219,14164,705329,24647,4253573,2790475,1,177,3.32991,0.0171639,5.79442,0.16582,0.034944,1.52432,0.656031
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,10,0,79,739223,12662,623764,21416,3727401,2576788,2,175,3.39701,0.0171288,5.74556,0.167346,0.0343335,1.44653,0.69131
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,11,0,62,818818,13505,701394,24801,4225363,2968616,1,178,3.19618,0.0164933,5.86955,0.165996,0.0353596,1.42334,0.702571
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,12,0,62,819715,13837,701478,24106,4232579,2841815,1,175,3.26917,0.0168803,5.69535,0.165733,0.0343646,1.48939,0.671415
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,13,0,94,764386,14884,626761,21478,3711256,2799943,2,176,4.0105,0.0194718,5.78726,0.168881,0.0342682,1.32548,0.754446
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,14,0,62,818923,13850,700825,24605,4224998,2737783,1,179,3.27811,0.0169125,5.82367,0.165876,0.0351086,1.54322,0.647996
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,15,0,61,832698,13818,713523,23330,4297854,2802367,1,177,3.21509,0.0165943,5.42829,0.166018,0.0326969,1.53365,0.652039
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,16,0,100,753203,14480,612709,21652,3630036,2742897,1,179,3.98894,0.0192246,5.96468,0.168789,0.0353381,1.32343,0.755612
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,17,0,63,813585,13730,694481,22591,4192034,2770945,1,179,3.27526,0.0168759,5.38903,0.165667,0.0325293,1.51285,0.661003
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,18,0,61,827466,13579,709052,22750,4271859,2737997,1,176,3.17871,0.0164103,5.32555,0.165982,0.0320851,1.56021,0.640938
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,19,0,60,842668,14204,721269,24985,4351729,2861453,1,178,3.26399,0.016856,5.7414,0.165743,0.0346403,1.52081,0.657544
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,20,0,100,751536,14597,611907,21176,3621921,2681558,1,180,4.03018,0.0194229,5.84662,0.168945,0.0346066,1.35068,0.740369
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,1,0,82,1396092,14062,1310474,51185,8322760,4543443,1,326,1.68958,0.0100724,6.15,0.157457,0.0390584,1.83182,0.545906
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,2,0,78,1460161,13601,1371100,52141,8704620,4845253,1,327,1.5625,0.00931473,5.99004,0.157514,0.0380286,1.79653,0.55663
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,3,0,77,1488225,15141,1396115,51763,8864411,4745257,1,327,1.70807,0.0101739,5.83942,0.157497,0.0370765,1.86806,0.535316
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,4,0,78,1471084,14340,1380820,51584,8768069,4637840,1,327,1.63548,0.00974791,5.88317,0.157483,0.0373575,1.89055,0.528947
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,5,0,73,1564293,16725,1468165,55788,9318202,5129190,1,327,1.79487,0.0106917,5.98699,0.157559,0.0379985,1.8167,0.550448
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,6,0,77,1488884,15212,1396675,54482,8851468,4908405,2,324,1.71858,0.010217,6.15514,0.15779,0.0390084,1.80333,0.55453
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,7,0,78,1458062,13344,1368784,51526,8694618,4814217,1,325,1.53474,0.00915187,5.92619,0.157429,0.0376436,1.80603,0.553701
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,8,0,84,1509372,16415,1384489,49652,8710647,4960085,1,327,1.88448,0.0108754,5.70015,0.158942,0.0358631,1.75615,0.569428
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,9,0,84,1469993,16040,1355445,50428,8549028,4878438,2,328,1.87624,0.0109116,5.89868,0.15855,0.037204,1.75241,0.570642
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,10,0,78,1469132,14447,1379318,51724,8753640,4646784,1,326,1.6504,0.0098337,5.90886,0.157571,0.0374997,1.88381,0.53084
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,11,0,77,1480599,15220,1387726,52924,8813211,4822154,1,327,1.72695,0.0102796,6.00508,0.15746,0.0381372,1.82765,0.547151
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,12,0,100,1386205,17265,1249645,47089,7815696,4807814,1,326,2.20902,0.0124549,6.02493,0.159889,0.0376819,1.62562,0.615149
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,13,0,78,1454636,13477,1365741,53487,8672954,4667013,1,325,1.55391,0.00926486,6.1671,0.157471,0.0391634,1.85835,0.538111
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,14,0,72,1580417,15698,1482602,55483,9410830,5039965,1,325,1.66808,0.00993282,5.89565,0.157542,0.0374227,1.86724,0.535549
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,15,0,76,1513014,14800,1420820,53330,9016410,4791651,1,324,1.64145,0.0097818,5.91477,0.157582,0.0375347,1.88169,0.531437
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,16,0,100,1389278,17233,1252464,45533,7830283,4620384,1,325,2.20081,0.0124043,5.81499,0.159951,0.0363547,1.69473,0.590066
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,17,0,75,1522852,13830,1429677,55085,9074666,4896216,1,327,1.52402,0.00908164,6.0702,0.157546,0.0385297,1.8534,0.539548
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,18,0,77,1478486,14426,1387942,51768,8808014,4716775,1,328,1.63783,0.00975728,5.87737,0.157577,0.0372984,1.86738,0.535509
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,19,0,74,1543680,14715,1448932,54810,9199264,4928001,1,328,1.59958,0.00953242,5.95809,0.157505,0.0378279,1.86673,0.535695
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,20,0,77,1472160,13824,1381958,51145,8777678,4630434,1,323,1.5749,0.00939028,5.82671,0.15744,0.0370091,1.89565,0.527524
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,1,0,90,4022082,25707,3970884,155000,25839470,12328194,1,902,0.994873,0.00639147,5.99858,0.153675,0.0390341,2.09597,0.477107
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,2,0,91,3992556,26201,3941559,155646,25649238,12191488,1,903,1.02151,0.00656246,6.06825,0.153672,0.0394884,2.10386,0.475316
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,3,0,100,3894251,30064,3782736,148542,24468269,12506190,1,905,1.22869,0.0077201,6.0708,0.154598,0.0392684,1.95649,0.511119
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,4,0,91,4000917,26273,3951228,154078,25710551,11969603,1,903,1.02188,0.00656674,5.99279,0.153681,0.038995,2.14799,0.465552
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,5,0,91,3979488,24495,3929830,152849,25576315,12056220,1,904,0.957722,0.00615531,5.97619,0.153651,0.0388946,2.12142,0.471382
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,6,0,90,4041150,27459,3990321,155400,25963315,12485138,1,903,1.05761,0.00679485,5.98537,0.153691,0.0389442,2.07954,0.480876
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,7,0,91,4002652,25296,3952146,154665,25720509,12305399,1,902,0.983495,0.00631981,6.01329,0.153657,0.0391344,2.09018,0.478428
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,8,0,91,3989946,25064,3939955,156966,25635226,12235263,1,903,0.977717,0.00628179,6.12306,0.153693,0.0398395,2.09519,0.477283
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,9,0,91,4003212,25900,3952872,153959,25726839,12283178,1,904,1.00673,0.0064698,5.98437,0.153648,0.0389486,2.09448,0.477446
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,10,0,100,3896748,31647,3784241,148176,24476755,12322904,1,905,1.29294,0.00812139,6.05374,0.154606,0.0391561,1.98628,0.503453
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,11,0,100,3894426,31343,3782675,149534,24467199,11970705,1,902,1.28102,0.00804817,6.11161,0.154602,0.0395313,2.04392,0.489255
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,12,0,91,4015303,26137,3965452,156030,25806759,12162882,1,901,1.0128,0.00650935,6.04609,0.153659,0.0393473,2.12176,0.471306
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,13,0,91,4001171,26618,3950527,155984,25706210,12200032,1,903,1.03547,0.00665255,6.06795,0.15368,0.0394844,2.10706,0.474595
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,14,0,91,4013128,25964,3962407,156168,25781705,12271641,1,906,1.00707,0.00646977,6.05732,0.153691,0.0394124,2.10092,0.475983
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,15,0,91,3992863,25859,3943222,156081,25659526,12387563,1,901,1.00777,0.00647631,6.08277,0.153675,0.0395821,2.07139,0.482767
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,16,0,93,3960738,26708,3898347,156915,25327178,12686421,2,901,1.05452,0.00674319,6.19552,0.15392,0.0402517,1.9964,0.500901
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,17,0,91,4008764,27051,3958678,156036,25759020,12364386,1,901,1.05016,0.00674797,6.05753,0.153681,0.0394162,2.08332,0.480002
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,18,0,90,4026191,27121,3975301,157643,25872033,12478585,1,902,1.04827,0.00673614,6.09318,0.153652,0.0396556,2.07331,0.482319
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,19,0,100,3893270,30354,3782198,148851,24464737,12042089,1,902,1.24072,0.00779653,6.08431,0.154598,0.0393557,2.0316,0.492222
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,20,0,91,3992642,27018,3942798,155643,25658416,12192104,1,900,1.05299,0.00676695,6.06596,0.153665,0.0394753,2.10451,0.47517
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,1,0,98,14072461,67311,14093492,554553,92339869,43156165,1,3210,0.728948,0.00478317,6.00556,0.152626,0.0393482,2.13967,0.467362
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,2,0,96,14149722,65132,14204739,559220,93147160,43699964,1,3210,0.699238,0.00460306,6.00362,0.152498,0.0393686,2.13152,0.46915
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,3,0,96,14164318,62504,14220372,560079,93255272,44185406,1,3211,0.670246,0.00441278,6.00587,0.152489,0.0393857,2.11054,0.473811
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,4,0,97,14070785,60645,14126132,556901,92636138,43501388,1,3208,0.654658,0.00430999,6.0117,0.152491,0.0394235,2.1295,0.469594
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,5,0,96,14128291,61845,14184133,559913,93018804,43607310,1,3208,0.664866,0.00437739,6.01935,0.152487,0.0394746,2.1331,0.468801
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,6,0,96,14189713,61408,14244314,560738,93414943,43464076,1,3208,0.657368,0.00432764,6.00266,0.152484,0.0393657,2.14924,0.46528
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,7,0,99,13969958,65168,13965856,551281,91435340,43752527,2,3211,0.712722,0.00466487,6.02919,0.15274,0.0394735,2.08983,0.478508
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,8,0,97,14001359,62014,14052185,553675,92155620,43230029,1,3211,0.672927,0.00442914,6.00804,0.152483,0.0394013,2.13175,0.469098
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,9,0,99,13941278,64474,13929098,547629,91191046,43233729,2,3208,0.707021,0.00462468,6.00529,0.152746,0.0393155,2.10926,0.474101
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,10,0,96,14127005,63375,14180431,559143,92991106,43801091,1,3209,0.681517,0.00448609,6.01287,0.152492,0.0394306,2.12303,0.471025
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,11,0,97,14115305,60346,14146100,558959,92697927,44793344,3,3207,0.650996,0.00427522,6.0299,0.152604,0.0395133,2.06946,0.483218
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,12,0,96,14137631,58508,14191171,559717,93068780,44353456,1,3209,0.628653,0.00413846,6.01401,0.15248,0.0394412,2.09834,0.476566
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,13,0,96,14148985,62468,14204946,560855,93153707,43998928,1,3206,0.670591,0.00441502,6.02075,0.152489,0.0394831,2.11718,0.472326
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,14,0,99,13934078,65579,13919262,548375,91117967,45387325,2,3211,0.719715,0.00470638,6.0183,0.152761,0.0393968,2.00756,0.498116
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,15,0,96,14179586,61088,14234793,561611,93350165,44147130,1,3210,0.654396,0.00430817,6.01618,0.152488,0.0394534,2.11452,0.47292
