label,stage,variant,H,W,K,n,L1-dcache-loads_median,L1-dcache-load-misses_median,branch-instructions_median,branch-misses_median,instructions_median,cpu-cycles_median,context-switches_median,page-faults_median,L1D_MPKI_median,L1D_miss_rate_median,branch_MPKI_median,branch_rate_median,branch_miss_rate_median,IPC_median,CPI_median,L1-dcache-loads_mad,L1-dcache-load-misses_mad,branch-instructions_mad,branch-misses_mad,instructions_mad,cpu-cycles_mad,context-switches_mad,page-faults_mad,L1D_MPKI_mad,L1D_miss_rate_mad,branch_MPKI_mad,branch_rate_mad,branch_miss_rate_mad,IPC_mad,CPI_mad
simd256_v2,simd,conv_simd256_v2,4096,4096,3,20,1.6753284e+08,1039212.5,1.7275168e+08,8547006.5,1.2022938e+09,6.3988896e+08,2,49301,0.86470519,0.0062044865,7.1081973,0.14368285,0.049471252,1.8780418,0.53246951,9.818e+04,1.138e+04,1.026e+05,5266,7.131e+05,8.597e+05,1,1,0.00893,6.523e-05,0.003076,1.182e-06,2.393e-05,0.001442,0.000409
simd256_v2,simd,conv_simd256_v2,8192,8192,3,20,6.685745e+08,4573497,6.8975485e+08,34063389,4.8011356e+09,2.5539056e+09,5,196773,0.95264254,0.0068410504,7.0955315,0.14366546,0.049389044,1.879987,0.53191858,2.89e+04,3.205e+04,2.585e+04,7772,1.579e+05,5.74e+06,1,1,0.006604,4.74e-05,0.001139,4.541e-07,7.986e-06,0.004304,0.001218
simd256_v2,simd,conv_simd256_v2,16384,16384,3,20,2.673123e+09,32761748,2.7589477e+09,1.3611471e+08,1.9203107e+10,1.0156171e+10,17,786630,1.7060994,0.012256355,7.0880666,0.14367027,0.049335631,1.8906805,0.52891009,1.244e+05,1.7e+05,1.264e+05,2.018e+04,7.974e+05,4.555e+06,1.5,1,0.008877,6.38e-05,0.001153,4.859e-07,8.179e-06,0.000975,0.0002726
simd256_v3,simd,conv_simd256_v3,64,64,3,20,594501.5,16186,463378.5,17451.5,2660905.5,2456072,1,142,6.0281466,0.026988474,6.5218309,0.17422133,0.037440575,1.1135767,0.89807297,9372,1014,1.143e+04,600,7.518e+04,9.827e+04,0,1,0.419,0.001705,0.1003,0.0003607,0.0005208,0.03016,0.02436
simd256_v3,simd,conv_simd256_v3,128,128,3,20,734606,14361,614435.5,23912,3770993,2733115.5,1,178,3.7796589,0.019391283,6.3698686,0.16295423,0.039032556,1.3698874,0.72998704,1.023e+04,263,1.046e+04,709.5,6.254e+04,5.665e+04,0,1,0.07523,0.0003687,0.1732,0.000125,0.001022,0.03385,0.0176
simd256_v3,simd,conv_simd256_v3,256,256,3,20,1210996.5,16872,1113503.5,52598,7382467,4516305,1,326,2.2711892,0.01382024,7.1112147,0.15087907,0.047146029,1.6291452,0.61381886,1.73e+04,524.5,1.507e+04,1224,9.614e+04,1.107e+05,0,1.5,0.06666,0.0003655,0.1306,4.772e-05,0.001087,0.03374,0.01246
simd256_v3,simd,conv_simd256_v3,512,512,3,20,3098482,34817,3029954,156071.5,20930136,11568250,1,903.5,1.6606984,0.011217555,7.4599657,0.14475236,0.051521908,1.8091495,0.55274609,1.719e+04,1154,1.551e+04,1402,1.336e+05,1.331e+05,0,0.5,0.05609,0.0003502,0.02069,1.601e-05,0.0002057,0.01504,0.004594
simd256_v3,simd,conv_simd256_v3,1024,1024,3,20,10657504,92636,10653590,561529.5,74616672,41296682,1,3209,1.2395519,0.0086794134,7.5150435,0.14278334,0.052631791,1.8087642,0.55286367,1.832e+04,1410,2.102e+04,1449,1.541e+05,5.166e+05,0,1,0.02201,0.0001452,0.00749,4.276e-06,5.205e-05,0.02085,0.006371
simd256_v3,simd,conv_simd256_v3,2048,2048,3,20,40692325,379565.5,40956904,2168008,2.8794119e+08,1.5987897e+08,1,12430,1.317164,0.0093203386,7.5279634,0.1422416,0.052924397,1.798582,0.55599359,4.172e+04,6336,3.964e+04,2871,2.746e+05,5.251e+05,0,1,0.02189,0.0001539,0.003301,1.408e-06,2.87e-05,0.003906,0.001207
simd256_v3,simd,conv_simd256_v3,4096,4096,3,20,1.6046776e+08,2064787.5,1.6175029e+08,8548867,1.1381854e+09,6.4004078e+08,2,49301,1.8155446,0.012877537,7.5112046,0.14211351,0.052850839,1.7781963,0.5623676,3.671e+04,1.934e+04,3.988e+04,3368,2.84e+05,6.316e+05,1,1,0.01742,0.0001219,0.002763,8.626e-07,1.988e-05,0.001859,0.0005878
simd256_v3,simd,conv_simd256_v3,8192,8192,3,20,6.4015212e+08,8447157,6.455965e+08,34065950,4.5433698e+09,2.5626192e+09,5,196773.5,1.8589713,0.013193928,7.4983748,0.14209555,0.05276883,1.772808,0.56407689,9.435e+04,7.011e+04,9.483e+04,1.339e+04,6.96e+05,5.444e+06,1,1.5,0.01528,0.0001086,0.002629,1e-06,1.673e-05,0.004342,0.001385
simd256_v3,simd,conv_simd256_v3,16384,16384,3,20,2.5598417e+09,45945040,2.5827581e+09,1.3610867e+08,1.817553e+10,1.0168381e+10,17.5,786629,2.5278267,0.017948268,7.4883834,0.1421008,0.052697723,1.7874207,0.5594654,6.77e+04,2.239e+05,6.553e+04,4.186e+04,4.164e+05,9.689e+06,0.5,0.5,0.01229,8.718e-05,0.001888,3.712e-07,1.538e-05,0.0017,0.0005321
tile_1024,tile,1024,64,64,3,20,708501,15870.5,555703,17348,3156092,2549379.5,1,142,5.0609126,0.022516917,5.5097359,0.1759854,0.031356168,1.2547292,0.79698571,1.678e+04,802,1.29e+04,782,7.461e+04,8.2e+04,0,1,0.2985,0.001444,0.04352,0.0001165,0.0002404,0.0572,0.03808
tile_1024,tile,1024,128,128,3,20,1116364.5,13655.5,928924,22799,5452522,2953695.5,1,177.5,2.5122504,0.012265707,4.4820072,0.17055366,0.026222085,1.8055898,0.55384166,3.083e+04,467,2.572e+04,868,1.496e+05,4.722e+04,0,1.5,0.1236,0.0006004,0.2387,0.0001361,0.001318,0.09983,0.029
tile_1024,tile,1024,256,256,3,20,2493952.5,15566,2165854,50621.5,12991483,5512815.5,1,326,1.1940392,0.0062208464,3.9168321,0.16669489,0.023473517,2.3571167,0.42424749,1.704e+04,576.5,1.456e+04,714.5,8.59e+04,3.733e+04,0,1,0.04423,0.000231,0.03921,2.203e-05,0.0002321,0.03604,0.006388
tile_1024,tile,1024,512,512,3,20,7707366,31434.5,6813811,152047.5,41230654,15347489,1,903,0.76693669,0.0041028189,3.7164153,0.16526557,0.022486537,2.667646,0.37486233,7.319e+04,1739,6.413e+04,2270,3.852e+05,2.05e+05,0,1,0.04762,0.0002446,0.01825,2.224e-05,0.0001047,0.04481,0.006193
tile_1024,tile,1024,1024,1024,3,20,28609060,78172.5,25427926,558611.5,1.542475e+08,57707934,1,3209.5,0.51306317,0.002763223,3.6229593,0.16485532,0.021975378,2.6597902,0.37596951,5.823e+04,2644,5.148e+04,1526,3.122e+05,5.589e+05,0,0.5,0.01731,9.331e-05,0.008013,6.485e-06,4.321e-05,0.03733,0.005275
tile_1024,tile,1024,2048,2048,3,20,1.1126579e+08,230026,99019145,2162652,6.0106548e+08,2.177323e+08,1.5,12429,0.38253434,0.0020665095,3.5959551,0.16474264,0.021827686,2.7609111,0.36220016,1.681e+05,2392,1.521e+05,3279,9.119e+05,1.466e+06,0.5,1,0.004622,2.491e-05,0.00201,8.72e-07,1.208e-05,0.02184,0.002863
tile_1024,tile,1024,4096,4096,3,20,4.417161e+08,929183.5,3.9322595e+08,8552010.5,2.3874225e+09,8.8850159e+08,3,49302,0.3889935,0.0021024629,3.5816427,0.16470726,0.021745279,2.6867719,0.37219386,9.368e+04,1.611e+04,8.383e+04,4444,5.129e+05,2.783e+06,1,1,0.006527,3.528e-05,0.001021,4.649e-07,5.822e-06,0.006272,0.0008709
tile_1024,tile,1024,8192,8192,3,20,1.7647836e+09,3809039,1.5712966e+09,34108408,9.5408332e+09,3.5873368e+09,7,196773,0.3991481,0.0021578824,3.5751301,0.16469193,0.02170798,2.659583,0.37599879,2.352e+05,7.494e+04,2.089e+05,8514,1.265e+06,8.23e+06,2,1,0.007813,4.224e-05,0.0008559,3.017e-07,5.182e-06,0.005985,0.0008481
tile_1024,tile,1024,16384,16384,3,20,7.0566504e+09,17135420,6.2839665e+09,1.3628922e+08,3.8157018e+10,1.4371399e+10,24.5,786629,0.44907359,0.0024282524,3.5717914,0.16468709,0.021688378,2.6550433,0.37664172,1.207e+05,1.286e+05,1.046e+05,2.241e+04,6.44e+05,2.129e+07,2.5,1,0.003364,1.835e-05,0.0005242,1.225e-07,3.179e-06,0.003959,0.0005613
tile_128,tile,128,64,64,3,20,717008,16237,564274,17541,3208043.5,2544016.5,1,142,5.0952061,0.022657104,5.5211874,0.17600827,0.03138764,1.2643294,0.79093323,1.27e+04,1200,9896,591.5,5.7e+04,8.529e+04,0,0,0.3363,0.00155,0.06452,0.000146,0.0003932,0.02285,0.01426
tile_128,tile,128,128,128,3,20,1115204,14242,927222,23209,5440306,2938585.5,1,178,2.477423,0.012091498,4.3974315,0.170557,0.025797911,1.8020592,0.5552512,7.462e+04,607,6.594e+04,1177,3.851e+05,5.159e+04,0,1,0.04835,0.0002351,0.176,0.0002534,0.001037,0.1104,0.03237
tile_128,tile,128,256,256,3,20,2445434.5,15369,2121354.5,49417.5,12731668,5425615,1,326.5,1.1732621,0.0061080551,3.9662273,0.1666632,0.023756674,2.3208124,0.43088385,7.617e+04,1094,7.687e+04,1923,4.58e+05,1.082e+05,0,0.5,0.05511,0.0002868,0.08622,4.665e-05,0.0005008,0.09118,0.01629
tile_128,tile,128,512,512,3,20,7743408,29743.5,6832152,154491,41353140,15406608,1,903,0.71713552,0.0038299195,3.7603787,0.16522025,0.02276211,2.639299,0.3788889,3.442e+04,1322,3.092e+04,1994,1.869e+05,2.242e+05,0,1,0.02746,0.0001465,0.02556,1.698e-05,0.0001457,0.02768,0.004015
tile_128,tile,128,1024,1024,3,20,28720976,70242.5,25469336,565993,1.5454687e+08,56181730,1,3210,0.45402051,0.0024428422,3.6666327,0.16479927,0.022248687,2.7369589,0.36536923,7.052e+04,1392,6.508e+04,1686,4.009e+05,3.036e+05,0,1,0.01176,6.316e-05,0.002652,4.314e-06,1.642e-05,0.02357,0.003153
tile_128,tile,128,2048,2048,3,20,1.1153726e+08,241011,99040061,2187369,6.0138061e+08,2.1951162e+08,1,12429,0.40134577,0.0021634499,3.6363821,0.16468815,0.022080367,2.7410066,0.36482948,2.367e+05,4092,2.105e+05,4039,1.277e+06,1.259e+06,0,1,0.007405,3.968e-05,0.001577,7.204e-07,9.509e-06,0.01233,0.001633
tile_128,tile,128,4096,4096,3,20,4.4327862e+08,949361.5,3.9371642e+08,8665895,2.3912025e+09,8.8527615e+08,3,49301,0.39699822,0.0021415406,3.6248476,0.16465209,0.022015198,2.7010348,0.37022868,3.474e+04,4536,3.675e+04,2468,2.036e+05,5.54e+06,1,1,0.001739,9.387e-06,0.001261,3.043e-07,7.696e-06,0.01694,0.002307
tile_128,tile,128,8192,8192,3,20,1.7698577e+09,3964786.5,1.5721876e+09,34559652,9.5495063e+09,3.5513529e+09,8,196773.5,0.41518424,0.0022401887,3.6189535,0.16463646,0.02198146,2.6890377,0.37188041,1.927e+05,2.823e+04,1.798e+05,9008,1.026e+06,1.195e+07,1,1.5,0.003009,1.624e-05,0.0006768,2.427e-07,3.885e-06,0.009241,0.001282
tile_128,tile,128,16384,16384,3,20,7.0769102e+09,17939352,6.2876207e+09,1.3809556e+08,3.819204e+10,1.4078276e+10,27,786629,0.46970811,0.0025348777,3.6157802,0.16463178,0.021962845,2.7128298,0.36861878,1.441e+05,4.084e+04,1.496e+05,2.884e+04,9.478e+05,2.324e+07,2,1,0.001068,5.758e-06,0.0007781,1.619e-07,4.702e-06,0.004466,0.0006058
tile_16,tile,16,64,64,3,20,723479.5,16268,566663.5,17725.5,3227081,2518690.5,1,142,5.134627,0.022909021,5.5754806,0.17567146,0.031726673,1.2774356,0.78281871,1.036e+04,931.5,8054,416.5,4.568e+04,8.063e+04,0,1,0.2761,0.001093,0.05297,0.0001243,0.0003204,0.04495,0.02723
tile_16,tile,16,128,128,3,20,1139737.5,13739,937591,24633,5509981,3085726.5,1,179,2.4433627,0.011814692,4.5347497,0.17020478,0.026664797,1.7893029,0.55887837,1.767e+04,564.5,1.474e+04,720,8.599e+04,9.608e+04,0,1,0.02756,0.0001314,0.1693,0.000123,0.0008718,0.05552,0.01736
tile_16,tile,16,256,256,3,20,2521187,15977,2147527,53446,12908759,5551558,1,327,1.2311306,0.0063023391,4.1814689,0.16640668,0.025137804,2.2947337,0.43580331,4.882e+04,1396,4.627e+04,1590,2.959e+05,8.68e+04,0,1,0.1299,0.000647,0.07254,0.0002343,0.0004195,0.09266,0.01758
tile_16,tile,16,512,512,3,20,7886570,32106,6832063.5,167109,41468453,15831971,1,904,0.76800159,0.0040396982,4.0383135,0.16473194,0.024494957,2.6106548,0.38304567,6.242e+04,1090,6.167e+04,2558,3.905e+05,1.64e+05,0,1,0.01795,8.841e-05,0.02715,1.189e-05,0.0001861,0.027,0.003973
tile_16,tile,16,1024,1024,3,20,29409879,146487.5,25594647,617041.5,1.5577726e+08,58455654,1,3209,0.94179144,0.0049883546,3.9655622,0.16430381,0.024135442,2.6636933,0.37541862,4.719e+04,1566,4.333e+04,3846,2.748e+05,4.734e+05,0,1,0.01021,5.403e-05,0.02198,1.319e-06,0.0001312,0.0194,0.002754
tile_16,tile,16,2048,2048,3,20,1.1450805e+08,574580,99766688,2392607,6.0762327e+08,2.2648058e+08,1,12429,0.94555863,0.0050174813,3.9449935,0.16419182,0.024026859,2.6821035,0.3728417,5.451e+04,1.067e+04,4.087e+04,1.517e+04,2.847e+05,5.133e+05,0,1,0.01839,9.7e-05,0.02248,4.977e-07,0.0001364,0.006035,0.0008393
tile_16,tile,16,4096,4096,3,20,4.5394066e+08,2283945.5,3.9559038e+08,9356504.5,2.4098381e+09,9.0573384e+08,3,49301.5,0.94831599,0.0050341748,3.8840576,0.16415576,0.023660501,2.6601193,0.375923,1.733e+05,6754,1.54e+05,5.508e+04,9.285e+05,1.147e+06,1,0.5,0.002668,1.417e-05,0.02066,2.974e-07,0.0001262,0.00347,0.000491
tile_16,tile,16,8192,8192,3,20,1.8128274e+09,9483862,1.5800524e+09,37062736,9.6262431e+09,3.6177795e+09,7.5,196773,0.98515885,0.0052312562,3.8502795,0.16414039,0.023457219,2.6608081,0.37582567,2.197e+05,2.539e+04,1.933e+05,1.851e+05,1.172e+06,6.301e+06,0.5,1,0.002744,1.457e-05,0.01862,2.3e-07,0.0001135,0.004354,0.0006146
tile_16,tile,16,16384,16384,3,20,7.2489328e+09,45521944,6.3191851e+09,1.4855341e+08,3.8499726e+10,1.439675e+10,32,786628,1.1823808,0.0062797313,3.8586279,0.16413598,0.023508701,2.6741688,0.37394797,1.494e+05,7.913e+04,1.38e+05,3.262e+05,8.334e+05,1.174e+07,1.5,1,0.00208,1.103e-05,0.008455,1.707e-07,5.154e-05,0.002182,0.0003048
tile_256,tile,256,64,64,3,20,709829.5,16041,557568,17519,3170199,2541838,1,142,4.9489289,0.021761425,5.5212437,0.17597203,0.031366269,1.2615108,0.79270033,1.277e+04,959,9971,291,5.544e+04,7.579e+04,0,1,0.3105,0.00108,0.05526,0.0001216,0.0003123,0.03651,0.02316
tile_256,tile,256,128,128,3,20,1114803,13647,927855.5,23947.5,5442637.5,2984008,1,179,2.4966665,0.012183699,4.5289277,0.17044268,0.026468201,1.7960863,0.5567676,2.166e+04,389.5,1.765e+04,1245,1.066e+05,9.584e+04,0,1,0.04844,0.000232,0.0919,7.622e-05,0.0004596,0.06859,0.02121
tile_256,tile,256,256,256,3,20,2468878,16317.5,2143785,50239.5,12862168,5451684,1,327.5,1.2436703,0.0064794617,3.9990871,0.16671062,0.02398469,2.3521878,0.42513647,9.074e+04,1238,7.893e+04,1984,4.746e+05,8.363e+04,0,0.5,0.06641,0.0003465,0.05749,6.006e-05,0.0003118,0.05335,0.009419
tile_256,tile,256,512,512,3,20,7717212.5,28100.5,6815905.5,153575.5,41238440,15285662,1,903,0.68001764,0.0036358343,3.7222008,0.16524242,0.02251365,2.6864357,0.37224084,4.639e+04,710,4.307e+04,1748,2.719e+05,2.056e+05,0,1,0.01875,0.0001002,0.01894,8.376e-06,0.0001248,0.04166,0.00578
tile_256,tile,256,1024,1024,3,20,28505026,64928.5,25304271,558986.5,1.5350256e+08,55980755,1,3210,0.42408668,0.002283647,3.6413076,0.16483075,0.022085939,2.7413029,0.36479007,2.781e+05,2340,2.626e+05,4406,1.627e+06,4.459e+05,0,1,0.02,0.0001037,0.00841,5.113e-06,4.649e-05,0.0234,0.00314
tile_256,tile,256,2048,2048,3,20,1.1136425e+08,222392.5,99016104,2170951,6.0111834e+08,2.1969754e+08,1,12430,0.3696986,0.0019950491,3.6110193,0.16471995,0.021922197,2.7355288,0.36556005,2.376e+05,3238,2.091e+05,2874,1.274e+06,1.006e+06,0,1,0.00529,2.806e-05,0.00215,5.124e-07,1.164e-05,0.01508,0.002008
tile_256,tile,256,4096,4096,3,20,4.4226342e+08,882940.5,3.933298e+08,8598191.5,2.3883856e+09,8.8120406e+08,2.5,49301,0.36939406,0.0019948797,3.5990941,0.1646835,0.02185453,2.7111666,0.36884492,2.015e+05,4446,1.769e+05,3711,1.077e+06,2.812e+06,0.5,1,0.002259,1.22e-05,0.001055,3.854e-07,6.409e-06,0.009237,0.001256
tile_256,tile,256,8192,8192,3,20,1.7669038e+09,3647319.5,1.5716561e+09,34297311,9.5443799e+09,3.5193882e+09,8,196773.5,0.3821702,0.0020643809,3.5939176,0.16466847,0.021825178,2.7113792,0.36881599,1.7e+05,1.836e+04,1.553e+05,1.073e+04,9.49e+05,1.092e+07,1.5,1,0.001951,1.053e-05,0.0007381,1.624e-07,4.424e-06,0.007721,0.001051
tile_256,tile,256,16384,16384,3,20,7.06538e+09,15899776,6.2856149e+09,1.3706803e+08,3.8172512e+10,1.4082592e+10,25.5,786630,0.4165292,0.0022504139,3.5908471,0.16466345,0.021807174,2.7105862,0.36892402,1.308e+05,8.16e+04,1.387e+05,3.718e+04,8.29e+05,2.721e+07,2.5,1,0.002128,1.149e-05,0.0007926,6.965e-08,4.817e-06,0.005248,0.000713
tile_32,tile,32,64,64,3,20,714417.5,16256,560487,17706.5,3195136.5,2552079.5,1,142,5.0922386,0.022623283,5.5413568,0.17586654,0.031522102,1.2513241,0.79918641,1.264e+04,930,9586,477,5.608e+04,7.549e+04,0,1,0.3243,0.001505,0.06027,0.000203,0.0003684,0.03308,0.02112
tile_32,tile,32,128,128,3,20,1130273,13796,936777,25338,5498066,3075833.5,1,179,2.4846115,0.012086048,4.5240552,0.17037258,0.026562513,1.7703187,0.56487004,1.624e+04,229,1.457e+04,1043,8.03e+04,1.043e+05,0,1,0.02537,0.0001299,0.19,5.524e-05,0.001096,0.03134,0.009933
tile_32,tile,32,256,256,3,20,2516842,16252.5,2168318.5,53173,13025670,5516265,1,326,1.2389021,0.0064128091,4.0986398,0.16649849,0.024620182,2.3528529,0.42501597,1.958e+04,553,1.667e+04,991.5,1.003e+05,4.134e+04,0,1,0.03985,0.0002039,0.07128,4.646e-05,0.0004245,0.03482,0.006198
tile_32,tile,32,512,512,3,20,7812859.5,38382.5,6841241,161934,41457304,15700968,1,904,0.9261333,0.0049144959,3.9195846,0.16502424,0.023730856,2.6266331,0.38071983,4.608e+04,1054,4.719e+04,1178,3.156e+05,1.177e+05,0,1,0.03088,0.0001639,0.01974,1.212e-05,9.956e-05,0.03589,0.00527
tile_32,tile,32,1024,1024,3,20,28999838,100452,25513152,592385,1.5499649e+08,58166394,1,3209.5,0.64750639,0.0034610217,3.8195709,0.16459814,0.023205732,2.6704786,0.37446802,7.197e+04,2440,6.296e+04,995,3.913e+05,7.547e+05,0,1.5,0.01672,8.937e-05,0.002169,3.139e-06,1.56e-05,0.0305,0.004319
tile_32,tile,32,2048,2048,3,20,1.129115e+08,386106,99462586,2294779,6.0468402e+08,2.2301959e+08,1,12429,0.63817561,0.0034177162,3.7956308,0.16448705,0.023075627,2.7098454,0.36902486,5.963e+04,1.026e+04,5.266e+04,1999,3.196e+05,1.28e+06,0,1,0.01612,8.636e-05,0.001522,4.033e-07,9.518e-06,0.01676,0.002269
tile_32,tile,32,4096,4096,3,20,4.4772615e+08,1520438.5,3.944962e+08,9075884.5,2.3988688e+09,8.9061804e+08,3,49301,0.63415037,0.0033976075,3.7838484,0.16445139,0.023009219,2.691716,0.37151302,1.306e+05,2954,1.159e+05,3160,6.982e+05,5.434e+06,1,0,0.001066,5.587e-06,0.000776,2.634e-07,4.564e-06,0.0155,0.00214
tile_32,tile,32,8192,8192,3,20,1.7878357e+09,6370741.5,1.5755204e+09,36200992,9.5813636e+09,3.5865954e+09,9,196773,0.6649276,0.003563489,3.7782102,0.16443555,0.022976804,2.6712299,0.37435945,1.992e+05,1.717e+04,1.198e+05,8465,7.102e+05,1.39e+07,1,1,0.001795,9.628e-06,0.0005831,2.425e-07,3.586e-06,0.01154,0.001614
tile_32,tile,32,16384,16384,3,20,7.1488197e+09,35983885,6.3008838e+09,1.4464018e+08,3.8319364e+10,1.4279808e+10,33.5,786629,0.93905324,0.0050335384,3.7746889,0.16443095,0.022956101,2.6834619,0.37265296,8.36e+04,7.024e+04,7.808e+04,3.128e+04,4.346e+05,3.78e+07,1.5,1,0.001846,9.872e-06,0.0008259,1.206e-07,5.007e-06,0.007113,0.0009851
tile_512,tile,512,64,64,3,20,713372,15977,561640,17230,3191696,2483385.5,1,142,5.1690703,0.023108239,5.4903745,0.17612119,0.031230403,1.2851698,0.77810959,3.083e+04,1414,3.356e+04,1252,1.932e+05,1.216e+05,0,2,0.2276,0.001121,0.1649,8.817e-05,0.0008476,0.02282,0.01388
tile_512,tile,512,128,128,3,20,1114473.5,13796.5,926481,23753.5,5435163,3023557.5,1,178.5,2.4799428,0.012110743,4.3363113,0.17053279,0.025444777,1.8126115,0.55170037,2.007e+04,693,1.538e+04,917.5,9.469e+04,7.231e+04,0,1,0.0598,0.0002837,0.1692,9.365e-05,0.0009678,0.06143,0.01818
tile_512,tile,512,256,256,3,20,2500873.5,15866.5,2170707.5,51310,13025350,5493385.5,1,326.5,1.2194572,0.0063531862,3.9583442,0.16668473,0.023749225,2.3699486,0.42196478,2.925e+04,666,2.58e+04,670.5,1.661e+05,6.208e+04,0,1.5,0.07611,0.0003995,0.03779,5.537e-05,0.0002012,0.04667,0.008163
tile_512,tile,512,512,512,3,20,7723728.5,31145.5,6827596,152792.5,41318034,15551602,1,904,0.75066485,0.0040153776,3.7176472,0.1652619,0.022482401,2.649669,0.37740583,2.428e+04,1264,2.148e+04,1064,1.249e+05,1.389e+05,0,1,0.03104,0.0001661,0.01553,1.022e-05,9.458e-05,0.03045,0.004286
tile_512,tile,512,1024,1024,3,20,28672219,68112,25474116,560943,1.5453537e+08,56148496,1,3209,0.44046107,0.0023740384,3.6315403,0.16484381,0.022030558,2.7534201,0.36318606,5.516e+04,2024,4.809e+04,934.5,2.923e+05,7.046e+05,0,0,0.01389,7.489e-05,0.00592,2.885e-06,3.599e-05,0.02927,0.003822
tile_512,tile,512,2048,2048,3,20,1.1148584e+08,224530,99188908,2166714.5,6.0211368e+08,2.2065846e+08,1,12429.5,0.37369484,0.0020181084,3.6009419,0.16473565,0.02185762,2.7249784,0.36697577,8.321e+04,4092,7.185e+04,2278,4.417e+05,1.109e+06,0,1.5,0.00637,3.443e-05,0.0007479,8.224e-07,5.238e-06,0.01377,0.001856
tile_512,tile,512,4096,4096,3,20,4.4219042e+08,883786.5,3.9352067e+08,8568881,2.38933e+09,8.876072e+08,2,49301,0.36983972,0.0019983601,3.587154,0.16469914,0.021779935,2.6911905,0.37158291,5.794e+04,8438,4.843e+04,3220,2.946e+05,3.358e+06,1,1,0.003535,1.911e-05,0.001352,3.656e-07,8.09e-06,0.01135,0.001566
tile_512,tile,512,8192,8192,3,20,1.7654021e+09,3631880.5,1.5713252e+09,34176654,9.5414603e+09,3.5519541e+09,7,196772.5,0.3806515,0.0020573165,3.5818625,0.16468403,0.021749888,2.6862935,0.37226014,2.065e+05,2.696e+04,1.783e+05,1.153e+04,1.084e+06,1.241e+07,1,1.5,0.002812,1.52e-05,0.001287,1.014e-07,7.808e-06,0.009538,0.001321
tile_512,tile,512,16384,16384,3,20,7.0594589e+09,16028782,6.2844437e+09,1.3653356e+08,3.8161778e+10,1.4118502e+10,26,786630,0.42003655,0.0022706166,3.5778295,0.16467928,0.021726055,2.7026453,0.37000787,1.832e+05,1.847e+05,1.598e+05,1.582e+04,9.42e+05,2.752e+07,2,1,0.004832,2.613e-05,0.0003359,1.648e-07,2.083e-06,0.005277,0.0007224
tile_64,tile,64,64,64,3,20,710226,16170.5,556590,17242,3164055,2481747.5,1,142,5.1119261,0.022784695,5.5518669,0.17599028,0.031551796,1.2749407,0.78435373,1.38e+04,1139,1.345e+04,596,7.505e+04,6.79e+04,0,1,0.3146,0.001495,0.07886,0.0002119,0.0004709,0.05728,0.0357
tile_64,tile,64,128,128,3,20,1126349.5,14147.5,936339,24521,5493268,3092978.5,1,178,2.5318462,0.012340212,4.4486317,0.17040481,0.026120807,1.7764906,0.56291641,2.268e+04,434,1.822e+04,847,1.095e+05,1.231e+05,0,1,0.03526,0.0001621,0.09309,0.0001032,0.0004935,0.05843,0.01792
tile_64,tile,64,256,256,3,20,2510637,16116,2172261.5,52657.5,13043329,5571910.5,1,326,1.2340839,0.0064116373,4.0245893,0.16658269,0.024162379,2.3454265,0.42636283,2.113e+04,438.5,1.86e+04,810.5,1.122e+05,7.111e+04,0,1,0.04108,0.0002135,0.04109,2.636e-05,0.0002612,0.03497,0.006395
tile_64,tile,64,512,512,3,20,7652439,32220.5,6735479,153839.5,40785650,15361810,1,903,0.77925617,0.004153187,3.8039321,0.16515101,0.023035495,2.6787313,0.37331677,1.411e+05,1512,1.243e+05,1664,7.537e+05,2.161e+05,0,1,0.03191,0.0001698,0.03711,1.193e-05,0.0002035,0.05345,0.007451
tile_64,tile,64,1024,1024,3,20,28819588,79786,25489350,575420.5,1.5473062e+08,56512251,1,3209,0.51501082,0.0027650919,3.7192725,0.16473381,0.022575496,2.7347699,0.36566168,8.081e+04,1794,7.192e+04,2062,4.382e+05,4.195e+05,0,1,0.01273,6.833e-05,0.003855,4.256e-06,2.101e-05,0.0172,0.002285
tile_64,tile,64,2048,2048,3,20,1.1199678e+08,287553,99187408,2222267,6.0251343e+08,2.1991804e+08,1,12429,0.47666859,0.0025643029,3.6886775,0.16462283,0.022406815,2.7412394,0.36479877,1.692e+05,6622,1.497e+05,2854,9.105e+05,1.743e+06,0,1,0.0117,6.241e-05,0.001738,4.383e-07,1.053e-05,0.0143,0.001902
tile_64,tile,64,4096,4096,3,20,4.4470654e+08,1135421.5,3.9394098e+08,8801418,2.3935069e+09,8.8000436e+08,3,49302,0.47452471,0.0025540033,3.6777639,0.1645872,0.022345371,2.7202396,0.36761468,8.621e+04,5442,7.818e+04,2332,4.786e+05,5.016e+06,0.5,1,0.002113,1.138e-05,0.0006613,3.908e-07,3.982e-06,0.01415,0.001903
tile_64,tile,64,8192,8192,3,20,1.7758016e+09,4751504,1.5733284e+09,35101958,9.5601411e+09,3.5525808e+09,8,196774,0.49699471,0.0026756039,3.6711937,0.16457161,0.022307585,2.6907843,0.37163889,8.477e+04,3.92e+04,7.633e+04,1.041e+04,4.629e+05,1.188e+07,1,1,0.004238,2.281e-05,0.0007293,1.634e-07,4.475e-06,0.009589,0.001325
