stage,label,version,H,W,K,seed,rep,correct,naive_ms,stage_ms,gflops,speedup
reorder,base,default,128,128,3,1234,20,yes,0.081,0.053,5.53,1.51
reorder,base,default,256,256,3,1234,1,yes,0.263,0.189,6.25,1.39
reorder,base,default,256,256,3,1234,2,yes,0.262,0.195,6.05,1.35
reorder,base,default,256,256,3,1234,3,yes,0.320,0.192,6.15,1.67
reorder,base,default,256,256,3,1234,4,yes,0.318,0.194,6.09,1.64
reorder,base,default,256,256,3,1234,5,yes,0.308,0.192,6.14,1.60
reorder,base,default,256,256,3,1234,6,yes,0.262,0.191,6.17,1.37
reorder,base,default,256,256,3,1234,7,yes,0.279,0.193,6.10,1.44
reorder,base,default,256,256,3,1234,8,yes,0.270,0.191,6.17,1.41
reorder,base,default,256,256,3,1234,9,yes,0.264,0.192,6.14,1.38
reorder,base,default,256,256,3,1234,10,yes,0.288,0.191,6.17,1.51
reorder,base,default,256,256,3,1234,11,yes,0.263,0.193,6.11,1.36
reorder,base,default,256,256,3,1234,12,yes,0.269,0.193,6.13,1.40
reorder,base,default,256,256,3,1234,13,yes,0.262,0.192,6.14,1.37
reorder,base,default,256,256,3,1234,14,yes,0.320,0.189,6.24,1.70
reorder,base,default,256,256,3,1234,15,yes,0.321,0.193,6.11,1.66
reorder,base,default,256,256,3,1234,16,yes,0.310,0.193,6.12,1.61
reorder,base,default,256,256,3,1234,17,yes,0.262,0.192,6.16,1.37
reorder,base,default,256,256,3,1234,18,yes,0.296,0.194,6.10,1.53
reorder,base,default,256,256,3,1234,19,yes,0.321,0.192,6.13,1.67
reorder,base,default,256,256,3,1234,20,yes,0.263,0.193,6.12,1.36
reorder,base,default,512,512,3,1234,1,yes,1.283,0.771,6.12,1.66
reorder,base,default,512,512,3,1234,2,yes,1.204,0.795,5.94,1.51
reorder,base,default,512,512,3,1234,3,yes,1.089,0.766,6.16,1.42
reorder,base,default,512,512,3,1234,4,yes,1.284,0.764,6.18,1.68
reorder,base,default,512,512,3,1234,5,yes,1.052,0.792,5.96,1.33
reorder,base,default,512,512,3,1234,6,yes,1.224,0.787,5.99,1.55
reorder,base,default,512,512,3,1234,7,yes,1.077,0.772,6.11,1.39
reorder,base,default,512,512,3,1234,8,yes,1.189,0.786,6.01,1.51
reorder,base,default,512,512,3,1234,9,yes,1.120,0.766,6.16,1.46
reorder,base,default,512,512,3,1234,10,yes,1.082,0.765,6.16,1.41
reorder,base,default,512,512,3,1234,11,yes,1.091,0.787,5.99,1.39
reorder,base,default,512,512,3,1234,12,yes,1.199,0.767,6.15,1.56
reorder,base,default,512,512,3,1234,13,yes,1.224,0.768,6.15,1.59
reorder,base,default,512,512,3,1234,14,yes,1.203,0.788,5.99,1.53
reorder,base,default,512,512,3,1234,15,yes,1.127,0.793,5.95,1.42
reorder,base,default,512,512,3,1234,16,yes,1.072,0.760,6.21,1.41
reorder,base,default,512,512,3,1234,17,yes,1.101,0.771,6.12,1.43
reorder,base,default,512,512,3,1234,18,yes,1.180,0.790,5.98,1.49
reorder,base,default,512,512,3,1234,19,yes,1.208,0.763,6.18,1.58
reorder,base,default,512,512,3,1234,20,yes,1.250,0.769,6.13,1.62
reorder,base,default,1024,1024,3,1234,1,yes,4.579,3.085,6.12,1.48
reorder,base,default,1024,1024,3,1234,2,yes,4.524,3.081,6.13,1.47
reorder,base,default,1024,1024,3,1234,3,yes,5.005,3.086,6.12,1.62
reorder,base,default,1024,1024,3,1234,4,yes,4.855,3.084,6.12,1.57
reorder,base,default,1024,1024,3,1234,5,yes,4.462,3.102,6.08,1.44
reorder,base,default,1024,1024,3,1234,6,yes,4.896,3.085,6.12,1.59
reorder,base,default,1024,1024,3,1234,7,yes,4.410,3.144,6.00,1.40
reorder,base,default,1024,1024,3,1234,8,yes,4.884,3.151,5.99,1.55
reorder,base,default,1024,1024,3,1234,9,yes,4.518,3.089,6.11,1.46
reorder,base,default,1024,1024,3,1234,10,yes,4.992,3.093,6.10,1.61
reorder,base,default,1024,1024,3,1234,11,yes,4.652,3.083,6.12,1.51
reorder,base,default,1024,1024,3,1234,12,yes,4.811,3.087,6.11,1.56
reorder,base,default,1024,1024,3,1234,13,yes,4.651,3.089,6.11,1.51
reorder,base,default,1024,1024,3,1234,14,yes,4.522,3.125,6.04,1.45
reorder,base,default,1024,1024,3,1234,15,yes,4.811,3.099,6.09,1.55
reorder,base,default,1024,1024,3,1234,16,yes,4.614,3.080,6.13,1.50
reorder,base,default,1024,1024,3,1234,17,yes,4.176,3.161,5.97,1.32
reorder,base,default,1024,1024,3,1234,18,yes,4.952,3.125,6.04,1.58
reorder,base,default,1024,1024,3,1234,19,yes,5.126,3.091,6.11,1.66
reorder,base,default,1024,1024,3,1234,20,yes,4.736,3.088,6.11,1.53
reorder,base,default,2048,2048,3,1234,1,yes,19.508,17.276,4.37,1.13
reorder,base,default,2048,2048,3,1234,2,yes,18.985,16.678,4.53,1.14
reorder,base,default,2048,2048,3,1234,3,yes,19.022,18.426,4.10,1.03
reorder,base,default,2048,2048,3,1234,4,yes,19.094,20.003,3.77,0.95
reorder,base,default,2048,2048,3,1234,5,yes,19.081,17.760,4.25,1.07
reorder,base,default,2048,2048,3,1234,6,yes,19.285,19.512,3.87,0.99
reorder,base,default,2048,2048,3,1234,7,yes,18.331,17.825,4.24,1.03
reorder,base,default,2048,2048,3,1234,8,yes,19.405,16.679,4.53,1.16
reorder,base,default,2048,2048,3,1234,9,yes,18.620,18.661,4.05,1.00
reorder,base,default,2048,2048,3,1234,10,yes,17.862,17.922,4.21,1.00
reorder,base,default,2048,2048,3,1234,11,yes,19.406,18.416,4.10,1.05
reorder,base,default,2048,2048,3,1234,12,yes,17.794,19.236,3.92,0.93
reorder,base,default,2048,2048,3,1234,13,yes,19.391,19.082,3.96,1.02
reorder,base,default,2048,2048,3,1234,14,yes,17.792,18.646,4.05,0.95
reorder,base,default,2048,2048,3,1234,15,yes,19.548,19.403,3.89,1.01
reorder,base,default,2048,2048,3,1234,16,yes,19.590,18.951,3.98,1.03
reorder,base,default,2048,2048,3,1234,17,yes,19.389,18.021,4.19,1.08
reorder,base,default,2048,2048,3,1234,18,yes,17.454,17.598,4.29,0.99
reorder,base,default,2048,2048,3,1234,19,yes,17.686,18.845,4.01,0.94
reorder,base,default,2048,2048,3,1234,20,yes,17.740,18.059,4.18,0.98
reorder,base,default,4096,4096,3,1234,1,yes,77.741,85.896,3.52,0.91
reorder,base,default,4096,4096,3,1234,2,yes,75.752,85.878,3.52,0.88
reorder,base,default,4096,4096,3,1234,3,yes,77.920,84.156,3.59,0.93
reorder,base,default,4096,4096,3,1234,4,yes,76.229,84.268,3.58,0.90
reorder,base,default,4096,4096,3,1234,5,yes,71.905,85.751,3.52,0.84
reorder,base,default,4096,4096,3,1234,6,yes,73.049,89.580,3.37,0.82
reorder,base,default,4096,4096,3,1234,7,yes,77.969,84.953,3.55,0.92
reorder,base,default,4096,4096,3,1234,8,yes,71.783,82.682,3.65,0.87
reorder,base,default,4096,4096,3,1234,9,yes,77.369,83.309,3.62,0.93
reorder,base,default,4096,4096,3,1234,10,yes,71.419,83.434,3.62,0.86
reorder,base,default,4096,4096,3,1234,11,yes,77.441,86.637,3.49,0.89
reorder,base,default,4096,4096,3,1234,12,yes,76.882,88.505,3.41,0.87
reorder,base,default,4096,4096,3,1234,13,yes,75.219,83.299,3.63,0.90
reorder,base,default,4096,4096,3,1234,14,yes,73.154,84.984,3.55,0.86
reorder,base,default,4096,4096,3,1234,15,yes,71.090,87.631,3.45,0.81
reorder,base,default,4096,4096,3,1234,16,yes,71.514,87.030,3.47,0.82
reorder,base,default,4096,4096,3,1234,17,yes,76.073,88.316,3.42,0.86
reorder,base,default,4096,4096,3,1234,18,yes,72.948,85.208,3.54,0.86
reorder,base,default,4096,4096,3,1234,19,yes,71.199,83.163,3.63,0.86
reorder,base,default,4096,4096,3,1234,20,yes,75.985,82.058,3.68,0.93
reorder,base,default,8192,8192,3,1234,1,yes,294.901,341.333,3.54,0.86
reorder,base,default,8192,8192,3,1234,2,yes,287.239,377.710,3.20,0.76
reorder,base,default,8192,8192,3,1234,3,yes,286.066,336.445,3.59,0.85
reorder,base,default,8192,8192,3,1234,4,yes,290.168,344.026,3.51,0.84
reorder,base,default,8192,8192,3,1234,5,yes,310.147,339.814,3.55,0.91
reorder,base,default,8192,8192,3,1234,6,yes,284.716,336.214,3.59,0.85
reorder,base,default,8192,8192,3,1234,7,yes,294.970,335.045,3.61,0.88
reorder,base,default,8192,8192,3,1234,8,yes,298.051,334.356,3.61,0.89
reorder,base,default,8192,8192,3,1234,9,yes,287.329,344.695,3.50,0.83
reorder,base,default,8192,8192,3,1234,10,yes,309.105,329.128,3.67,0.94
reorder,base,default,8192,8192,3,1234,11,yes,306.634,329.736,3.66,0.93
reorder,base,default,8192,8192,3,1234,12,yes,295.921,339.437,3.56,0.87
reorder,base,default,8192,8192,3,1234,13,yes,301.742,328.745,3.67,0.92
reorder,base,default,8192,8192,3,1234,14,yes,311.387,329.031,3.67,0.95
reorder,base,default,8192,8192,3,1234,15,yes,312.371,328.974,3.67,0.95
reorder,base,default,8192,8192,3,1234,16,yes,305.223,333.586,3.62,0.91
reorder,base,default,8192,8192,3,1234,17,yes,305.107,333.193,3.63,0.92
reorder,base,default,8192,8192,3,1234,18,yes,285.915,329.151,3.67,0.87
reorder,base,default,8192,8192,3,1234,19,yes,305.820,341.308,3.54,0.90
reorder,base,default,8192,8192,3,1234,20,yes,306.242,335.517,3.60,0.91
reorder,base,default,16384,16384,3,1234,1,yes,1232.147,1338.241,3.61,0.92
reorder,base,default,16384,16384,3,1234,2,yes,1247.662,1335.378,3.62,0.93
reorder,base,default,16384,16384,3,1234,3,yes,1194.256,1337.069,3.61,0.89
reorder,base,default,16384,16384,3,1234,4,yes,1206.397,1324.206,3.65,0.91
reorder,base,default,16384,16384,3,1234,5,yes,1194.485,1430.745,3.38,0.83
reorder,base,default,16384,16384,3,1234,6,yes,1155.442,1356.827,3.56,0.85
reorder,base,default,16384,16384,3,1234,7,yes,1181.431,1334.978,3.62,0.88
reorder,base,default,16384,16384,3,1234,8,yes,1228.147,1327.820,3.64,0.92
reorder,base,default,16384,16384,3,1234,9,yes,1139.620,1320.047,3.66,0.86
reorder,base,default,16384,16384,3,1234,10,yes,1142.983,1323.575,3.65,0.86
reorder,base,default,16384,16384,3,1234,11,yes,1213.159,1336.646,3.61,0.91
reorder,base,default,16384,16384,3,1234,12,yes,1207.001,1362.663,3.55,0.89
reorder,base,default,16384,16384,3,1234,13,yes,1204.751,1331.560,3.63,0.90
reorder,base,default,16384,16384,3,1234,14,yes,1217.192,1334.882,3.62,0.91
reorder,base,default,16384,16384,3,1234,15,yes,1151.857,1341.848,3.60,0.86
reorder,base,default,16384,16384,3,1234,16,yes,1154.701,1350.378,3.58,0.86
reorder,base,default,16384,16384,3,1234,17,yes,1215.101,1325.290,3.65,0.92
reorder,base,default,16384,16384,3,1234,18,yes,1141.597,1383.054,3.49,0.83
reorder,base,default,16384,16384,3,1234,19,yes,1222.292,1334.650,3.62,0.92
reorder,base,default,16384,16384,3,1234,20,yes,1180.956,1341.565,3.60,0.88
unroll,v4,conv_unroll_v4,64,64,3,1234,1,yes,0.019,0.009,8.10,2.14
unroll,v4,conv_unroll_v4,64,64,3,1234,2,yes,0.021,0.010,7.66,2.18
unroll,v4,conv_unroll_v4,64,64,3,1234,3,yes,0.022,0.012,6.35,1.93
unroll,v4,conv_unroll_v4,64,64,3,1234,4,yes,0.042,0.020,3.73,2.15
unroll,v4,conv_unroll_v4,64,64,3,1234,5,yes,0.045,0.020,3.69,2.25
unroll,v4,conv_unroll_v4,64,64,3,1234,6,yes,0.038,0.020,3.74,1.93
unroll,v4,conv_unroll_v4,64,64,3,1234,7,yes,0.038,0.020,3.74,1.92
unroll,v4,conv_unroll_v4,64,64,3,1234,8,yes,0.046,0.020,3.71,2.30
unroll,v4,conv_unroll_v4,64,64,3,1234,9,yes,0.038,0.020,3.73,1.91
unroll,v4,conv_unroll_v4,64,64,3,1234,10,yes,0.046,0.020,3.72,2.31
unroll,v4,conv_unroll_v4,64,64,3,1234,11,yes,0.038,0.020,3.75,1.92
unroll,v4,conv_unroll_v4,64,64,3,1234,12,yes,0.046,0.020,3.75,2.33
unroll,v4,conv_unroll_v4,64,64,3,1234,13,yes,0.045,0.020,3.74,2.29
unroll,v4,conv_unroll_v4,64,64,3,1234,14,yes,0.046,0.020,3.72,2.31
unroll,v4,conv_unroll_v4,64,64,3,1234,15,yes,0.046,0.020,3.74,2.32
unroll,v4,conv_unroll_v4,64,64,3,1234,16,yes,0.038,0.020,3.72,1.92
unroll,v4,conv_unroll_v4,64,64,3,1234,17,yes,0.040,0.019,3.94,2.15
unroll,v4,conv_unroll_v4,64,64,3,1234,18,yes,0.043,0.018,4.08,2.38
unroll,v4,conv_unroll_v4,64,64,3,1234,19,yes,0.036,0.019,3.94,1.92
unroll,v4,conv_unroll_v4,64,64,3,1234,20,yes,0.036,0.019,3.93,1.92
unroll,v4,conv_unroll_v4,128,128,3,1234,1,yes,0.149,0.075,3.92,1.98
unroll,v4,conv_unroll_v4,128,128,3,1234,2,yes,0.178,0.071,4.15,2.51
unroll,v4,conv_unroll_v4,128,128,3,1234,3,yes,0.170,0.065,4.57,2.64
unroll,v4,conv_unroll_v4,128,128,3,1234,4,yes,0.147,0.059,5.02,2.50
unroll,v4,conv_unroll_v4,128,128,3,1234,5,yes,0.133,0.056,5.24,2.36
unroll,v4,conv_unroll_v4,128,128,3,1234,6,yes,0.097,0.047,6.34,2.08
unroll,v4,conv_unroll_v4,128,128,3,1234,7,yes,0.109,0.045,6.54,2.42
unroll,v4,conv_unroll_v4,128,128,3,1234,8,yes,0.114,0.046,6.35,2.44
unroll,v4,conv_unroll_v4,128,128,3,1234,9,yes,0.090,0.045,6.59,2.01
unroll,v4,conv_unroll_v4,128,128,3,1234,10,yes,0.083,0.041,7.20,2.02
unroll,v4,conv_unroll_v4,128,128,3,1234,11,yes,0.077,0.040,7.42,1.93
unroll,v4,conv_unroll_v4,128,128,3,1234,12,yes,0.079,0.039,7.66,2.04
unroll,v4,conv_unroll_v4,128,128,3,1234,13,yes,0.090,0.036,8.28,2.52
unroll,v4,conv_unroll_v4,128,128,3,1234,14,yes,0.077,0.035,8.31,2.16
unroll,v4,conv_unroll_v4,128,128,3,1234,15,yes,0.081,0.037,8.06,2.22
unroll,v4,conv_unroll_v4,128,128,3,1234,16,yes,0.068,0.035,8.32,1.93
unroll,v4,conv_unroll_v4,128,128,3,1234,17,yes,0.066,0.036,8.25,1.86
unroll,v4,conv_unroll_v4,128,128,3,1234,18,yes,0.081,0.035,8.33,2.28
unroll,v4,conv_unroll_v4,128,128,3,1234,19,yes,0.081,0.036,8.28,2.27
unroll,v4,conv_unroll_v4,128,128,3,1234,20,yes,0.066,0.036,8.30,1.86
unroll,v4,conv_unroll_v4,256,256,3,1234,1,yes,0.262,0.142,8.30,1.84
unroll,v4,conv_unroll_v4,256,256,3,1234,2,yes,0.321,0.142,8.31,2.26
unroll,v4,conv_unroll_v4,256,256,3,1234,3,yes,0.278,0.142,8.32,1.96
unroll,v4,conv_unroll_v4,256,256,3,1234,4,yes,0.293,0.142,8.32,2.07
unroll,v4,conv_unroll_v4,256,256,3,1234,5,yes,0.314,0.142,8.31,2.21
unroll,v4,conv_unroll_v4,256,256,3,1234,6,yes,0.321,0.142,8.31,2.26
unroll,v4,conv_unroll_v4,256,256,3,1234,7,yes,0.299,0.142,8.31,2.11
unroll,v4,conv_unroll_v4,256,256,3,1234,8,yes,0.281,0.142,8.28,1.97
unroll,v4,conv_unroll_v4,256,256,3,1234,9,yes,0.262,0.142,8.30,1.85
unroll,v4,conv_unroll_v4,256,256,3,1234,10,yes,0.321,0.142,8.31,2.26
unroll,v4,conv_unroll_v4,256,256,3,1234,11,yes,0.330,0.142,8.31,2.32
unroll,v4,conv_unroll_v4,256,256,3,1234,12,yes,0.268,0.142,8.32,1.89
unroll,v4,conv_unroll_v4,256,256,3,1234,13,yes,0.262,0.143,8.25,1.83
unroll,v4,conv_unroll_v4,256,256,3,1234,14,yes,0.296,0.142,8.30,2.09
unroll,v4,conv_unroll_v4,256,256,3,1234,15,yes,0.321,0.142,8.30,2.26
unroll,v4,conv_unroll_v4,256,256,3,1234,16,yes,0.321,0.144,8.20,2.23
unroll,v4,conv_unroll_v4,256,256,3,1234,17,yes,0.297,0.142,8.30,2.09
unroll,v4,conv_unroll_v4,256,256,3,1234,18,yes,0.269,0.142,8.30,1.89
unroll,v4,conv_unroll_v4,256,256,3,1234,19,yes,0.322,0.180,6.55,1.78
unroll,v4,conv_unroll_v4,256,256,3,1234,20,yes,0.298,0.143,8.28,2.09
unroll,v4,conv_unroll_v4,512,512,3,1234,1,yes,1.230,0.593,7.96,2.08
unroll,v4,conv_unroll_v4,512,512,3,1234,2,yes,1.282,0.595,7.94,2.16
unroll,v4,conv_unroll_v4,512,512,3,1234,3,yes,1.264,0.592,7.97,2.14
unroll,v4,conv_unroll_v4,512,512,3,1234,4,yes,1.142,0.596,7.91,1.91
unroll,v4,conv_unroll_v4,512,512,3,1234,5,yes,1.224,0.596,7.92,2.05
unroll,v4,conv_unroll_v4,512,512,3,1234,6,yes,1.256,0.595,7.93,2.11
unroll,v4,conv_unroll_v4,512,512,3,1234,7,yes,1.210,0.594,7.95,2.04
unroll,v4,conv_unroll_v4,512,512,3,1234,8,yes,1.178,0.595,7.93,1.98
unroll,v4,conv_unroll_v4,512,512,3,1234,9,yes,1.163,0.593,7.96,1.96
unroll,v4,conv_unroll_v4,512,512,3,1234,10,yes,1.207,0.596,7.91,2.02
unroll,v4,conv_unroll_v4,512,512,3,1234,11,yes,1.236,0.594,7.94,2.08
unroll,v4,conv_unroll_v4,512,512,3,1234,12,yes,1.183,0.600,7.87,1.97
unroll,v4,conv_unroll_v4,512,512,3,1234,13,yes,1.283,0.593,7.96,2.16
unroll,v4,conv_unroll_v4,512,512,3,1234,14,yes,1.193,0.593,7.95,2.01
unroll,v4,conv_unroll_v4,512,512,3,1234,15,yes,1.250,0.595,7.94,2.10
unroll,v4,conv_unroll_v4,512,512,3,1234,16,yes,1.277,0.597,7.90,2.14
unroll,v4,conv_unroll_v4,512,512,3,1234,17,yes,1.280,0.592,7.96,2.16
unroll,v4,conv_unroll_v4,512,512,3,1234,18,yes,1.192,0.596,7.92,2.00
unroll,v4,conv_unroll_v4,512,512,3,1234,19,yes,1.159,0.591,7.99,1.96
unroll,v4,conv_unroll_v4,512,512,3,1234,20,yes,1.286,0.596,7.92,2.16
unroll,v4,conv_unroll_v4,1024,1024,3,1234,1,yes,4.909,2.496,7.56,1.97
unroll,v4,conv_unroll_v4,1024,1024,3,1234,2,yes,4.885,2.495,7.56,1.96
unroll,v4,conv_unroll_v4,1024,1024,3,1234,3,yes,4.885,2.496,7.56,1.96
unroll,v4,conv_unroll_v4,1024,1024,3,1234,4,yes,4.949,2.487,7.59,1.99
unroll,v4,conv_unroll_v4,1024,1024,3,1234,5,yes,4.458,2.489,7.58,1.79
unroll,v4,conv_unroll_v4,1024,1024,3,1234,6,yes,4.850,2.497,7.56,1.94
unroll,v4,conv_unroll_v4,1024,1024,3,1234,7,yes,4.759,2.496,7.56,1.91
unroll,v4,conv_unroll_v4,1024,1024,3,1234,8,yes,4.683,2.494,7.57,1.88
unroll,v4,conv_unroll_v4,1024,1024,3,1234,9,yes,4.695,2.492,7.57,1.88
unroll,v4,conv_unroll_v4,1024,1024,3,1234,10,yes,4.858,2.495,7.56,1.95
unroll,v4,conv_unroll_v4,1024,1024,3,1234,11,yes,4.848,2.492,7.58,1.95
unroll,v4,conv_unroll_v4,1024,1024,3,1234,12,yes,4.866,2.487,7.59,1.96
unroll,v4,conv_unroll_v4,1024,1024,3,1234,13,yes,5.116,2.495,7.56,2.05
unroll,v4,conv_unroll_v4,1024,1024,3,1234,14,yes,4.905,2.490,7.58,1.97
unroll,v4,conv_unroll_v4,1024,1024,3,1234,15,yes,4.629,2.495,7.56,1.86
unroll,v4,conv_unroll_v4,1024,1024,3,1234,16,yes,4.825,2.488,7.59,1.94
unroll,v4,conv_unroll_v4,1024,1024,3,1234,17,yes,4.917,2.488,7.59,1.98
unroll,v4,conv_unroll_v4,1024,1024,3,1234,18,yes,4.805,2.492,7.58,1.93
unroll,v4,conv_unroll_v4,1024,1024,3,1234,19,yes,4.296,2.499,7.55,1.72
unroll,v4,conv_unroll_v4,1024,1024,3,1234,20,yes,4.877,2.493,7.57,1.96
unroll,v4,conv_unroll_v4,2048,2048,3,1234,1,yes,18.139,10.009,7.54,1.81
unroll,v4,conv_unroll_v4,2048,2048,3,1234,2,yes,19.499,9.996,7.55,1.95
unroll,v4,conv_unroll_v4,2048,2048,3,1234,3,yes,18.736,10.024,7.53,1.87
unroll,v4,conv_unroll_v4,2048,2048,3,1234,4,yes,19.223,9.978,7.57,1.93
unroll,v4,conv_unroll_v4,2048,2048,3,1234,5,yes,17.654,10.009,7.54,1.76
unroll,v4,conv_unroll_v4,2048,2048,3,1234,6,yes,17.823,9.981,7.56,1.79
unroll,v4,conv_unroll_v4,2048,2048,3,1234,7,yes,19.347,10.090,7.48,1.92
unroll,v4,conv_unroll_v4,2048,2048,3,1234,8,yes,19.378,10.047,7.51,1.93
unroll,v4,conv_unroll_v4,2048,2048,3,1234,9,yes,19.324,10.126,7.46,1.91
unroll,v4,conv_unroll_v4,2048,2048,3,1234,10,yes,19.166,10.030,7.53,1.91
unroll,v4,conv_unroll_v4,2048,2048,3,1234,11,yes,18.045,10.024,7.53,1.80
unroll,v4,conv_unroll_v4,2048,2048,3,1234,12,yes,17.977,9.980,7.56,1.80
unroll,v4,conv_unroll_v4,2048,2048,3,1234,13,yes,19.277,10.098,7.48,1.91
unroll,v4,conv_unroll_v4,2048,2048,3,1234,14,yes,19.146,9.989,7.56,1.92
unroll,v4,conv_unroll_v4,2048,2048,3,1234,15,yes,17.620,9.974,7.57,1.77
unroll,v4,conv_unroll_v4,2048,2048,3,1234,16,yes,19.608,9.982,7.56,1.96
unroll,v4,conv_unroll_v4,2048,2048,3,1234,17,yes,19.369,9.979,7.57,1.94
unroll,v4,conv_unroll_v4,2048,2048,3,1234,18,yes,19.825,9.984,7.56,1.99
unroll,v4,conv_unroll_v4,2048,2048,3,1234,19,yes,19.540,9.998,7.55,1.95
unroll,v4,conv_unroll_v4,2048,2048,3,1234,20,yes,18.721,9.984,7.56,1.87
unroll,v4,conv_unroll_v4,4096,4096,3,1234,1,yes,77.347,38.752,7.79,2.00
unroll,v4,conv_unroll_v4,4096,4096,3,1234,2,yes,75.845,38.729,7.80,1.96
unroll,v4,conv_unroll_v4,4096,4096,3,1234,3,yes,76.264,38.734,7.80,1.97
unroll,v4,conv_unroll_v4,4096,4096,3,1234,4,yes,75.107,38.598,7.82,1.95
unroll,v4,conv_unroll_v4,4096,4096,3,1234,5,yes,76.784,38.716,7.80,1.98
unroll,v4,conv_unroll_v4,4096,4096,3,1234,6,yes,78.320,38.717,7.80,2.02
unroll,v4,conv_unroll_v4,4096,4096,3,1234,7,yes,78.571,38.724,7.80,2.03
unroll,v4,conv_unroll_v4,4096,4096,3,1234,8,yes,75.586,39.033,7.74,1.94
unroll,v4,conv_unroll_v4,4096,4096,3,1234,9,yes,77.039,38.950,7.75,1.98
unroll,v4,conv_unroll_v4,4096,4096,3,1234,10,yes,75.143,39.016,7.74,1.93
unroll,v4,conv_unroll_v4,4096,4096,3,1234,11,yes,76.803,39.036,7.74,1.97
unroll,v4,conv_unroll_v4,4096,4096,3,1234,12,yes,74.306,38.798,7.78,1.92
unroll,v4,conv_unroll_v4,4096,4096,3,1234,13,yes,75.583,38.866,7.77,1.94
unroll,v4,conv_unroll_v4,4096,4096,3,1234,14,yes,76.768,38.681,7.81,1.98
unroll,v4,conv_unroll_v4,4096,4096,3,1234,15,yes,74.460,38.492,7.85,1.93
unroll,v4,conv_unroll_v4,4096,4096,3,1234,16,yes,75.404,38.781,7.79,1.94
unroll,v4,conv_unroll_v4,4096,4096,3,1234,17,yes,73.346,38.769,7.79,1.89
unroll,v4,conv_unroll_v4,4096,4096,3,1234,18,yes,75.872,38.760,7.79,1.96
unroll,v4,conv_unroll_v4,4096,4096,3,1234,19,yes,76.497,38.794,7.78,1.97
unroll,v4,conv_unroll_v4,4096,4096,3,1234,20,yes,76.777,38.603,7.82,1.99
unroll,v4,conv_unroll_v4,8192,8192,3,1234,1,yes,288.559,142.294,8.49,2.03
unroll,v4,conv_unroll_v4,8192,8192,3,1234,2,yes,295.627,142.131,8.50,2.08
unroll,v4,conv_unroll_v4,8192,8192,3,1234,3,yes,302.797,142.269,8.49,2.13
unroll,v4,conv_unroll_v4,8192,8192,3,1234,4,yes,296.129,141.728,8.52,2.09
unroll,v4,conv_unroll_v4,8192,8192,3,1234,5,yes,292.435,141.961,8.51,2.06
unroll,v4,conv_unroll_v4,8192,8192,3,1234,6,yes,309.807,141.847,8.52,2.18
unroll,v4,conv_unroll_v4,8192,8192,3,1234,7,yes,307.436,141.394,8.54,2.17
unroll,v4,conv_unroll_v4,8192,8192,3,1234,8,yes,310.718,141.571,8.53,2.19
unroll,v4,conv_unroll_v4,8192,8192,3,1234,9,yes,305.656,142.694,8.47,2.14
unroll,v4,conv_unroll_v4,8192,8192,3,1234,10,yes,301.831,143.332,8.43,2.11
unroll,v4,conv_unroll_v4,8192,8192,3,1234,11,yes,286.957,143.171,8.44,2.00
unroll,v4,conv_unroll_v4,8192,8192,3,1234,12,yes,302.073,142.592,8.47,2.12
unroll,v4,conv_unroll_v4,8192,8192,3,1234,13,yes,297.390,142.496,8.48,2.09
unroll,v4,conv_unroll_v4,8192,8192,3,1234,14,yes,302.346,142.182,8.50,2.13
unroll,v4,conv_unroll_v4,8192,8192,3,1234,15,yes,305.236,141.914,8.51,2.15
unroll,v4,conv_unroll_v4,8192,8192,3,1234,16,yes,287.615,141.551,8.53,2.03
unroll,v4,conv_unroll_v4,8192,8192,3,1234,17,yes,287.943,141.886,8.51,2.03
unroll,v4,conv_unroll_v4,8192,8192,3,1234,18,yes,301.157,142.272,8.49,2.12
unroll,v4,conv_unroll_v4,8192,8192,3,1234,19,yes,309.087,143.370,8.43,2.16
unroll,v4,conv_unroll_v4,8192,8192,3,1234,20,yes,296.619,141.745,8.52,2.09
unroll,v4,conv_unroll_v4,16384,16384,3,1234,1,yes,1207.844,572.683,8.44,2.11
unroll,v4,conv_unroll_v4,16384,16384,3,1234,2,yes,1171.618,573.395,8.43,2.04
unroll,v4,conv_unroll_v4,16384,16384,3,1234,3,yes,1168.933,573.442,8.43,2.04
unroll,v4,conv_unroll_v4,16384,16384,3,1234,4,yes,1191.208,572.822,8.44,2.08
unroll,v4,conv_unroll_v4,16384,16384,3,1234,5,yes,1204.886,573.276,8.43,2.10
unroll,v4,conv_unroll_v4,16384,16384,3,1234,6,yes,1199.927,573.400,8.43,2.09
unroll,v4,conv_unroll_v4,16384,16384,3,1234,7,yes,1231.431,573.477,8.43,2.15
unroll,v4,conv_unroll_v4,16384,16384,3,1234,8,yes,1227.464,574.460,8.41,2.14
unroll,v4,conv_unroll_v4,16384,16384,3,1234,9,yes,1144.688,572.530,8.44,2.00
unroll,v4,conv_unroll_v4,16384,16384,3,1234,10,yes,1223.870,571.397,8.46,2.14
unroll,v4,conv_unroll_v4,16384,16384,3,1234,11,yes,1141.926,574.175,8.42,1.99
unroll,v4,conv_unroll_v4,16384,16384,3,1234,12,yes,1234.932,570.895,8.46,2.16
unroll,v4,conv_unroll_v4,16384,16384,3,1234,13,yes,1189.297,572.230,8.44,2.08
