stage,label,version,H,W,K,seed,rep,correct,naive_ms,stage_ms,gflops,speedup
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,9,yes,0.038,0.004,18.35,9.49
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,10,yes,0.042,0.004,18.24,10.51
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,11,yes,0.046,0.004,18.26,11.32
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,12,yes,0.038,0.004,18.38,9.48
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,13,yes,0.046,0.004,18.36,11.40
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,14,yes,0.041,0.004,17.10,9.40
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,15,yes,0.042,0.004,18.49,10.62
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,16,yes,0.040,0.004,17.36,9.53
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,17,yes,0.038,0.004,18.41,9.53
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,18,yes,0.045,0.004,18.47,11.37
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,19,yes,0.040,0.004,17.29,9.41
simd,simd128_v4,conv_simd128_v4,64,64,3,1234,20,yes,0.038,0.004,18.38,9.51
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,1,yes,0.176,0.015,19.39,11.59
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,2,yes,0.180,0.015,19.53,11.91
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,3,yes,0.172,0.015,19.51,11.35
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,4,yes,0.167,0.014,20.68,11.68
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,5,yes,0.181,0.014,21.80,13.35
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,6,yes,0.161,0.013,23.02,12.58
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,7,yes,0.121,0.012,25.23,10.32
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,8,yes,0.146,0.011,26.43,13.10
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,9,yes,0.133,0.010,28.72,12.90
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,10,yes,0.097,0.010,29.84,9.83
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,11,yes,0.112,0.010,30.98,11.81
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,12,yes,0.119,0.009,32.15,12.95
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,13,yes,0.093,0.009,33.35,10.49
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,14,yes,0.067,0.007,43.57,9.88
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,15,yes,0.066,0.007,43.62,9.82
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,16,yes,0.066,0.007,43.71,9.86
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,17,yes,0.080,0.007,43.68,11.91
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,18,yes,0.066,0.007,41.58,9.36
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,19,yes,0.081,0.007,43.57,11.93
simd,simd128_v4,conv_simd128_v4,128,128,3,1234,20,yes,0.066,0.007,43.66,9.80
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,1,yes,0.296,0.026,45.21,11.35
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,2,yes,0.263,0.026,45.16,10.05
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,3,yes,0.321,0.026,45.13,12.29
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,4,yes,0.319,0.026,45.14,12.22
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,5,yes,0.267,0.026,45.20,10.24
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,6,yes,0.322,0.026,45.18,12.32
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,7,yes,0.262,0.026,45.18,10.05
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,8,yes,0.263,0.026,45.19,10.07
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,9,yes,0.295,0.028,41.59,10.41
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,10,yes,0.324,0.027,43.98,12.07
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,11,yes,0.263,0.026,45.19,10.08
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,12,yes,0.263,0.026,45.17,10.09
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,13,yes,0.263,0.026,45.19,10.06
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,14,yes,0.269,0.026,45.05,10.27
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,15,yes,0.297,0.026,44.66,11.24
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,16,yes,0.321,0.026,45.18,12.31
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,17,yes,0.315,0.026,45.21,12.08
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,18,yes,0.285,0.027,44.49,10.76
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,19,yes,0.317,0.026,45.09,12.13
simd,simd128_v4,conv_simd128_v4,256,256,3,1234,20,yes,0.321,0.026,45.09,12.27
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,1,yes,1.285,0.104,45.40,12.36
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,2,yes,1.281,0.104,45.46,12.34
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,3,yes,1.140,0.104,45.53,11.00
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,4,yes,1.069,0.104,45.50,10.31
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,5,yes,1.165,0.104,45.51,11.24
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,6,yes,1.263,0.104,45.50,12.18
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,7,yes,1.141,0.108,43.55,10.53
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,8,yes,1.180,0.104,45.45,11.37
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,9,yes,1.148,0.104,45.45,11.06
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,10,yes,1.284,0.104,45.53,12.39
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,11,yes,1.226,0.104,45.49,11.82
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,12,yes,1.277,0.104,45.55,12.33
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,13,yes,1.053,0.104,45.41,10.14
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,14,yes,1.265,0.104,45.48,12.20
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,15,yes,1.125,0.104,45.49,10.85
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,16,yes,1.097,0.104,45.50,10.58
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,17,yes,1.097,0.104,45.53,10.58
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,18,yes,1.067,0.104,45.39,10.26
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,19,yes,1.282,0.104,45.49,12.36
simd,simd128_v4,conv_simd128_v4,512,512,3,1234,20,yes,1.234,0.104,45.46,11.89
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,1,yes,4.534,0.417,45.29,10.88
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,2,yes,4.694,0.423,44.65,11.10
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,3,yes,5.876,0.419,45.09,14.04
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,4,yes,4.665,0.417,45.28,11.19
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,5,yes,4.835,0.417,45.28,11.60
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,6,yes,4.417,0.417,45.30,10.60
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,7,yes,4.889,0.416,45.34,11.75
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,8,yes,4.633,0.418,45.11,11.07
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,9,yes,4.571,0.419,45.00,10.90
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,10,yes,4.903,0.416,45.34,11.78
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,11,yes,4.718,0.418,45.19,11.30
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,12,yes,4.906,0.416,45.33,11.78
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,13,yes,4.876,0.416,45.34,11.71
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,14,yes,4.701,0.417,45.21,11.26
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,15,yes,4.886,0.418,45.20,11.70
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,16,yes,4.987,0.417,45.24,11.95
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,17,yes,4.697,0.416,45.33,11.28
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,18,yes,4.898,0.416,45.32,11.76
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,19,yes,4.755,0.417,45.31,11.41
simd,simd128_v4,conv_simd128_v4,1024,1024,3,1234,20,yes,4.376,0.419,45.08,10.45
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,1,yes,19.023,1.952,38.68,9.75
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,2,yes,19.806,2.021,37.36,9.80
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,3,yes,18.338,2.035,37.11,9.01
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,4,yes,19.324,1.941,38.90,9.96
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,5,yes,17.924,2.081,36.27,8.61
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,6,yes,18.351,2.081,36.29,8.82
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,7,yes,18.316,1.924,39.23,9.52
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,8,yes,18.023,2.176,34.70,8.28
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,9,yes,17.906,1.972,38.28,9.08
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,10,yes,18.911,2.003,37.68,9.44
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,11,yes,17.782,1.985,38.03,8.96
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,12,yes,19.017,1.916,39.40,9.92
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,13,yes,19.463,2.025,37.28,9.61
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,14,yes,18.831,2.012,37.51,9.36
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,15,yes,18.496,1.921,39.30,9.63
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,16,yes,19.633,1.927,39.17,10.19
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,17,yes,19.396,1.930,39.12,10.05
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,18,yes,17.990,1.916,39.40,9.39
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,19,yes,17.738,1.923,39.27,9.23
simd,simd128_v4,conv_simd128_v4,2048,2048,3,1234,20,yes,19.770,1.923,39.27,10.28
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,1,yes,78.261,8.877,34.02,8.82
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,2,yes,74.847,8.866,34.06,8.44
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,3,yes,75.584,8.840,34.16,8.55
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,4,yes,72.032,8.841,34.16,8.15
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,5,yes,71.575,8.992,33.58,7.96
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,6,yes,71.813,8.843,34.15,8.12
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,7,yes,76.746,8.954,33.73,8.57
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,8,yes,73.938,9.752,30.97,7.58
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,9,yes,71.023,8.950,33.74,7.94
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,10,yes,76.450,8.904,33.92,8.59
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,11,yes,77.651,8.877,34.02,8.75
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,12,yes,75.872,8.825,34.22,8.60
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,13,yes,72.364,8.870,34.04,8.16
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,14,yes,76.433,8.959,33.71,8.53
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,15,yes,77.056,8.839,34.16,8.72
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,16,yes,74.328,9.162,32.96,8.11
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,17,yes,77.985,9.006,33.53,8.66
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,18,yes,72.760,8.957,33.72,8.12
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,19,yes,72.026,8.908,33.90,8.09
simd,simd128_v4,conv_simd128_v4,4096,4096,3,1234,20,yes,77.128,8.857,34.10,8.71
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,1,yes,301.013,36.023,33.53,8.36
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,2,yes,285.271,38.943,31.02,7.33
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,3,yes,310.868,37.123,32.54,8.37
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,4,yes,288.607,36.429,33.16,7.92
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,5,yes,302.152,36.487,33.11,8.28
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,6,yes,290.768,36.557,33.04,7.95
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,7,yes,302.047,36.500,33.09,8.28
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,8,yes,309.082,35.942,33.61,8.60
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,9,yes,294.862,36.167,33.40,8.15
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,10,yes,285.889,37.993,31.79,7.52
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,11,yes,298.598,36.509,33.09,8.18
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,12,yes,286.775,36.040,33.52,7.96
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,13,yes,311.592,35.971,33.58,8.66
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,14,yes,285.871,35.947,33.60,7.95
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,15,yes,311.615,36.354,33.23,8.57
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,16,yes,300.231,36.036,33.52,8.33
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,17,yes,286.974,37.828,31.93,7.59
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,18,yes,306.697,36.012,33.54,8.52
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,19,yes,308.414,36.451,33.14,8.46
simd,simd128_v4,conv_simd128_v4,8192,8192,3,1234,20,yes,285.902,36.549,33.05,7.82
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,1,yes,1178.385,159.240,30.34,7.40
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,2,yes,1148.194,153.000,31.58,7.50
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,3,yes,1236.154,153.865,31.40,8.03
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,4,yes,1143.450,153.329,31.51,7.46
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,5,yes,1139.966,153.657,31.45,7.42
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,6,yes,1210.365,168.334,28.70,7.19
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,7,yes,1225.586,152.799,31.62,8.02
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,8,yes,1155.398,153.622,31.45,7.52
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,9,yes,1212.776,153.614,31.45,7.89
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,10,yes,1228.417,153.208,31.54,8.02
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,11,yes,1225.403,153.456,31.49,7.99
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,12,yes,1230.925,157.682,30.64,7.81
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,13,yes,1235.666,159.161,30.36,7.76
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,14,yes,1230.344,151.909,31.81,8.10
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,15,yes,1144.707,152.203,31.75,7.52
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,16,yes,1236.018,152.664,31.65,8.10
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,17,yes,1155.888,152.953,31.59,7.56
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,18,yes,1222.305,151.598,31.87,8.06
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,19,yes,1216.325,153.099,31.56,7.94
simd,simd128_v4,conv_simd128_v4,16384,16384,3,1234,20,yes,1148.486,156.373,30.90,7.34
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,1,yes,0.031,0.006,12.29,5.16
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,2,yes,0.073,0.014,5.40,5.31
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,3,yes,0.058,0.009,8.52,6.67
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,4,yes,0.065,0.014,5.33,4.70
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,5,yes,0.064,0.017,4.38,3.82
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,6,yes,0.060,0.013,5.80,4.70
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,7,yes,0.046,0.006,11.93,7.40
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,8,yes,0.064,0.011,6.54,5.70
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,9,yes,0.024,0.006,12.98,4.22
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,10,yes,0.041,0.009,8.60,4.76
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,11,yes,0.043,0.009,8.63,5.03
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,12,yes,0.052,0.007,10.60,7.45
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,13,yes,0.056,0.011,6.64,5.01
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,14,yes,0.052,0.007,10.35,7.26
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,15,yes,0.071,0.013,5.72,5.47
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,16,yes,0.059,0.010,7.29,5.81
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,17,yes,0.058,0.011,6.84,5.43
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,18,yes,0.046,0.011,6.64,4.13
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,19,yes,0.040,0.010,7.30,4.00
simd,simd256_v1,conv_simd256_v1,64,64,3,1234,20,yes,0.047,0.011,6.62,4.21
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,1,yes,0.258,0.028,10.49,9.17
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,2,yes,0.188,0.021,13.74,8.73
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,3,yes,0.140,0.019,15.32,7.25
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,4,yes,0.164,0.026,11.33,6.31
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,5,yes,0.133,0.024,12.17,5.48
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,6,yes,0.116,0.013,22.61,8.89
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,7,yes,0.066,0.014,21.77,4.90
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,8,yes,0.081,0.013,21.85,5.97
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,9,yes,0.066,0.015,19.88,4.48
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,10,yes,0.081,0.013,22.26,6.10
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,11,yes,0.066,0.014,21.78,4.91
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,12,yes,0.079,0.014,21.80,5.84
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,13,yes,0.080,0.013,22.28,6.01
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,14,yes,0.079,0.014,21.81,5.83
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,15,yes,0.066,0.010,30.80,6.91
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,16,yes,0.066,0.013,21.89,4.94
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,17,yes,0.067,0.011,27.94,6.32
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,18,yes,0.081,0.014,21.81,5.96
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,19,yes,0.075,0.014,21.76,5.51
simd,simd256_v1,conv_simd256_v1,128,128,3,1234,20,yes,0.074,0.009,31.18,7.88
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,1,yes,0.321,0.034,34.38,9.36
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,2,yes,0.262,0.034,34.37,7.64
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,3,yes,0.320,0.040,29.57,8.02
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,4,yes,0.284,0.043,27.24,6.55
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,5,yes,0.319,0.034,34.38,9.30
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,6,yes,0.300,0.043,27.23,6.92
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,7,yes,0.290,0.034,34.44,8.48
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,8,yes,0.296,0.034,34.45,8.65
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,9,yes,0.263,0.034,34.37,7.65
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,10,yes,0.262,0.034,35.18,7.82
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,11,yes,0.321,0.043,27.19,7.40
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,12,yes,0.263,0.043,27.23,6.07
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,13,yes,0.262,0.034,35.11,7.80
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,14,yes,0.321,0.034,35.15,9.56
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,15,yes,0.270,0.044,26.79,6.14
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,16,yes,0.296,0.034,34.39,8.64
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,17,yes,0.287,0.034,34.38,8.37
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,18,yes,0.278,0.034,34.39,8.11
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,19,yes,0.264,0.034,34.35,7.68
simd,simd256_v1,conv_simd256_v1,256,256,3,1234,20,yes,0.320,0.043,27.61,7.50
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,1,yes,1.071,0.130,36.34,8.25
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,2,yes,1.283,0.129,36.54,9.94
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,3,yes,1.216,0.129,36.52,9.41
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,4,yes,1.259,0.169,27.95,7.45
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,5,yes,1.147,0.169,27.88,6.78
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,6,yes,1.253,0.129,36.53,9.70
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,7,yes,1.287,0.169,27.97,7.63
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,8,yes,1.262,0.129,36.54,9.78
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,9,yes,1.296,0.129,36.54,10.04
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,10,yes,1.279,0.129,36.53,9.90
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,11,yes,1.113,0.169,27.94,6.59
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,12,yes,1.232,0.169,27.94,7.30
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,13,yes,1.054,0.143,32.96,7.36
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,14,yes,1.283,0.169,27.91,7.59
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,15,yes,1.278,0.169,27.96,7.58
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,16,yes,1.051,0.129,36.54,8.14
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,17,yes,1.178,0.169,27.98,6.98
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,18,yes,1.148,0.129,36.54,8.89
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,19,yes,1.130,0.129,36.56,8.76
simd,simd256_v1,conv_simd256_v1,512,512,3,1234,20,yes,1.282,0.129,36.53,9.92
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,1,yes,4.846,0.666,28.35,7.28
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,2,yes,4.940,0.507,37.25,9.75
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,3,yes,4.423,0.558,33.82,7.93
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,4,yes,5.100,0.624,30.25,8.17
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,5,yes,4.657,0.502,37.58,9.27
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,6,yes,4.652,0.507,37.22,9.17
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,7,yes,4.890,0.520,36.33,9.41
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,8,yes,4.821,0.658,28.68,7.32
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,9,yes,4.892,0.507,37.26,9.66
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,10,yes,4.793,0.666,28.32,7.19
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,11,yes,5.124,0.628,30.07,8.16
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,12,yes,4.511,0.608,31.03,7.42
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,13,yes,5.043,0.667,28.28,7.55
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,14,yes,4.883,0.507,37.24,9.63
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,15,yes,4.719,0.572,33.02,8.26
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,16,yes,4.928,0.534,35.37,9.23
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,17,yes,4.783,0.538,35.08,8.89
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,18,yes,4.992,0.666,28.32,7.49
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,19,yes,4.890,0.541,34.91,9.04
simd,simd256_v1,conv_simd256_v1,1024,1024,3,1234,20,yes,5.110,0.641,29.46,7.98
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,1,yes,18.056,2.704,27.92,6.68
