variant,a_degree,b_degree,M,N,K,seed,sample,time_ms,gflops,baseline_ms,speedup,correct
v1,1,16,256,256,256,1234,1,12.434610,2.6985,12.685825,1.020203,yes
v1,1,16,256,256,256,1234,2,12.491748,2.6861,12.685825,1.015536,yes
v1,1,16,256,256,256,1234,3,12.425046,2.7005,12.685825,1.020988,yes
v1,1,16,256,256,256,1234,4,12.406467,2.7046,12.685825,1.022517,yes
v1,1,16,256,256,256,1234,5,12.375246,2.7114,12.685825,1.025097,yes
v1,1,16,512,512,512,1234,1,120.605950,2.2257,121.347161,1.006146,yes
v1,1,16,512,512,512,1234,2,121.920969,2.2017,121.347161,0.995294,yes
v1,1,16,512,512,512,1234,3,120.639000,2.2251,121.347161,1.005870,yes
v1,1,16,512,512,512,1234,4,120.778096,2.2226,121.347161,1.004712,yes
v1,1,16,512,512,512,1234,5,120.624209,2.2254,121.347161,1.005993,yes
v1,1,16,1024,1024,1024,1234,1,1056.115578,2.0334,1058.537064,1.002293,na
v1,1,16,1024,1024,1024,1234,2,1055.763512,2.0341,1058.537064,1.002627,na
v1,1,16,1024,1024,1024,1234,3,1061.537330,2.0230,1058.537064,0.997174,na
v1,1,16,1024,1024,1024,1234,4,1051.522998,2.0423,1058.537064,1.006670,na
v1,1,16,1024,1024,1024,1234,5,1049.774809,2.0457,1058.537064,1.008347,na
v1,1,16,on,256,256,256,1234,1,12.879915,2.6052,12.644623,0.981732,yes
v1,1,16,on,256,256,256,1234,2,12.455615,2.6939,12.644623,1.015175,yes
v1,1,16,on,256,256,256,1234,3,12.497575,2.6849,12.644623,1.011766,yes
v1,1,16,on,256,256,256,1234,4,12.425546,2.7004,12.644623,1.017631,yes
v1,1,16,on,256,256,256,1234,5,12.411924,2.7034,12.644623,1.018748,yes
v1,1,16,on,512,512,512,1234,1,120.732210,2.2234,119.794018,0.992229,yes
v1,1,16,on,512,512,512,1234,2,121.071715,2.2172,119.794018,0.989447,yes
v1,1,16,on,512,512,512,1234,3,120.665154,2.2246,119.794018,0.992781,yes
v1,1,16,on,512,512,512,1234,4,120.761815,2.2229,119.794018,0.991986,yes
v1,1,16,on,512,512,512,1234,5,120.675609,2.2244,119.794018,0.992695,yes
v1,1,16,on,1024,1024,1024,1234,1,1059.144194,2.0276,1045.347037,0.986973,na
v1,1,16,on,1024,1024,1024,1234,2,1056.424110,2.0328,1045.347037,0.989515,na
v1,1,16,on,1024,1024,1024,1234,3,1051.890439,2.0415,1045.347037,0.993779,na
v1,1,16,on,1024,1024,1024,1234,4,1054.014311,2.0374,1045.347037,0.991777,na
v1,1,16,on,1024,1024,1024,1234,5,1050.003640,2.0452,1045.347037,0.995565,na
v1,1,16,on,2048,2048,2048,1234,1,9193.344963,1.8687,8861.565458,0.963911,na
v1,1,16,on,2048,2048,2048,1234,2,8813.333358,1.9493,8861.565458,1.005473,na
v1,1,16,on,2048,2048,2048,1234,3,8825.858409,1.9465,8861.565458,1.004046,na
v1,1,16,on,2048,2048,2048,1234,4,8802.253717,1.9518,8861.565458,1.006738,na
v1,1,16,on,2048,2048,2048,1234,5,8814.765143,1.9490,8861.565458,1.005309,na
v1,1,48,on,256,256,256,1234,1,12.499760,2.6844,12.644623,1.011589,yes
v1,1,48,on,256,256,256,1234,2,12.399540,2.7061,12.644623,1.019765,yes
v1,1,48,on,256,256,256,1234,3,12.376323,2.7112,12.644623,1.021678,yes
v1,1,48,on,256,256,256,1234,4,12.395077,2.7071,12.644623,1.020133,yes
v1,1,48,on,256,256,256,1234,5,12.384752,2.7093,12.644623,1.020983,yes
v1,1,48,on,512,512,512,1234,1,120.671895,2.2245,119.794018,0.992725,yes
v1,1,48,on,512,512,512,1234,2,120.644605,2.2250,119.794018,0.992950,yes
v1,1,48,on,512,512,512,1234,3,120.629134,2.2253,119.794018,0.993077,yes
v1,1,48,on,512,512,512,1234,4,120.494827,2.2278,119.794018,0.994184,yes
v1,1,48,on,512,512,512,1234,5,120.492111,2.2278,119.794018,0.994206,yes
v1,1,48,on,1024,1024,1024,1234,1,1049.920769,2.0454,1045.347037,0.995644,na
v1,1,48,on,1024,1024,1024,1234,2,1050.177695,2.0449,1045.347037,0.995400,na
v1,1,48,on,1024,1024,1024,1234,3,1050.713005,2.0438,1045.347037,0.994893,na
v1,1,48,on,1024,1024,1024,1234,4,1049.923671,2.0454,1045.347037,0.995641,na
v1,1,48,on,1024,1024,1024,1234,5,1050.596841,2.0441,1045.347037,0.995003,na
v1,1,48,on,2048,2048,2048,1234,1,8828.014030,1.9461,8861.565458,1.003801,na
v1,1,48,on,2048,2048,2048,1234,2,8810.670520,1.9499,8861.565458,1.005777,na
v1,1,48,on,2048,2048,2048,1234,3,8809.627711,1.9501,8861.565458,1.005896,na
v1,1,48,on,2048,2048,2048,1234,4,8807.541746,1.9506,8861.565458,1.006134,na
v1,1,48,on,2048,2048,2048,1234,5,8805.605038,1.9510,8861.565458,1.006355,na
v1,1,80,on,256,256,256,1234,1,12.390532,2.7081,12.644623,1.020507,yes
v1,1,80,on,256,256,256,1234,2,12.399516,2.7061,12.644623,1.019767,yes
v1,1,80,on,256,256,256,1234,3,12.377807,2.7109,12.644623,1.021556,yes
v1,1,80,on,256,256,256,1234,4,12.377467,2.7109,12.644623,1.021584,yes
v1,1,80,on,256,256,256,1234,5,12.383461,2.7096,12.644623,1.021090,yes
v1,1,80,on,512,512,512,1234,1,120.720708,2.2236,119.794018,0.992324,yes
v1,1,80,on,512,512,512,1234,2,120.720213,2.2236,119.794018,0.992328,yes
v1,1,80,on,512,512,512,1234,3,120.803468,2.2221,119.794018,0.991644,yes
v1,1,80,on,512,512,512,1234,4,120.703159,2.2239,119.794018,0.992468,yes
v1,1,80,on,512,512,512,1234,5,120.754689,2.2230,119.794018,0.992044,yes
v1,1,80,on,1024,1024,1024,1234,1,1049.751489,2.0457,1045.347037,0.995804,na
v1,1,80,on,1024,1024,1024,1234,2,1049.914465,2.0454,1045.347037,0.995650,na
v1,1,80,on,1024,1024,1024,1234,3,1050.633554,2.0440,1045.347037,0.994968,na
v1,1,80,on,1024,1024,1024,1234,4,1049.865293,2.0455,1045.347037,0.995696,na
v1,1,80,on,1024,1024,1024,1234,5,1049.704715,2.0458,1045.347037,0.995849,na
v1,1,80,on,2048,2048,2048,1234,1,8973.555743,1.9145,8861.565458,0.987520,na
v1,1,80,on,2048,2048,2048,1234,2,8838.526261,1.9437,8861.565458,1.002607,na
v1,1,80,on,2048,2048,2048,1234,3,8806.015920,1.9509,8861.565458,1.006308,na
v1,1,80,on,2048,2048,2048,1234,4,8868.181076,1.9372,8861.565458,0.999254,na
v1,1,80,on,2048,2048,2048,1234,5,8888.580153,1.9328,8861.565458,0.996961,na
v1,1,128,on,256,256,256,1234,1,12.426802,2.7002,12.644623,1.017528,yes
v1,1,128,on,256,256,256,1234,2,12.427364,2.7000,12.644623,1.017482,yes
v1,1,128,on,256,256,256,1234,3,12.437885,2.6978,12.644623,1.016622,yes
v1,1,128,on,256,256,256,1234,4,12.462263,2.6925,12.644623,1.014633,yes
v1,1,128,on,256,256,256,1234,5,12.402700,2.7054,12.644623,1.019506,yes
v1,1,128,on,512,512,512,1234,1,120.502049,2.2276,119.794018,0.994124,yes
v1,1,128,on,512,512,512,1234,2,120.868331,2.2209,119.794018,0.991112,yes
v1,1,128,on,512,512,512,1234,3,120.900269,2.2203,119.794018,0.990850,yes
v1,1,128,on,512,512,512,1234,4,120.933964,2.2197,119.794018,0.990574,yes
v1,1,128,on,512,512,512,1234,5,120.588323,2.2260,119.794018,0.993413,yes
v1,1,128,on,1024,1024,1024,1234,1,1053.386323,2.0386,1045.347037,0.992368,na
v1,1,128,on,1024,1024,1024,1234,2,1054.848060,2.0358,1045.347037,0.990993,na
v1,1,128,on,1024,1024,1024,1234,3,1056.411510,2.0328,1045.347037,0.989526,na
v1,1,128,on,1024,1024,1024,1234,4,1056.466664,2.0327,1045.347037,0.989475,na
v1,1,128,on,1024,1024,1024,1234,5,1050.866368,2.0435,1045.347037,0.994748,na
v1,1,128,on,2048,2048,2048,1234,1,8921.383214,1.9257,8861.565458,0.993295,na
v1,1,128,on,2048,2048,2048,1234,2,8911.192287,1.9279,8861.565458,0.994431,na
v1,1,128,on,2048,2048,2048,1234,3,9044.337459,1.8995,8861.565458,0.979792,na
v1,1,128,on,2048,2048,2048,1234,4,9045.294220,1.8993,8861.565458,0.979688,na
v1,1,128,on,2048,2048,2048,1234,5,8954.641536,1.9185,8861.565458,0.989606,na
v1,3,16,on,256,256,256,1234,1,12.649330,2.6527,12.644623,0.999628,yes
v1,3,16,on,256,256,256,1234,2,12.454325,2.6942,12.644623,1.015280,yes
v1,3,16,on,256,256,256,1234,3,12.413045,2.7032,12.644623,1.018656,yes
v1,3,16,on,256,256,256,1234,4,12.393161,2.7075,12.644623,1.020290,yes
v1,3,16,on,256,256,256,1234,5,12.411848,2.7034,12.644623,1.018754,yes
v1,3,16,on,512,512,512,1234,1,120.955052,2.2193,119.794018,0.990401,yes
v1,3,16,on,512,512,512,1234,2,121.059891,2.2174,119.794018,0.989543,yes
v1,3,16,on,512,512,512,1234,3,120.925174,2.2198,119.794018,0.990646,yes
v1,3,16,on,512,512,512,1234,4,120.821449,2.2218,119.794018,0.991496,yes
v1,3,16,on,512,512,512,1234,5,120.917679,2.2200,119.794018,0.990707,yes
v1,3,16,on,1024,1024,1024,1234,1,1052.405013,2.0405,1045.347037,0.993293,na
v1,3,16,on,1024,1024,1024,1234,2,1060.090616,2.0258,1045.347037,0.986092,na
v1,3,16,on,1024,1024,1024,1234,3,1054.426559,2.0366,1045.347037,0.991389,na
v1,3,16,on,1024,1024,1024,1234,4,1052.109628,2.0411,1045.347037,0.993572,na
v1,3,16,on,1024,1024,1024,1234,5,1055.650362,2.0343,1045.347037,0.990240,na
v1,3,16,on,2048,2048,2048,1234,1,9023.643639,1.9039,8861.565458,0.982038,na
v1,3,16,on,2048,2048,2048,1234,2,8930.823914,1.9237,8861.565458,0.992245,na
v1,3,16,on,2048,2048,2048,1234,3,9059.947470,1.8962,8861.565458,0.978103,na
v1,3,16,on,2048,2048,2048,1234,4,9005.797318,1.9076,8861.565458,0.983985,na
v1,3,16,on,2048,2048,2048,1234,5,8877.617252,1.9352,8861.565458,0.998192,na
v1,3,48,on,256,256,256,1234,1,12.412968,2.7032,12.644623,1.018662,yes
v1,3,48,on,256,256,256,1234,2,12.391684,2.7078,12.644623,1.020412,yes
v1,3,48,on,256,256,256,1234,3,12.405251,2.7049,12.644623,1.019296,yes
v1,3,48,on,256,256,256,1234,4,12.403350,2.7053,12.644623,1.019452,yes
v1,3,48,on,256,256,256,1234,5,12.402813,2.7054,12.644623,1.019496,yes
v1,3,48,on,512,512,512,1234,1,120.789907,2.2223,119.794018,0.991755,yes
v1,3,48,on,512,512,512,1234,2,121.194504,2.2149,119.794018,0.988444,yes
v1,3,48,on,512,512,512,1234,3,120.903975,2.2202,119.794018,0.990820,yes
v1,3,48,on,512,512,512,1234,4,120.842209,2.2214,119.794018,0.991326,yes
v1,3,48,on,512,512,512,1234,5,120.827972,2.2216,119.794018,0.991443,yes
v1,3,48,on,1024,1024,1024,1234,1,1056.313381,2.0330,1045.347037,0.989618,na
v1,3,48,on,1024,1024,1024,1234,2,1056.132078,2.0333,1045.347037,0.989788,na
v1,3,48,on,1024,1024,1024,1234,3,1053.953591,2.0376,1045.347037,0.991834,na
v1,3,48,on,1024,1024,1024,1234,4,1075.522334,1.9967,1045.347037,0.971944,na
v1,3,48,on,1024,1024,1024,1234,5,1070.515090,2.0060,1045.347037,0.976490,na
v1,3,48,on,2048,2048,2048,1234,1,8980.801633,1.9130,8861.565458,0.986723,na
v1,3,48,on,2048,2048,2048,1234,2,8991.754073,1.9106,8861.565458,0.985521,na
v1,3,48,on,2048,2048,2048,1234,3,9047.430979,1.8989,8861.565458,0.979457,na
v1,3,48,on,2048,2048,2048,1234,4,8908.576370,1.9285,8861.565458,0.994723,na
v1,3,48,on,2048,2048,2048,1234,5,8895.643378,1.9313,8861.565458,0.996169,na
v1,3,80,on,256,256,256,1234,1,12.442924,2.6967,12.644623,1.016210,yes
v1,3,80,on,256,256,256,1234,2,12.383501,2.7096,12.644623,1.021086,yes
v1,3,80,on,256,256,256,1234,3,12.403081,2.7053,12.644623,1.019474,yes
v1,3,80,on,256,256,256,1234,4,12.393123,2.7075,12.644623,1.020294,yes
v1,3,80,on,256,256,256,1234,5,12.383553,2.7096,12.644623,1.021082,yes
v1,3,80,on,512,512,512,1234,1,121.049519,2.2176,119.794018,0.989628,yes
v1,3,80,on,512,512,512,1234,2,120.931422,2.2197,119.794018,0.990595,yes
v1,3,80,on,512,512,512,1234,3,120.808696,2.2220,119.794018,0.991601,yes
v1,3,80,on,512,512,512,1234,4,120.607524,2.2257,119.794018,0.993255,yes
v1,3,80,on,512,512,512,1234,5,120.760171,2.2229,119.794018,0.991999,yes
v1,3,80,on,1024,1024,1024,1234,1,1051.736603,2.0418,1045.347037,0.993925,na
v1,3,80,on,1024,1024,1024,1234,2,1051.994256,2.0413,1045.347037,0.993681,na
v1,3,80,on,1024,1024,1024,1234,3,1053.188920,2.0390,1045.347037,0.992554,na
v1,3,80,on,1024,1024,1024,1234,4,1051.257979,2.0428,1045.347037,0.994377,na
v1,3,80,on,1024,1024,1024,1234,5,1051.873773,2.0416,1045.347037,0.993795,na
v1,3,80,on,2048,2048,2048,1234,1,8882.442507,1.9341,8861.565458,0.997650,na
v1,3,80,on,2048,2048,2048,1234,2,8875.557408,1.9356,8861.565458,0.998424,na
v1,3,80,on,2048,2048,2048,1234,3,8852.705600,1.9406,8861.565458,1.001001,na
v1,3,80,on,2048,2048,2048,1234,4,9012.560782,1.9062,8861.565458,0.983246,na
v1,3,80,on,2048,2048,2048,1234,5,9080.033859,1.8920,8861.565458,0.975940,na
v1,3,128,on,256,256,256,1234,1,12.457436,2.6935,12.644623,1.015026,yes
v1,3,128,on,256,256,256,1234,2,12.525866,2.6788,12.644623,1.009481,yes
v1,3,128,on,256,256,256,1234,3,12.420602,2.7015,12.644623,1.018036,yes
v1,3,128,on,256,256,256,1234,4,12.405958,2.7047,12.644623,1.019238,yes
v1,3,128,on,256,256,256,1234,5,12.476183,2.6895,12.644623,1.013501,yes
v1,3,128,on,512,512,512,1234,1,120.750478,2.2231,119.794018,0.992079,yes
v1,3,128,on,512,512,512,1234,2,120.923983,2.2199,119.794018,0.990656,yes
v1,3,128,on,512,512,512,1234,3,120.885023,2.2206,119.794018,0.990975,yes
v1,3,128,on,512,512,512,1234,4,120.713934,2.2237,119.794018,0.992379,yes
v1,3,128,on,512,512,512,1234,5,120.743779,2.2232,119.794018,0.992134,yes
v1,3,128,on,1024,1024,1024,1234,1,1054.875207,2.0358,1045.347037,0.990967,na
v1,3,128,on,1024,1024,1024,1234,2,1053.728633,2.0380,1045.347037,0.992046,na
v1,3,128,on,1024,1024,1024,1234,3,1053.080866,2.0392,1045.347037,0.992656,na
v1,3,128,on,1024,1024,1024,1234,4,1053.447877,2.0385,1045.347037,0.992310,na
v1,3,128,on,1024,1024,1024,1234,5,1053.554238,2.0383,1045.347037,0.992210,na
v1,3,128,on,2048,2048,2048,1234,1,9038.491080,1.9007,8861.565458,0.980425,na
v1,3,128,on,2048,2048,2048,1234,2,9053.452410,1.8976,8861.565458,0.978805,na
v1,3,128,on,2048,2048,2048,1234,3,9056.079573,1.8971,8861.565458,0.978521,na
v1,3,128,on,2048,2048,2048,1234,4,9124.749456,1.8828,8861.565458,0.971157,na
v1,3,128,on,2048,2048,2048,1234,5,8988.185198,1.9114,8861.565458,0.985913,na
v1,5,16,on,256,256,256,1234,1,12.491486,2.6862,12.644623,1.012259,yes
v1,5,16,on,256,256,256,1234,2,12.505033,2.6833,12.644623,1.011163,yes
v1,5,16,on,256,256,256,1234,3,12.462213,2.6925,12.644623,1.014637,yes
v1,5,16,on,256,256,256,1234,4,12.531839,2.6775,12.644623,1.009000,yes
v1,5,16,on,256,256,256,1234,5,12.463537,2.6922,12.644623,1.014529,yes
v1,5,16,on,512,512,512,1234,1,121.606852,2.2074,119.794018,0.985093,yes
v1,5,16,on,512,512,512,1234,2,121.121721,2.2162,119.794018,0.989038,yes
v1,5,16,on,512,512,512,1234,3,120.893276,2.2204,119.794018,0.990907,yes
v1,5,16,on,512,512,512,1234,4,120.582685,2.2262,119.794018,0.993460,yes
v1,5,16,on,512,512,512,1234,5,120.539716,2.2269,119.794018,0.993814,yes
v1,5,16,on,1024,1024,1024,1234,1,1060.326279,2.0253,1045.347037,0.985873,na
v1,5,16,on,1024,1024,1024,1234,2,1053.807549,2.0378,1045.347037,0.991971,na
v1,5,16,on,1024,1024,1024,1234,3,1064.911895,2.0166,1045.347037,0.981628,na
v1,5,16,on,1024,1024,1024,1234,4,1067.403108,2.0119,1045.347037,0.979337,na
v1,5,16,on,1024,1024,1024,1234,5,1056.460512,2.0327,1045.347037,0.989480,na
v1,5,16,on,2048,2048,2048,1234,1,9077.558165,1.8926,8861.565458,0.976206,na
v1,5,16,on,2048,2048,2048,1234,2,9084.413809,1.8911,8861.565458,0.975469,na
v1,5,16,on,2048,2048,2048,1234,3,9142.111865,1.8792,8861.565458,0.969313,na
v1,5,16,on,2048,2048,2048,1234,4,9134.270146,1.8808,8861.565458,0.970145,na
v1,5,16,on,2048,2048,2048,1234,5,9155.282156,1.8765,8861.565458,0.967918,na
v1,5,48,on,256,256,256,1234,1,12.852998,2.6106,12.644623,0.983788,yes
v1,5,48,on,256,256,256,1234,2,12.876570,2.6059,12.644623,0.981987,yes
v1,5,48,on,256,256,256,1234,3,12.989359,2.5832,12.644623,0.973460,yes
v1,5,48,on,256,256,256,1234,4,12.769015,2.6278,12.644623,0.990258,yes
v1,5,48,on,256,256,256,1234,5,12.950245,2.5910,12.644623,0.976400,yes
v1,5,48,on,512,512,512,1234,1,122.389161,2.1933,119.794018,0.978796,yes
v1,5,48,on,512,512,512,1234,2,122.530885,2.1908,119.794018,0.977664,yes
v1,5,48,on,512,512,512,1234,3,121.937445,2.2014,119.794018,0.982422,yes
v1,5,48,on,512,512,512,1234,4,121.260339,2.2137,119.794018,0.987908,yes
v1,5,48,on,512,512,512,1234,5,122.693017,2.1879,119.794018,0.976372,yes
v1,5,48,on,1024,1024,1024,1234,1,1069.521738,2.0079,1045.347037,0.977397,na
v1,5,48,on,1024,1024,1024,1234,2,1064.997731,2.0164,1045.347037,0.981549,na
v1,5,48,on,1024,1024,1024,1234,3,1064.045370,2.0182,1045.347037,0.982427,na
v1,5,48,on,1024,1024,1024,1234,4,1059.511930,2.0269,1045.347037,0.986631,na
v1,5,48,on,1024,1024,1024,1234,5,1055.581391,2.0344,1045.347037,0.990305,na
v1,5,48,on,2048,2048,2048,1234,1,8879.763347,1.9347,8861.565458,0.997951,na
v1,5,48,on,2048,2048,2048,1234,2,8807.852403,1.9505,8861.565458,1.006098,na
v1,5,48,on,2048,2048,2048,1234,3,9041.621692,1.9001,8861.565458,0.980086,na
v1,5,48,on,2048,2048,2048,1234,4,8829.581296,1.9457,8861.565458,1.003622,na
v1,5,48,on,2048,2048,2048,1234,5,8803.162259,1.9516,8861.565458,1.006634,na
v1,5,80,on,256,256,256,1234,1,12.390038,2.7082,12.644623,1.020548,yes
v1,5,80,on,256,256,256,1234,2,12.411768,2.7034,12.644623,1.018761,yes
v1,5,80,on,256,256,256,1234,3,12.390369,2.7081,12.644623,1.020520,yes
v1,5,80,on,256,256,256,1234,4,12.437653,2.6978,12.644623,1.016641,yes
v1,5,80,on,256,256,256,1234,5,12.405292,2.7048,12.644623,1.019293,yes
v1,5,80,on,512,512,512,1234,1,121.532494,2.2088,119.794018,0.985695,yes
v1,5,80,on,512,512,512,1234,2,121.301305,2.2130,119.794018,0.987574,yes
v1,5,80,on,512,512,512,1234,3,120.525301,2.2272,119.794018,0.993933,yes
v1,5,80,on,512,512,512,1234,4,120.462970,2.2284,119.794018,0.994447,yes
v1,5,80,on,512,512,512,1234,5,120.434923,2.2289,119.794018,0.994678,yes
v1,5,80,on,1024,1024,1024,1234,1,1050.018761,2.0452,1045.347037,0.995551,na
v1,5,80,on,1024,1024,1024,1234,2,1049.734713,2.0457,1045.347037,0.995820,na
v1,5,80,on,1024,1024,1024,1234,3,1051.107247,2.0431,1045.347037,0.994520,na
v1,5,80,on,1024,1024,1024,1234,4,1050.624961,2.0440,1045.347037,0.994976,na
v1,5,80,on,1024,1024,1024,1234,5,1049.918808,2.0454,1045.347037,0.995646,na
v1,5,80,on,2048,2048,2048,1234,1,8822.191823,1.9473,8861.565458,1.004463,na
v1,5,80,on,2048,2048,2048,1234,2,9058.771261,1.8965,8861.565458,0.978230,na
v1,5,80,on,2048,2048,2048,1234,3,9124.065615,1.8829,8861.565458,0.971230,na
v1,5,80,on,2048,2048,2048,1234,4,9137.048097,1.8802,8861.565458,0.969850,na
v1,5,80,on,2048,2048,2048,1234,5,9052.798363,1.8977,8861.565458,0.978876,na
v1,5,128,on,256,256,256,1234,1,12.858881,2.6094,12.644623,0.983338,yes
v1,5,128,on,256,256,256,1234,2,13.014749,2.5782,12.644623,0.971561,yes
v1,5,128,on,256,256,256,1234,3,12.922680,2.5966,12.644623,0.978483,yes
v1,5,128,on,256,256,256,1234,4,12.517573,2.6806,12.644623,1.010150,yes
v1,5,128,on,256,256,256,1234,5,12.885220,2.6041,12.644623,0.981328,yes
v1,5,128,on,512,512,512,1234,1,121.853980,2.2029,119.794018,0.983095,yes
v1,5,128,on,512,512,512,1234,2,122.146176,2.1977,119.794018,0.980743,yes
v1,5,128,on,512,512,512,1234,3,121.586879,2.2078,119.794018,0.985254,yes
v1,5,128,on,512,512,512,1234,4,120.649307,2.2249,119.794018,0.992911,yes
v1,5,128,on,512,512,512,1234,5,120.956656,2.2193,119.794018,0.990388,yes
v1,5,128,on,1024,1024,1024,1234,1,1052.878732,2.0396,1045.347037,0.992847,na
v1,5,128,on,1024,1024,1024,1234,2,1049.644799,2.0459,1045.347037,0.995906,na
v1,5,128,on,1024,1024,1024,1234,3,1049.914341,2.0454,1045.347037,0.995650,na
v1,5,128,on,1024,1024,1024,1234,4,1049.463338,2.0463,1045.347037,0.996078,na
v1,5,128,on,1024,1024,1024,1234,5,1049.325103,2.0465,1045.347037,0.996209,na
v1,5,128,on,2048,2048,2048,1234,1,8807.989773,1.9505,8861.565458,1.006083,na
v1,5,128,on,2048,2048,2048,1234,2,8877.077790,1.9353,8861.565458,0.998253,na
v1,5,128,on,2048,2048,2048,1234,3,9046.902832,1.8990,8861.565458,0.979514,na
v1,5,128,on,2048,2048,2048,1234,4,8988.346123,1.9113,8861.565458,0.985895,na
v1,5,128,on,2048,2048,2048,1234,5,9036.126815,1.9012,8861.565458,0.980682,na
v1,7,16,on,256,256,256,1234,1,12.386633,2.7089,12.644623,1.020828,yes
v1,7,16,on,256,256,256,1234,2,12.385168,2.7092,12.644623,1.020949,yes
v1,7,16,on,256,256,256,1234,3,12.374203,2.7116,12.644623,1.021854,yes
v1,7,16,on,256,256,256,1234,4,12.403180,2.7053,12.644623,1.019466,yes
v1,7,16,on,256,256,256,1234,5,12.398225,2.7064,12.644623,1.019874,yes
v1,7,16,on,512,512,512,1234,1,120.570313,2.2264,119.794018,0.993561,yes
v1,7,16,on,512,512,512,1234,2,121.674579,2.2062,119.794018,0.984544,yes
v1,7,16,on,512,512,512,1234,3,121.046466,2.2176,119.794018,0.989653,yes
v1,7,16,on,512,512,512,1234,4,120.958698,2.2192,119.794018,0.990371,yes
v1,7,16,on,512,512,512,1234,5,121.287315,2.2132,119.794018,0.987688,yes
v1,7,16,on,1024,1024,1024,1234,1,1054.176696,2.0371,1045.347037,0.991624,na
v1,7,16,on,1024,1024,1024,1234,2,1052.436896,2.0405,1045.347037,0.993263,na
v1,7,16,on,1024,1024,1024,1234,3,1053.100007,2.0392,1045.347037,0.992638,na
v1,7,16,on,1024,1024,1024,1234,4,1049.876067,2.0455,1045.347037,0.995686,na
v1,7,16,on,1024,1024,1024,1234,5,1049.733229,2.0457,1045.347037,0.995822,na
v1,7,16,on,2048,2048,2048,1234,1,8988.553614,1.9113,8861.565458,0.985872,na
v1,7,16,on,2048,2048,2048,1234,2,9054.443748,1.8974,8861.565458,0.978698,na
v1,7,16,on,2048,2048,2048,1234,3,8993.920605,1.9102,8861.565458,0.985284,na
v1,7,16,on,2048,2048,2048,1234,4,8871.935353,1.9364,8861.565458,0.998831,na
v1,7,16,on,2048,2048,2048,1234,5,8983.117503,1.9125,8861.565458,0.986469,na
v1,7,48,on,256,256,256,1234,1,12.480265,2.6886,12.644623,1.013169,yes
v1,7,48,on,256,256,256,1234,2,12.434793,2.6984,12.644623,1.016874,yes
v1,7,48,on,256,256,256,1234,3,12.489100,2.6867,12.644623,1.012453,yes
v1,7,48,on,256,256,256,1234,4,12.483190,2.6880,12.644623,1.012932,yes
v1,7,48,on,256,256,256,1234,5,12.539436,2.6759,12.644623,1.008388,yes
v1,7,48,on,512,512,512,1234,1,121.249724,2.2139,119.794018,0.987994,yes
v1,7,48,on,512,512,512,1234,2,121.123697,2.2162,119.794018,0.989022,yes
v1,7,48,on,512,512,512,1234,3,121.021718,2.2181,119.794018,0.989856,yes
v1,7,48,on,512,512,512,1234,4,121.022264,2.2181,119.794018,0.989851,yes
v1,7,48,on,512,512,512,1234,5,121.108089,2.2165,119.794018,0.989150,yes
v1,7,48,on,1024,1024,1024,1234,1,1059.711716,2.0265,1045.347037,0.986445,na
v1,7,48,on,1024,1024,1024,1234,2,1054.538112,2.0364,1045.347037,0.991284,na
v1,7,48,on,1024,1024,1024,1234,3,1051.985764,2.0414,1045.347037,0.993689,na
v1,7,48,on,1024,1024,1024,1234,4,1053.433851,2.0386,1045.347037,0.992323,na
v1,7,48,on,1024,1024,1024,1234,5,1054.305411,2.0369,1045.347037,0.991503,na
v1,7,48,on,2048,2048,2048,1234,1,8956.963271,1.9180,8861.565458,0.989349,na
v1,7,48,on,2048,2048,2048,1234,2,8969.968692,1.9153,8861.565458,0.987915,na
v1,7,48,on,2048,2048,2048,1234,3,8805.266392,1.9511,8861.565458,1.006394,na
v1,7,48,on,2048,2048,2048,1234,4,8954.606146,1.9186,8861.565458,0.989610,na
v1,7,48,on,2048,2048,2048,1234,5,9079.856111,1.8921,8861.565458,0.975959,na
v1,7,80,on,256,256,256,1234,1,12.398832,2.7063,12.644623,1.019824,yes
v1,7,80,on,256,256,256,1234,2,12.399347,2.7061,12.644623,1.019781,yes
v1,7,80,on,256,256,256,1234,3,12.379279,2.7105,12.644623,1.021435,yes
v1,7,80,on,256,256,256,1234,4,12.610271,2.6609,12.644623,1.002724,yes
v1,7,80,on,256,256,256,1234,5,12.827675,2.6158,12.644623,0.985730,yes
v1,7,80,on,512,512,512,1234,1,121.625282,2.2071,119.794018,0.984943,yes
v1,7,80,on,512,512,512,1234,2,122.096475,2.1986,119.794018,0.981142,yes
v1,7,80,on,512,512,512,1234,3,133.590545,2.0094,119.794018,0.896725,yes
v1,7,80,on,512,512,512,1234,4,122.493497,2.1914,119.794018,0.977962,yes
v1,7,80,on,512,512,512,1234,5,121.545323,2.2085,119.794018,0.985591,yes
v1,7,80,on,1024,1024,1024,1234,1,1056.746101,2.0322,1045.347037,0.989213,na
v1,7,80,on,1024,1024,1024,1234,2,1057.084976,2.0315,1045.347037,0.988896,na
v1,7,80,on,1024,1024,1024,1234,3,1075.635685,1.9965,1045.347037,0.971841,na
v1,7,80,on,1024,1024,1024,1234,4,1078.145437,1.9918,1045.347037,0.969579,na
v1,7,80,on,1024,1024,1024,1234,5,1059.334339,2.0272,1045.347037,0.986796,na
v1,7,80,on,2048,2048,2048,1234,1,9151.807242,1.8772,8861.565458,0.968286,na
