variant,a_degree,b_degree,M,N,K,seed,sample,time_ms,gflops,baseline_ms,speedup,correct
tiled_simd,3,48,off,1024,1024,1024,1234,5,74.463001,28.8396,1052.510469,14.134677,na
tiled_simd,3,48,off,2048,2048,2048,1234,1,665.292314,25.8230,9075.974621,13.642085,na
tiled_simd,3,48,off,2048,2048,2048,1234,2,621.783449,27.6300,9075.974621,14.596681,na
tiled_simd,3,48,off,2048,2048,2048,1234,3,700.595679,24.5218,9075.974621,12.954654,na
tiled_simd,3,48,off,2048,2048,2048,1234,4,623.215534,27.5665,9075.974621,14.563139,na
tiled_simd,3,48,off,2048,2048,2048,1234,5,618.598201,27.7723,9075.974621,14.671841,na
tiled_simd,3,80,off,256,256,256,1234,1,0.928583,36.1351,12.665585,13.639691,yes
tiled_simd,3,80,off,256,256,256,1234,2,0.897396,37.3909,12.665585,14.113708,yes
tiled_simd,3,80,off,256,256,256,1234,3,0.894713,37.5030,12.665585,14.156031,yes
tiled_simd,3,80,off,256,256,256,1234,4,0.898335,37.3518,12.665585,14.098955,yes
tiled_simd,3,80,off,256,256,256,1234,5,0.900159,37.2761,12.665585,14.070386,yes
tiled_simd,3,80,off,512,512,512,1234,1,7.840202,34.2383,120.973697,15.429921,yes
tiled_simd,3,80,off,512,512,512,1234,2,7.904719,33.9589,120.973697,15.303984,yes
tiled_simd,3,80,off,512,512,512,1234,3,7.944311,33.7896,120.973697,15.227714,yes
tiled_simd,3,80,off,512,512,512,1234,4,7.780473,34.5012,120.973697,15.548373,yes
tiled_simd,3,80,off,512,512,512,1234,5,7.861665,34.1449,120.973697,15.387796,yes
tiled_simd,3,80,off,1024,1024,1024,1234,1,68.006766,31.5775,1052.510469,15.476555,na
tiled_simd,3,80,off,1024,1024,1024,1234,2,67.439318,31.8432,1052.510469,15.606778,na
tiled_simd,3,80,off,1024,1024,1024,1234,3,66.577289,32.2555,1052.510469,15.808851,na
tiled_simd,3,80,off,1024,1024,1024,1234,4,67.562862,31.7850,1052.510469,15.578240,na
tiled_simd,3,80,off,1024,1024,1024,1234,5,73.181610,29.3446,1052.510469,14.382172,na
tiled_simd,3,80,off,2048,2048,2048,1234,1,627.432724,27.3812,9075.974621,14.465255,na
tiled_simd,3,80,off,2048,2048,2048,1234,2,621.113476,27.6598,9075.974621,14.612426,na
tiled_simd,3,80,off,2048,2048,2048,1234,3,620.993909,27.6651,9075.974621,14.615239,na
tiled_simd,3,80,off,2048,2048,2048,1234,4,625.221544,27.4781,9075.974621,14.516414,na
tiled_simd,3,80,off,2048,2048,2048,1234,5,618.116031,27.7939,9075.974621,14.683286,na
tiled_simd,3,128,off,256,256,256,1234,1,0.901245,37.2312,12.665585,14.053432,yes
tiled_simd,3,128,off,256,256,256,1234,2,0.899510,37.3030,12.665585,14.080538,yes
tiled_simd,3,128,off,256,256,256,1234,3,0.898954,37.3261,12.665585,14.089247,yes
tiled_simd,3,128,off,256,256,256,1234,4,0.899075,37.3211,12.665585,14.087351,yes
tiled_simd,3,128,off,256,256,256,1234,5,0.900123,37.2776,12.665585,14.070949,yes
tiled_simd,3,128,off,512,512,512,1234,1,8.020812,33.4674,120.973697,15.082475,yes
tiled_simd,3,128,off,512,512,512,1234,2,7.910659,33.9334,120.973697,15.292493,yes
tiled_simd,3,128,off,512,512,512,1234,3,8.003982,33.5377,120.973697,15.114189,yes
tiled_simd,3,128,off,512,512,512,1234,4,7.831806,34.2750,120.973697,15.446462,yes
tiled_simd,3,128,off,512,512,512,1234,5,7.971653,33.6738,120.973697,15.175485,yes
tiled_simd,3,128,off,1024,1024,1024,1234,1,67.984232,31.5880,1052.510469,15.481685,na
tiled_simd,3,128,off,1024,1024,1024,1234,2,66.432081,32.3260,1052.510469,15.843407,na
tiled_simd,3,128,off,1024,1024,1024,1234,3,66.809633,32.1433,1052.510469,15.753873,na
tiled_simd,3,128,off,1024,1024,1024,1234,4,66.650150,32.2202,1052.510469,15.791569,na
tiled_simd,3,128,off,1024,1024,1024,1234,5,68.487103,31.3560,1052.510469,15.368010,na
tiled_simd,3,128,off,2048,2048,2048,1234,1,622.589904,27.5942,9075.974621,14.577774,na
tiled_simd,3,128,off,2048,2048,2048,1234,2,614.175657,27.9722,9075.974621,14.777490,na
tiled_simd,3,128,off,2048,2048,2048,1234,3,618.302573,27.7855,9075.974621,14.678856,na
tiled_simd,3,128,off,2048,2048,2048,1234,4,640.447877,26.8248,9075.974621,14.171293,na
tiled_simd,3,128,off,2048,2048,2048,1234,5,619.485990,27.7325,9075.974621,14.650815,na
tiled_simd,5,16,off,256,256,256,1234,1,0.908007,36.9539,12.665585,13.948775,yes
tiled_simd,5,16,off,256,256,256,1234,2,0.895527,37.4689,12.665585,14.143164,yes
tiled_simd,5,16,off,256,256,256,1234,3,0.892405,37.6000,12.665585,14.192642,yes
tiled_simd,5,16,off,256,256,256,1234,4,0.892551,37.5939,12.665585,14.190321,yes
tiled_simd,5,16,off,256,256,256,1234,5,0.898885,37.3289,12.665585,14.090329,yes
tiled_simd,5,16,off,512,512,512,1234,1,8.168399,32.8627,120.973697,14.809964,yes
tiled_simd,5,16,off,512,512,512,1234,2,7.969541,33.6827,120.973697,15.179506,yes
tiled_simd,5,16,off,512,512,512,1234,3,7.678536,34.9592,120.973697,15.754787,yes
tiled_simd,5,16,off,512,512,512,1234,4,7.826314,34.2991,120.973697,15.457302,yes
tiled_simd,5,16,off,512,512,512,1234,5,7.858757,34.1575,120.973697,15.393490,yes
tiled_simd,5,16,off,1024,1024,1024,1234,1,66.534037,32.2765,1052.510469,15.819128,na
tiled_simd,5,16,off,1024,1024,1024,1234,2,66.671484,32.2099,1052.510469,15.786516,na
tiled_simd,5,16,off,1024,1024,1024,1234,3,67.039810,32.0330,1052.510469,15.699783,na
tiled_simd,5,16,off,1024,1024,1024,1234,4,66.044722,32.5156,1052.510469,15.936330,na
tiled_simd,5,16,off,1024,1024,1024,1234,5,71.607740,29.9895,1052.510469,14.698278,na
tiled_simd,5,16,off,2048,2048,2048,1234,1,633.391341,27.1236,9075.974621,14.329174,na
tiled_simd,5,16,off,2048,2048,2048,1234,2,632.117727,27.1783,9075.974621,14.358045,na
tiled_simd,5,16,off,2048,2048,2048,1234,3,638.493023,26.9069,9075.974621,14.214681,na
tiled_simd,5,16,off,2048,2048,2048,1234,4,632.010668,27.1829,9075.974621,14.360477,na
tiled_simd,5,16,off,2048,2048,2048,1234,5,626.551297,27.4197,9075.974621,14.485605,na
tiled_simd,5,48,off,256,256,256,1234,1,0.916683,36.6042,12.665585,13.816756,yes
tiled_simd,5,48,off,256,256,256,1234,2,0.896690,37.4203,12.665585,14.124820,yes
tiled_simd,5,48,off,256,256,256,1234,3,0.899343,37.3099,12.665585,14.083153,yes
tiled_simd,5,48,off,256,256,256,1234,4,0.905633,37.0508,12.665585,13.985340,yes
tiled_simd,5,48,off,256,256,256,1234,5,0.918647,36.5259,12.665585,13.787216,yes
tiled_simd,5,48,off,512,512,512,1234,1,7.885094,34.0434,120.973697,15.342074,yes
tiled_simd,5,48,off,512,512,512,1234,2,7.962731,33.7115,120.973697,15.192488,yes
tiled_simd,5,48,off,512,512,512,1234,3,7.885049,34.0436,120.973697,15.342162,yes
tiled_simd,5,48,off,512,512,512,1234,4,7.919081,33.8973,120.973697,15.276229,yes
tiled_simd,5,48,off,512,512,512,1234,5,7.820537,34.3244,120.973697,15.468720,yes
tiled_simd,5,48,off,1024,1024,1024,1234,1,66.766235,32.1642,1052.510469,15.764113,na
tiled_simd,5,48,off,1024,1024,1024,1234,2,66.474764,32.3052,1052.510469,15.833234,na
tiled_simd,5,48,off,1024,1024,1024,1234,3,73.422904,29.2481,1052.510469,14.334907,na
tiled_simd,5,48,off,1024,1024,1024,1234,4,66.696716,32.1977,1052.510469,15.780544,na
tiled_simd,5,48,off,1024,1024,1024,1234,5,70.940374,30.2717,1052.510469,14.836551,na
tiled_simd,5,48,off,2048,2048,2048,1234,1,617.353842,27.8282,9075.974621,14.701414,na
tiled_simd,5,48,off,2048,2048,2048,1234,2,615.727150,27.9018,9075.974621,14.740254,na
tiled_simd,5,48,off,2048,2048,2048,1234,3,629.083187,27.3094,9075.974621,14.427304,na
tiled_simd,5,48,off,2048,2048,2048,1234,4,612.245787,28.0604,9075.974621,14.824070,na
tiled_simd,5,48,off,2048,2048,2048,1234,5,675.296169,25.4405,9075.974621,13.439991,na
tiled_simd,5,80,off,256,256,256,1234,1,0.908456,36.9357,12.665585,13.941881,yes
tiled_simd,5,80,off,256,256,256,1234,2,0.897814,37.3735,12.665585,14.107137,yes
tiled_simd,5,80,off,256,256,256,1234,3,0.894269,37.5216,12.665585,14.163059,yes
tiled_simd,5,80,off,256,256,256,1234,4,0.900004,37.2825,12.665585,14.072810,yes
tiled_simd,5,80,off,256,256,256,1234,5,0.896834,37.4143,12.665585,14.122552,yes
tiled_simd,5,80,off,512,512,512,1234,1,7.922093,33.8844,120.973697,15.270421,yes
tiled_simd,5,80,off,512,512,512,1234,2,7.828424,34.2898,120.973697,15.453136,yes
tiled_simd,5,80,off,512,512,512,1234,3,7.695121,34.8839,120.973697,15.720831,yes
tiled_simd,5,80,off,512,512,512,1234,4,7.713563,34.8004,120.973697,15.683245,yes
tiled_simd,5,80,off,512,512,512,1234,5,7.941762,33.8005,120.973697,15.232602,yes
tiled_simd,5,80,off,1024,1024,1024,1234,1,67.099126,32.0046,1052.510469,15.685904,na
tiled_simd,5,80,off,1024,1024,1024,1234,2,67.252969,31.9314,1052.510469,15.650022,na
tiled_simd,5,80,off,1024,1024,1024,1234,3,68.817805,31.2053,1052.510469,15.294159,na
tiled_simd,5,80,off,1024,1024,1024,1234,4,66.143462,32.4671,1052.510469,15.912540,na
tiled_simd,5,80,off,1024,1024,1024,1234,5,76.702920,27.9974,1052.510469,13.721909,na
tiled_simd,5,80,off,2048,2048,2048,1234,1,622.595970,27.5939,9075.974621,14.577631,na
tiled_simd,5,80,off,2048,2048,2048,1234,2,620.699186,27.6783,9075.974621,14.622179,na
tiled_simd,5,80,off,2048,2048,2048,1234,3,623.982782,27.5326,9075.974621,14.545232,na
tiled_simd,5,80,off,2048,2048,2048,1234,4,606.649514,28.3193,9075.974621,14.960821,na
tiled_simd,5,80,off,2048,2048,2048,1234,5,604.535753,28.4183,9075.974621,15.013131,na
tiled_simd,5,128,off,256,256,256,1234,1,0.955633,35.1123,12.665585,13.253608,yes
tiled_simd,5,128,off,256,256,256,1234,2,0.909925,36.8760,12.665585,13.919372,yes
tiled_simd,5,128,off,256,256,256,1234,3,0.910671,36.8458,12.665585,13.907970,yes
tiled_simd,5,128,off,256,256,256,1234,4,0.914380,36.6964,12.665585,13.851555,yes
tiled_simd,5,128,off,256,256,256,1234,5,0.920012,36.4717,12.665585,13.766761,yes
tiled_simd,5,128,off,512,512,512,1234,1,7.851585,34.1887,120.973697,15.407551,yes
tiled_simd,5,128,off,512,512,512,1234,2,8.035905,33.4045,120.973697,15.054147,yes
tiled_simd,5,128,off,512,512,512,1234,3,7.777764,34.5132,120.973697,15.553789,yes
tiled_simd,5,128,off,512,512,512,1234,4,7.955620,33.7416,120.973697,15.206068,yes
tiled_simd,5,128,off,512,512,512,1234,5,7.658855,35.0490,120.973697,15.795272,yes
tiled_simd,5,128,off,1024,1024,1024,1234,1,66.715696,32.1886,1052.510469,15.776055,na
tiled_simd,5,128,off,1024,1024,1024,1234,2,68.661213,31.2765,1052.510469,15.329040,na
tiled_simd,5,128,off,1024,1024,1024,1234,3,66.313236,32.3839,1052.510469,15.871801,na
tiled_simd,5,128,off,1024,1024,1024,1234,4,71.074166,30.2147,1052.510469,14.808622,na
tiled_simd,5,128,off,1024,1024,1024,1234,5,68.676991,31.2693,1052.510469,15.325518,na
tiled_simd,5,128,off,2048,2048,2048,1234,1,615.284765,27.9218,9075.974621,14.750852,na
tiled_simd,5,128,off,2048,2048,2048,1234,2,624.107263,27.5271,9075.974621,14.542331,na
tiled_simd,5,128,off,2048,2048,2048,1234,3,609.955587,28.1658,9075.974621,14.879730,na
tiled_simd,5,128,off,2048,2048,2048,1234,4,610.059477,28.1610,9075.974621,14.877196,na
tiled_simd,5,128,off,2048,2048,2048,1234,5,623.717206,27.5443,9075.974621,14.551426,na
tiled_simd,7,16,off,256,256,256,1234,1,0.911932,36.7949,12.665585,13.888738,yes
tiled_simd,7,16,off,256,256,256,1234,2,0.897531,37.3853,12.665585,14.111585,yes
tiled_simd,7,16,off,256,256,256,1234,3,0.897917,37.3692,12.665585,14.105519,yes
tiled_simd,7,16,off,256,256,256,1234,4,0.899498,37.3035,12.665585,14.080726,yes
tiled_simd,7,16,off,256,256,256,1234,5,0.898943,37.3265,12.665585,14.089419,yes
tiled_simd,7,16,off,512,512,512,1234,1,7.990718,33.5934,120.973697,15.139277,yes
tiled_simd,7,16,off,512,512,512,1234,2,7.873829,34.0921,120.973697,15.364024,yes
tiled_simd,7,16,off,512,512,512,1234,3,7.770499,34.5455,120.973697,15.568331,yes
tiled_simd,7,16,off,512,512,512,1234,4,7.937094,33.8204,120.973697,15.241560,yes
tiled_simd,7,16,off,512,512,512,1234,5,7.910331,33.9348,120.973697,15.293127,yes
tiled_simd,7,16,off,1024,1024,1024,1234,1,67.731832,31.7057,1052.510469,15.539377,na
tiled_simd,7,16,off,1024,1024,1024,1234,2,66.823457,32.1367,1052.510469,15.750614,na
tiled_simd,7,16,off,1024,1024,1024,1234,3,65.979031,32.5480,1052.510469,15.952197,na
tiled_simd,7,16,off,1024,1024,1024,1234,4,66.835950,32.1307,1052.510469,15.747670,na
tiled_simd,7,16,off,1024,1024,1024,1234,5,72.521412,29.6117,1052.510469,14.513100,na
tiled_simd,7,16,off,2048,2048,2048,1234,1,615.873273,27.8951,9075.974621,14.736757,na
tiled_simd,7,16,off,2048,2048,2048,1234,2,616.989652,27.8447,9075.974621,14.710092,na
tiled_simd,7,16,off,2048,2048,2048,1234,3,611.831835,28.0794,9075.974621,14.834100,na
tiled_simd,7,16,off,2048,2048,2048,1234,4,603.892725,28.4485,9075.974621,15.029117,na
tiled_simd,7,16,off,2048,2048,2048,1234,5,618.172047,27.7914,9075.974621,14.681956,na
tiled_simd,7,48,off,256,256,256,1234,1,0.918432,36.5345,12.665585,13.790444,yes
tiled_simd,7,48,off,256,256,256,1234,2,0.910550,36.8507,12.665585,13.909818,yes
tiled_simd,7,48,off,256,256,256,1234,3,0.914236,36.7022,12.665585,13.853737,yes
tiled_simd,7,48,off,256,256,256,1234,4,0.909529,36.8921,12.665585,13.925433,yes
tiled_simd,7,48,off,256,256,256,1234,5,0.907797,36.9625,12.665585,13.952001,yes
tiled_simd,7,48,off,512,512,512,1234,1,7.780538,34.5009,120.973697,15.548243,yes
tiled_simd,7,48,off,512,512,512,1234,2,7.852340,34.1854,120.973697,15.406070,yes
tiled_simd,7,48,off,512,512,512,1234,3,7.863304,34.1377,120.973697,15.384589,yes
tiled_simd,7,48,off,512,512,512,1234,4,7.950966,33.7614,120.973697,15.214968,yes
tiled_simd,7,48,off,512,512,512,1234,5,7.945578,33.7843,120.973697,15.225286,yes
tiled_simd,7,48,off,1024,1024,1024,1234,1,67.343734,31.8884,1052.510469,15.628929,na
tiled_simd,7,48,off,1024,1024,1024,1234,2,66.925378,32.0877,1052.510469,15.726627,na
tiled_simd,7,48,off,1024,1024,1024,1234,3,71.063059,30.2194,1052.510469,14.810937,na
tiled_simd,7,48,off,1024,1024,1024,1234,4,68.082940,31.5422,1052.510469,15.459239,na
tiled_simd,7,48,off,1024,1024,1024,1234,5,67.100504,32.0040,1052.510469,15.685582,na
tiled_simd,7,48,off,2048,2048,2048,1234,1,618.793083,27.7635,9075.974621,14.667221,na
tiled_simd,7,48,off,2048,2048,2048,1234,2,614.213147,27.9705,9075.974621,14.776588,na
tiled_simd,7,48,off,2048,2048,2048,1234,3,620.250583,27.6983,9075.974621,14.632755,na
tiled_simd,7,48,off,2048,2048,2048,1234,4,626.972292,27.4013,9075.974621,14.475878,na
tiled_simd,7,48,off,2048,2048,2048,1234,5,612.741402,28.0377,9075.974621,14.812080,na
tiled_simd,7,80,off,256,256,256,1234,1,0.905132,37.0713,12.665585,13.993081,yes
tiled_simd,7,80,off,256,256,256,1234,2,0.896685,37.4205,12.665585,14.124899,yes
tiled_simd,7,80,off,256,256,256,1234,3,0.897131,37.4019,12.665585,14.117877,yes
tiled_simd,7,80,off,256,256,256,1234,4,0.896112,37.4445,12.665585,14.133931,yes
tiled_simd,7,80,off,256,256,256,1234,5,0.899149,37.3180,12.665585,14.086191,yes
tiled_simd,7,80,off,512,512,512,1234,1,7.906716,33.9503,120.973697,15.300119,yes
tiled_simd,7,80,off,512,512,512,1234,2,7.945557,33.7843,120.973697,15.225326,yes
tiled_simd,7,80,off,512,512,512,1234,3,7.972131,33.6717,120.973697,15.174575,yes
tiled_simd,7,80,off,512,512,512,1234,4,7.969404,33.6833,120.973697,15.179767,yes
tiled_simd,7,80,off,512,512,512,1234,5,7.934693,33.8306,120.973697,15.246172,yes
tiled_simd,7,80,off,1024,1024,1024,1234,1,66.167234,32.4554,1052.510469,15.906823,na
tiled_simd,7,80,off,1024,1024,1024,1234,2,65.906754,32.5837,1052.510469,15.969691,na
tiled_simd,7,80,off,1024,1024,1024,1234,3,66.404156,32.3396,1052.510469,15.850069,na
tiled_simd,7,80,off,1024,1024,1024,1234,4,66.582490,32.2530,1052.510469,15.807617,na
tiled_simd,7,80,off,1024,1024,1024,1234,5,74.247935,28.9231,1052.510469,14.175619,na
tiled_simd,7,80,off,2048,2048,2048,1234,1,623.520988,27.5530,9075.974621,14.556005,na
tiled_simd,7,80,off,2048,2048,2048,1234,2,616.706586,27.8574,9075.974621,14.716844,na
tiled_simd,7,80,off,2048,2048,2048,1234,3,628.072571,27.3533,9075.974621,14.450519,na
tiled_simd,7,80,off,2048,2048,2048,1234,4,616.263980,27.8775,9075.974621,14.727414,na
tiled_simd,7,80,off,2048,2048,2048,1234,5,615.514783,27.9114,9075.974621,14.745340,na
tiled_simd,7,128,off,256,256,256,1234,1,0.917981,36.5524,12.665585,13.797219,yes
tiled_simd,7,128,off,256,256,256,1234,2,0.910107,36.8687,12.665585,13.916589,yes
tiled_simd,7,128,off,256,256,256,1234,3,0.910201,36.8649,12.665585,13.915152,yes
tiled_simd,7,128,off,256,256,256,1234,4,0.911700,36.8042,12.665585,13.892273,yes
tiled_simd,7,128,off,256,256,256,1234,5,0.905320,37.0636,12.665585,13.990175,yes
tiled_simd,7,128,off,512,512,512,1234,1,8.019809,33.4716,120.973697,15.084361,yes
tiled_simd,7,128,off,512,512,512,1234,2,7.779958,34.5035,120.973697,15.549402,yes
tiled_simd,7,128,off,512,512,512,1234,3,7.701622,34.8544,120.973697,15.707561,yes
tiled_simd,7,128,off,512,512,512,1234,4,7.698707,34.8676,120.973697,15.713508,yes
tiled_simd,7,128,off,512,512,512,1234,5,7.759398,34.5949,120.973697,15.590603,yes
tiled_simd,7,128,off,1024,1024,1024,1234,1,66.136559,32.4704,1052.510469,15.914201,na
tiled_simd,7,128,off,1024,1024,1024,1234,2,68.310974,31.4369,1052.510469,15.407634,na
tiled_simd,7,128,off,1024,1024,1024,1234,3,66.683470,32.2041,1052.510469,15.783679,na
tiled_simd,7,128,off,1024,1024,1024,1234,4,66.493840,32.2960,1052.510469,15.828691,na
tiled_simd,7,128,off,1024,1024,1024,1234,5,70.725661,30.3636,1052.510469,14.881593,na
tiled_simd,7,128,off,2048,2048,2048,1234,1,652.076744,26.3464,9075.974621,13.918568,na
tiled_simd,7,128,off,2048,2048,2048,1234,2,627.580311,27.3748,9075.974621,14.461854,na
tiled_simd,7,128,off,2048,2048,2048,1234,3,620.430688,27.6902,9075.974621,14.628507,na
tiled_simd,7,128,off,2048,2048,2048,1234,4,620.081010,27.7058,9075.974621,14.636756,na
tiled_simd,7,128,off,2048,2048,2048,1234,5,617.929974,27.8023,9075.974621,14.687707,na
