label,stage,variant,H,W,K,seed,rep,exit_status,min_pct_enabled,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-misses,instructions,cpu-cycles,context-switches,page-faults
unroll_v5,unroll,conv_unroll_v5,1024,1024,3,1234,14,0,96,20234512,56194,12296643,559183,94429563,45735771,1,3209
unroll_v5,unroll,conv_unroll_v5,1024,1024,3,1234,15,0,96,20206459,53335,12279743,558902,94293411,49257472,1,3210
unroll_v5,unroll,conv_unroll_v5,1024,1024,3,1234,16,0,97,20136358,59594,12236702,558311,93973147,46014581,1,3207
unroll_v5,unroll,conv_unroll_v5,1024,1024,3,1234,17,0,96,20237612,60830,12298111,559578,94437793,45533013,1,3210
unroll_v5,unroll,conv_unroll_v5,1024,1024,3,1234,18,0,96,20194214,53872,12272118,559188,94239687,46297059,1,3209
unroll_v5,unroll,conv_unroll_v5,1024,1024,3,1234,19,0,99,19914311,74302,12127103,550756,92817390,46473645,3,3207
unroll_v5,unroll,conv_unroll_v5,1024,1024,3,1234,20,0,97,20167053,59983,12255973,558146,94113977,45324317,2,3210
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,1,0,100,77586759,244857,47045877,2146748,362488186,176459991,0,12428
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,2,0,99,77950578,234381,47236544,2156171,364335752,176690643,1,12429
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,3,0,99,77892138,237357,47219087,2157161,363964545,177352307,2,12429
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,4,0,100,77588655,240984,47050256,2146498,362508837,177632608,1,12430
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,5,0,100,77558654,250137,47027083,2145411,362366392,175868561,1,12428
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,6,0,98,78249034,235092,47418446,2165501,365726821,178007772,1,12428
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,7,0,99,78066738,248071,47309437,2162265,364867458,177671859,2,12431
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,8,0,98,78268546,256826,47430307,2167244,365809746,178501529,1,12431
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,9,0,100,77599283,242025,47053331,2144329,362533432,176912892,1,12429
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,10,0,98,78267013,241110,47429053,2165235,365810296,177139731,1,12431
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,11,0,98,78287400,236634,47440967,2166403,365903042,178050044,1,12430
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,12,0,100,77568619,238062,47034158,2145965,362405219,176514649,1,12429
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,13,0,98,78243171,240231,47414643,2166647,365693670,177639551,1,12429
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,14,0,99,77968186,230817,47247976,2157157,364414940,176840740,1,12430
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,15,0,98,78229689,244894,47406093,2166498,365627221,178014086,2,12430
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,16,0,98,78221089,230200,47401585,2167290,365594850,178630139,1,12431
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,17,0,98,78216893,238815,47398982,2163810,365566257,177473913,1,12431
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,18,0,98,78280479,241377,47436977,2165499,365864264,177380202,1,12429
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,19,0,98,78233017,242467,47409079,2163086,365652401,177394915,1,12428
unroll_v5,unroll,conv_unroll_v5,2048,2048,3,1234,20,0,100,77572618,241670,47035700,2145599,362419760,176517293,0,12427
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,1,0,99,309713110,992934,187620817,8564419,1448374946,713695922,1,49303
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,2,0,100,308786052,986744,187061698,8536329,1443812910,706440003,2,49301
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,3,0,99,309605304,976101,187529338,8549528,1447783531,710121593,4,49303
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,4,0,99,309091645,984039,187241175,8550786,1445266884,708396613,3,49302
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,5,0,99,309574292,1015780,187513813,8551460,1447666083,708472020,1,49301
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,6,0,99,309588499,1012454,187523350,8563394,1447718903,708644043,1,49299
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,7,0,99,309316377,954583,187357490,8538722,1446455426,707127397,2,49300
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,8,0,99,309504466,1002957,187474720,8561394,1447330549,709057963,3,49301
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,9,0,99,309306189,967106,187353695,8555175,1446405417,707748179,2,49302
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,10,0,99,309523320,990690,187483970,8551608,1447418878,708318972,2,49301
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,11,0,99,309577855,1013568,187517132,8556084,1447672709,708634003,2,49302
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,12,0,99,309373257,1014000,187393377,8548542,1446710798,707961886,3,49303
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,13,0,99,309285585,971271,187341483,8542595,1446290805,708712308,4,49303
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,14,0,99,309509835,963742,187473792,8546530,1447357118,708822539,1,49303
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,15,0,99,309566445,1019003,187510171,8551529,1447624053,708958435,1,49301
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,16,0,99,309293836,975687,187344826,8542582,1446321130,708464986,6,49300
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,17,0,99,309615384,988720,187551669,8549384,1447886265,707738804,2,49302
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,18,0,99,309061297,987429,187233243,8542328,1445203606,708349726,3,49302
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,19,0,99,309360552,977974,187390324,8551330,1446671684,707472006,1,49298
unroll_v5,unroll,conv_unroll_v5,4096,4096,3,1234,20,0,99,309593502,1055361,187530553,8550237,1447763164,708789072,2,49303
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,1,0,99,1235253587,4325210,748483342,34126642,5778883511,2836115627,5,196773
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,2,0,100,1234512355,4416891,748088459,34110780,5775389719,2823902860,7,196772
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,3,0,99,1235291132,4374629,748526820,34128349,5779160541,2829925597,9,196773
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,4,0,99,1235261465,4567300,748507867,34105454,5779054150,2830693086,6,196774
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,5,0,99,1235273509,4397376,748519223,34118408,5779109620,2824963388,5,196776
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,6,0,99,1235335076,4379576,748561815,34091949,5779410647,2826560259,5,196775
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,7,0,99,1235069032,4443641,748402023,34055592,5778146661,2825412744,6,196773
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,8,0,99,1234866651,4394270,748265027,34083685,5777217615,2821903767,8,196774
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,9,0,99,1235227519,4353051,748484165,34076091,5778898123,2828273240,5,196775
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,10,0,99,1235010330,4397336,748366413,34101109,5777909313,2826657515,6,196773
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,11,0,99,1234934563,4402632,748314583,34124985,5777547004,2821860212,5,196775
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,12,0,99,1235198607,4539860,748477143,34100589,5778787169,2828009333,8,196773
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,13,0,99,1234918387,4362141,748303390,34094971,5777470493,2826216896,11,196773
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,14,0,99,1235290223,4459893,748535347,34098660,5779215311,2820005675,4,196774
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,15,0,99,1235194532,4369602,748470876,34087697,5778765200,2822214764,4,196774
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,16,0,99,1235041654,4479930,748386634,34121293,5778013906,2837119268,10,196773
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,17,0,99,1235252701,4417085,748502539,34104874,5779023058,2821329392,6,196774
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,18,0,99,1235252854,4501917,748510080,34126257,5779010993,2827844597,7,196774
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,19,0,99,1235289116,4417634,748537815,34076206,5779212354,2830246595,4,196770
unroll_v5,unroll,conv_unroll_v5,8192,8192,3,1234,20,0,99,1235269398,4368279,748517152,34091220,5779105717,2816196282,4,196773
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,1,0,99,4938961591,32049523,2994281737,136352267,23115628689,11275200539,20,786631
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,2,0,99,4938499822,32404955,2993907659,136276875,23112998029,11288016337,23,786630
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,3,0,99,4938801951,32408127,2994071142,136244332,23114388268,11289150668,17,786630
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,4,0,99,4938697489,32091829,2994003012,136354035,23113922732,11286666138,21,786630
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,5,0,99,4938376315,31969203,2993806150,136301053,23112463154,11286969581,18,786630
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,6,0,99,4938724996,32406911,2994032972,136262867,23114080799,11276366080,23,786631
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,7,0,99,4938735585,32273371,2994039777,136308296,23114126028,11294634441,18,786630
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,8,0,99,4938850248,32111995,2994124787,136224114,23114668592,11293344680,15,786631
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,9,0,99,4938716303,32598584,2994057209,136297411,23113945352,11292495546,25,786628
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,10,0,99,4938888308,32085229,2994147236,136299152,23114928004,11306397509,17,786627
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,11,0,99,4938600262,32129987,2993974191,136205660,23113468693,11285752702,24,786627
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,12,0,99,4938711034,32239306,2994007087,136245375,23113994479,11277053448,18,786630
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,13,0,99,4938779251,32195291,2994064174,136311593,23114355481,11288801153,19,786630
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,14,0,99,4938485534,32623052,2993884485,136226568,23112959277,11292096173,19,786631
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,15,0,99,4938773206,32855821,2994087457,136328921,23114271942,11310062100,26,786630
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,16,0,99,4938496417,32675839,2993910801,136405067,23113019223,11295785828,20,786628
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,17,0,99,4938751781,32107841,2994073616,136296727,23114195759,11310732023,27,786628
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,18,0,99,4938449140,31995369,2993848865,136424965,23112761940,11285188418,21,786629
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,19,0,99,4938208513,32255593,2993724822,136298472,23111478188,11289300531,23,786630
unroll_v5,unroll,conv_unroll_v5,16384,16384,3,1234,20,0,99,4938532469,32277533,2993922262,136267002,23113205211,11293918946,22,786630
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,1,0,67,531137,12813,419417,15183,2396638,2180565,1,140
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,2,0,57,626654,15081,494140,17558,2829014,2507885,1,142
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,3,0,67,532362,15165,419785,15116,2401224,1992853,1,143
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,4,0,53,673501,16125,531539,18970,3040666,2715575,1,145
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,5,0,100,589182,14805,450014,16412,2557386,2309376,1,141
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,6,0,55,649256,16713,512315,18549,2928546,2498752,1,142
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,7,0,55,649569,16563,512111,18589,2933339,2561305,1,142
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,8,0,56,634834,16590,500579,18132,2865773,2620250,1,144
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,9,0,60,589718,16523,466255,16726,2663922,2536932,1,142
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,10,0,59,607904,15632,480476,17273,2743906,2602624,1,143
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,11,0,58,619506,15250,488959,17749,2798114,2527377,1,142
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,12,0,100,598004,17185,455230,16796,2596937,2466240,1,142
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,13,0,57,622817,17344,491406,17696,2812310,2424408,1,141
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,14,0,52,674864,16163,533530,18379,3046498,2930189,1,143
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,15,0,100,594996,14057,453884,15113,2582672,2300838,1,143
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,16,0,55,640366,16144,505363,18401,2889351,2403461,1,143
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,17,0,56,635683,15144,501837,14762,2867933,2155575,1,143
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,18,0,55,645789,14692,509209,14482,2915595,2277726,1,143
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,19,0,48,725938,16928,572897,17541,3278648,3466692,1,141
simd128_v2,simd,conv_simd128_v2,64,64,3,1234,20,0,56,633064,14418,499134,14289,2855778,2341433,1,144
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,1,0,59,859949,13855,736699,23823,4436743,3000326,1,179
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,2,0,60,849839,14187,725780,24692,4382554,3023697,1,178
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,3,0,63,814798,13349,696236,22107,4200334,2784324,1,179
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,4,0,95,770617,14963,630672,20974,3730391,2805053,2,180
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,5,0,84,799365,15513,657618,22616,3918086,2771985,2,177
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,6,0,61,832236,14014,712551,23194,4290964,2863514,1,179
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,7,0,63,810755,13798,692026,24134,4184756,2887254,1,175
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,8,0,60,861798,14407,736227,24844,4441252,3222858,1,179
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,9,0,62,825219,14164,705329,24647,4253573,2790475,1,177
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,10,0,79,739223,12662,623764,21416,3727401,2576788,2,175
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,11,0,62,818818,13505,701394,24801,4225363,2968616,1,178
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,12,0,62,819715,13837,701478,24106,4232579,2841815,1,175
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,13,0,94,764386,14884,626761,21478,3711256,2799943,2,176
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,14,0,62,818923,13850,700825,24605,4224998,2737783,1,179
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,15,0,61,832698,13818,713523,23330,4297854,2802367,1,177
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,16,0,100,753203,14480,612709,21652,3630036,2742897,1,179
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,17,0,63,813585,13730,694481,22591,4192034,2770945,1,179
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,18,0,61,827466,13579,709052,22750,4271859,2737997,1,176
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,19,0,60,842668,14204,721269,24985,4351729,2861453,1,178
simd128_v2,simd,conv_simd128_v2,128,128,3,1234,20,0,100,751536,14597,611907,21176,3621921,2681558,1,180
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,1,0,82,1396092,14062,1310474,51185,8322760,4543443,1,326
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,2,0,78,1460161,13601,1371100,52141,8704620,4845253,1,327
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,3,0,77,1488225,15141,1396115,51763,8864411,4745257,1,327
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,4,0,78,1471084,14340,1380820,51584,8768069,4637840,1,327
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,5,0,73,1564293,16725,1468165,55788,9318202,5129190,1,327
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,6,0,77,1488884,15212,1396675,54482,8851468,4908405,2,324
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,7,0,78,1458062,13344,1368784,51526,8694618,4814217,1,325
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,8,0,84,1509372,16415,1384489,49652,8710647,4960085,1,327
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,9,0,84,1469993,16040,1355445,50428,8549028,4878438,2,328
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,10,0,78,1469132,14447,1379318,51724,8753640,4646784,1,326
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,11,0,77,1480599,15220,1387726,52924,8813211,4822154,1,327
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,12,0,100,1386205,17265,1249645,47089,7815696,4807814,1,326
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,13,0,78,1454636,13477,1365741,53487,8672954,4667013,1,325
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,14,0,72,1580417,15698,1482602,55483,9410830,5039965,1,325
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,15,0,76,1513014,14800,1420820,53330,9016410,4791651,1,324
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,16,0,100,1389278,17233,1252464,45533,7830283,4620384,1,325
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,17,0,75,1522852,13830,1429677,55085,9074666,4896216,1,327
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,18,0,77,1478486,14426,1387942,51768,8808014,4716775,1,328
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,19,0,74,1543680,14715,1448932,54810,9199264,4928001,1,328
simd128_v2,simd,conv_simd128_v2,256,256,3,1234,20,0,77,1472160,13824,1381958,51145,8777678,4630434,1,323
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,1,0,90,4022082,25707,3970884,155000,25839470,12328194,1,902
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,2,0,91,3992556,26201,3941559,155646,25649238,12191488,1,903
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,3,0,100,3894251,30064,3782736,148542,24468269,12506190,1,905
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,4,0,91,4000917,26273,3951228,154078,25710551,11969603,1,903
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,5,0,91,3979488,24495,3929830,152849,25576315,12056220,1,904
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,6,0,90,4041150,27459,3990321,155400,25963315,12485138,1,903
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,7,0,91,4002652,25296,3952146,154665,25720509,12305399,1,902
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,8,0,91,3989946,25064,3939955,156966,25635226,12235263,1,903
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,9,0,91,4003212,25900,3952872,153959,25726839,12283178,1,904
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,10,0,100,3896748,31647,3784241,148176,24476755,12322904,1,905
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,11,0,100,3894426,31343,3782675,149534,24467199,11970705,1,902
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,12,0,91,4015303,26137,3965452,156030,25806759,12162882,1,901
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,13,0,91,4001171,26618,3950527,155984,25706210,12200032,1,903
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,14,0,91,4013128,25964,3962407,156168,25781705,12271641,1,906
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,15,0,91,3992863,25859,3943222,156081,25659526,12387563,1,901
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,16,0,93,3960738,26708,3898347,156915,25327178,12686421,2,901
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,17,0,91,4008764,27051,3958678,156036,25759020,12364386,1,901
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,18,0,90,4026191,27121,3975301,157643,25872033,12478585,1,902
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,19,0,100,3893270,30354,3782198,148851,24464737,12042089,1,902
simd128_v2,simd,conv_simd128_v2,512,512,3,1234,20,0,91,3992642,27018,3942798,155643,25658416,12192104,1,900
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,1,0,98,14072461,67311,14093492,554553,92339869,43156165,1,3210
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,2,0,96,14149722,65132,14204739,559220,93147160,43699964,1,3210
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,3,0,96,14164318,62504,14220372,560079,93255272,44185406,1,3211
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,4,0,97,14070785,60645,14126132,556901,92636138,43501388,1,3208
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,5,0,96,14128291,61845,14184133,559913,93018804,43607310,1,3208
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,6,0,96,14189713,61408,14244314,560738,93414943,43464076,1,3208
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,7,0,99,13969958,65168,13965856,551281,91435340,43752527,2,3211
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,8,0,97,14001359,62014,14052185,553675,92155620,43230029,1,3211
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,9,0,99,13941278,64474,13929098,547629,91191046,43233729,2,3208
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,10,0,96,14127005,63375,14180431,559143,92991106,43801091,1,3209
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,11,0,97,14115305,60346,14146100,558959,92697927,44793344,3,3207
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,12,0,96,14137631,58508,14191171,559717,93068780,44353456,1,3209
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,13,0,96,14148985,62468,14204946,560855,93153707,43998928,1,3206
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,14,0,99,13934078,65579,13919262,548375,91117967,45387325,2,3211
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,15,0,96,14179586,61088,14234793,561611,93350165,44147130,1,3210
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,16,0,97,14074222,58606,14127795,558467,92649460,43995460,1,3209
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,17,0,96,14209332,65650,14262977,562264,93535903,44721279,1,3210
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,18,0,96,14140757,63223,14195048,560263,93086641,43715199,1,3209
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,19,0,96,14149429,65362,14203326,560556,93144272,43813190,1,3208
simd128_v2,simd,conv_simd128_v2,1024,1024,3,1234,20,0,96,14154380,63144,14210650,564028,93189915,43764868,1,3210
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,1,0,98,54467257,239769,54941051,2174114,361048435,169853622,2,12428
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,2,0,98,54382774,254962,54858107,2166026,360506478,169522962,1,12432
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,3,0,99,54320884,239275,54783011,2163642,359962277,169806806,2,12428
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,4,0,98,54392790,244201,54859181,2168824,360480279,169573048,2,12431
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,5,0,98,54422680,239848,54896940,2170038,360761375,170172132,1,12428
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,6,0,98,54409456,232456,54884788,2174994,360677919,173001875,1,12430
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,7,0,98,54552322,241472,55027035,2172177,361612935,170036986,1,12430
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,8,0,99,54202939,237167,54675383,2159193,359306947,169036900,1,12427
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,9,0,99,54217312,248405,54690323,2157761,359402011,168974441,2,12429
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,10,0,100,53975810,240739,54377972,2146969,357186238,168626294,1,12431
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,11,0,98,54384745,252917,54860867,2163706,360524875,169422323,1,12431
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,12,0,98,54388931,268776,54865724,2174746,360554282,170191418,1,12429
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,13,0,98,54384413,233616,54860559,2170023,360518762,170174741,1,12431
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,14,0,99,54157035,238903,54628555,2157557,358996859,169094758,1,12430
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,15,0,98,54397385,244119,54873120,2167108,360603865,170501123,1,12430
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,16,0,98,54375390,257295,54850438,2165495,360454195,169888793,1,12432
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,17,0,99,54233721,234363,54707793,2162642,359517123,169524435,2,12430
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,18,0,99,54054174,249126,54466196,2149587,357783408,168873861,2,12430
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,19,0,99,54313271,244514,54774691,2167026,359910444,170154134,2,12431
simd128_v2,simd,conv_simd128_v2,2048,2048,3,1234,20,0,99,54193665,243996,54665423,2158078,359239898,169231211,1,12430
simd128_v2,simd,conv_simd128_v2,4096,4096,3,1234,1,0,99,214878451,1013962,216946436,8547684,1426460654,678389939,4,49302
simd128_v2,simd,conv_simd128_v2,4096,4096,3,1234,2,0,99,214734252,1008417,216818455,8545924,1425609265,677223081,2,49302
simd128_v2,simd,conv_simd128_v2,4096,4096,3,1234,3,0,99,214889853,990703,216982787,8549242,1426700095,674402174,1,49299
simd128_v2,simd,conv_simd128_v2,4096,4096,3,1234,4,0,99,214702727,1005172,216784357,8542488,1425380740,675742186,2,49302
simd128_v2,simd,conv_simd128_v2,4096,4096,3,1234,5,0,99,214642314,1018933,216733209,8539470,1425057868,675184176,1,49300
simd128_v2,simd,conv_simd128_v2,4096,4096,3,1234,6,0,99,214891956,993939,216977489,8563667,1426666709,675429177,3,49304
simd128_v2,simd,conv_simd128_v2,4096,4096,3,1234,7,0,99,214954882,993063,217042362,8552518,1427092793,673863245,3,49299
simd128_v2,simd,conv_simd128_v2,4096,4096,3,1234,8,0,99,214690155,1039075,216772974,8562809,1425320169,676884100,2,49304
