label,stage,variant,H,W,K,seed,rep,event,value,unit,counter_runtime_ns,pct_enabled
calibration,calibration,default,64,64,3,1234,1,L1-dcache-loads,591749,,939816,56
calibration,calibration,default,64,64,3,1234,1,L1-dcache-load-misses,16542,,939816,56
calibration,calibration,default,64,64,3,1234,1,branch-instructions,468327,,939816,56
calibration,calibration,default,64,64,3,1234,1,branch-misses,18118,,939816,56
calibration,calibration,default,64,64,3,1234,1,instructions,2682218,,939816,56
calibration,calibration,default,64,64,3,1234,1,cpu-cycles,2768517,,939816,56
calibration,calibration,default,64,64,3,1234,1,context-switches,1,,1651971,100
calibration,calibration,default,64,64,3,1234,1,page-faults,139,,1651971,100
calibration,calibration,default,64,64,3,1234,2,L1-dcache-loads,584885,,1097507,100
calibration,calibration,default,64,64,3,1234,2,L1-dcache-load-misses,14723,,1097507,100
calibration,calibration,default,64,64,3,1234,2,branch-instructions,445244,,1097507,100
calibration,calibration,default,64,64,3,1234,2,branch-misses,15241,,1097507,100
calibration,calibration,default,64,64,3,1234,2,instructions,2535589,,1097507,100
calibration,calibration,default,64,64,3,1234,2,cpu-cycles,2278099,,1097507,100
calibration,calibration,default,64,64,3,1234,2,context-switches,2,,1097507,100
calibration,calibration,default,64,64,3,1234,2,page-faults,141,,1097507,100
calibration,calibration,default,64,64,3,1234,3,L1-dcache-loads,618738,,633607,53
calibration,calibration,default,64,64,3,1234,3,L1-dcache-load-misses,14848,,633607,53
calibration,calibration,default,64,64,3,1234,3,branch-instructions,490936,,633607,53
calibration,calibration,default,64,64,3,1234,3,branch-misses,15640,,633607,53
calibration,calibration,default,64,64,3,1234,3,instructions,2805846,,633607,53
calibration,calibration,default,64,64,3,1234,3,cpu-cycles,2221547,,633607,53
calibration,calibration,default,64,64,3,1234,3,context-switches,1,,1189234,100
calibration,calibration,default,64,64,3,1234,3,page-faults,139,,1189234,100
calibration,calibration,default,64,64,3,1234,4,L1-dcache-loads,599677,,663459,55
calibration,calibration,default,64,64,3,1234,4,L1-dcache-load-misses,14918,,663459,55
calibration,calibration,default,64,64,3,1234,4,branch-instructions,474883,,663459,55
calibration,calibration,default,64,64,3,1234,4,branch-misses,14644,,663459,55
calibration,calibration,default,64,64,3,1234,4,instructions,2718516,,663459,55
calibration,calibration,default,64,64,3,1234,4,cpu-cycles,2152208,,663459,55
calibration,calibration,default,64,64,3,1234,4,context-switches,1,,1195243,100
calibration,calibration,default,64,64,3,1234,4,page-faults,141,,1195243,100
calibration,calibration,default,64,64,3,1234,5,L1-dcache-loads,564542,,1107651,100
calibration,calibration,default,64,64,3,1234,5,L1-dcache-load-misses,13701,,1107651,100
calibration,calibration,default,64,64,3,1234,5,branch-instructions,431396,,1107651,100
calibration,calibration,default,64,64,3,1234,5,branch-misses,13014,,1107651,100
calibration,calibration,default,64,64,3,1234,5,instructions,2451565,,1107651,100
calibration,calibration,default,64,64,3,1234,5,cpu-cycles,2064048,,1107651,100
calibration,calibration,default,64,64,3,1234,5,context-switches,1,,1107651,100
calibration,calibration,default,64,64,3,1234,5,page-faults,139,,1107651,100
calibration,calibration,default,64,64,3,1234,6,L1-dcache-loads,615916,,673713,54
calibration,calibration,default,64,64,3,1234,6,L1-dcache-load-misses,15078,,673713,54
calibration,calibration,default,64,64,3,1234,6,branch-instructions,487785,,673713,54
calibration,calibration,default,64,64,3,1234,6,branch-misses,15893,,673713,54
calibration,calibration,default,64,64,3,1234,6,instructions,2791945,,673713,54
calibration,calibration,default,64,64,3,1234,6,cpu-cycles,2264218,,673713,54
calibration,calibration,default,64,64,3,1234,6,context-switches,1,,1245085,100
calibration,calibration,default,64,64,3,1234,6,page-faults,139,,1245085,100
calibration,calibration,default,64,64,3,1234,7,L1-dcache-loads,564798,,1081830,100
calibration,calibration,default,64,64,3,1234,7,L1-dcache-load-misses,14142,,1081830,100
calibration,calibration,default,64,64,3,1234,7,branch-instructions,431466,,1081830,100
calibration,calibration,default,64,64,3,1234,7,branch-misses,12759,,1081830,100
calibration,calibration,default,64,64,3,1234,7,instructions,2455172,,1081830,100
calibration,calibration,default,64,64,3,1234,7,cpu-cycles,1988604,,1081830,100
calibration,calibration,default,64,64,3,1234,7,context-switches,1,,1081830,100
calibration,calibration,default,64,64,3,1234,7,page-faults,136,,1081830,100
calibration,calibration,default,64,64,3,1234,8,L1-dcache-loads,568415,,1368000,100
calibration,calibration,default,64,64,3,1234,8,L1-dcache-load-misses,13758,,1368000,100
calibration,calibration,default,64,64,3,1234,8,branch-instructions,434462,,1368000,100
calibration,calibration,default,64,64,3,1234,8,branch-misses,13573,,1368000,100
calibration,calibration,default,64,64,3,1234,8,instructions,2468311,,1368000,100
calibration,calibration,default,64,64,3,1234,8,cpu-cycles,2147060,,1368000,100
calibration,calibration,default,64,64,3,1234,8,context-switches,1,,1368000,100
calibration,calibration,default,64,64,3,1234,8,page-faults,141,,1368000,100
calibration,calibration,default,64,64,3,1234,9,L1-dcache-loads,619253,,636266,53
calibration,calibration,default,64,64,3,1234,9,L1-dcache-load-misses,14992,,636266,53
calibration,calibration,default,64,64,3,1234,9,branch-instructions,490838,,636266,53
calibration,calibration,default,64,64,3,1234,9,branch-misses,15254,,636266,53
calibration,calibration,default,64,64,3,1234,9,instructions,2809910,,636266,53
calibration,calibration,default,64,64,3,1234,9,cpu-cycles,2224261,,636266,53
calibration,calibration,default,64,64,3,1234,9,context-switches,1,,1191500,100
calibration,calibration,default,64,64,3,1234,9,page-faults,140,,1191500,100
calibration,calibration,default,64,64,3,1234,10,L1-dcache-loads,566799,,1120294,100
calibration,calibration,default,64,64,3,1234,10,L1-dcache-load-misses,14021,,1120294,100
calibration,calibration,default,64,64,3,1234,10,branch-instructions,432788,,1120294,100
calibration,calibration,default,64,64,3,1234,10,branch-misses,14734,,1120294,100
calibration,calibration,default,64,64,3,1234,10,instructions,2462629,,1120294,100
calibration,calibration,default,64,64,3,1234,10,cpu-cycles,2089216,,1120294,100
calibration,calibration,default,64,64,3,1234,10,context-switches,1,,1120294,100
calibration,calibration,default,64,64,3,1234,10,page-faults,138,,1120294,100
calibration,calibration,default,64,64,3,1234,11,L1-dcache-loads,566396,,1090266,100
calibration,calibration,default,64,64,3,1234,11,L1-dcache-load-misses,13704,,1090266,100
calibration,calibration,default,64,64,3,1234,11,branch-instructions,432549,,1090266,100
calibration,calibration,default,64,64,3,1234,11,branch-misses,12738,,1090266,100
calibration,calibration,default,64,64,3,1234,11,instructions,2462535,,1090266,100
calibration,calibration,default,64,64,3,1234,11,cpu-cycles,2031603,,1090266,100
calibration,calibration,default,64,64,3,1234,11,context-switches,1,,1090266,100
calibration,calibration,default,64,64,3,1234,11,page-faults,138,,1090266,100
calibration,calibration,default,64,64,3,1234,12,L1-dcache-loads,630248,,627664,52
calibration,calibration,default,64,64,3,1234,12,L1-dcache-load-misses,15218,,627664,52
calibration,calibration,default,64,64,3,1234,12,branch-instructions,500109,,627664,52
calibration,calibration,default,64,64,3,1234,12,branch-misses,14852,,627664,52
calibration,calibration,default,64,64,3,1234,12,instructions,2855929,,627664,52
calibration,calibration,default,64,64,3,1234,12,cpu-cycles,2229146,,627664,52
calibration,calibration,default,64,64,3,1234,12,context-switches,1,,1191667,100
calibration,calibration,default,64,64,3,1234,12,page-faults,141,,1191667,100
calibration,calibration,default,64,64,3,1234,13,L1-dcache-loads,568092,,1104277,100
calibration,calibration,default,64,64,3,1234,13,L1-dcache-load-misses,13664,,1104277,100
calibration,calibration,default,64,64,3,1234,13,branch-instructions,433456,,1104277,100
calibration,calibration,default,64,64,3,1234,13,branch-misses,13116,,1104277,100
calibration,calibration,default,64,64,3,1234,13,instructions,2470899,,1104277,100
calibration,calibration,default,64,64,3,1234,13,cpu-cycles,2057407,,1104277,100
calibration,calibration,default,64,64,3,1234,13,context-switches,1,,1104277,100
calibration,calibration,default,64,64,3,1234,13,page-faults,139,,1104277,100
calibration,calibration,default,64,64,3,1234,14,L1-dcache-loads,568583,,1213362,100
calibration,calibration,default,64,64,3,1234,14,L1-dcache-load-misses,13802,,1213362,100
calibration,calibration,default,64,64,3,1234,14,branch-instructions,434466,,1213362,100
calibration,calibration,default,64,64,3,1234,14,branch-misses,13074,,1213362,100
calibration,calibration,default,64,64,3,1234,14,instructions,2468903,,1213362,100
calibration,calibration,default,64,64,3,1234,14,cpu-cycles,2106513,,1213362,100
calibration,calibration,default,64,64,3,1234,14,context-switches,1,,1213362,100
calibration,calibration,default,64,64,3,1234,14,page-faults,140,,1213362,100
calibration,calibration,default,64,64,3,1234,15,L1-dcache-loads,569603,,1132120,100
calibration,calibration,default,64,64,3,1234,15,L1-dcache-load-misses,14067,,1132120,100
calibration,calibration,default,64,64,3,1234,15,branch-instructions,435015,,1132120,100
calibration,calibration,default,64,64,3,1234,15,branch-misses,13694,,1132120,100
calibration,calibration,default,64,64,3,1234,15,instructions,2474523,,1132120,100
calibration,calibration,default,64,64,3,1234,15,cpu-cycles,2066734,,1132120,100
calibration,calibration,default,64,64,3,1234,15,context-switches,1,,1132120,100
calibration,calibration,default,64,64,3,1234,15,page-faults,139,,1132120,100
calibration,calibration,default,64,64,3,1234,16,L1-dcache-loads,570779,,1091985,100
calibration,calibration,default,64,64,3,1234,16,L1-dcache-load-misses,14150,,1091985,100
calibration,calibration,default,64,64,3,1234,16,branch-instructions,435675,,1091985,100
calibration,calibration,default,64,64,3,1234,16,branch-misses,15727,,1091985,100
calibration,calibration,default,64,64,3,1234,16,instructions,2479791,,1091985,100
calibration,calibration,default,64,64,3,1234,16,cpu-cycles,2143500,,1091985,100
calibration,calibration,default,64,64,3,1234,16,context-switches,1,,1091985,100
calibration,calibration,default,64,64,3,1234,16,page-faults,139,,1091985,100
calibration,calibration,default,64,64,3,1234,17,L1-dcache-loads,569778,,1190538,100
calibration,calibration,default,64,64,3,1234,17,L1-dcache-load-misses,14080,,1190538,100
calibration,calibration,default,64,64,3,1234,17,branch-instructions,435351,,1190538,100
calibration,calibration,default,64,64,3,1234,17,branch-misses,13929,,1190538,100
calibration,calibration,default,64,64,3,1234,17,instructions,2474073,,1190538,100
calibration,calibration,default,64,64,3,1234,17,cpu-cycles,2078703,,1190538,100
calibration,calibration,default,64,64,3,1234,17,context-switches,1,,1190538,100
calibration,calibration,default,64,64,3,1234,17,page-faults,140,,1190538,100
calibration,calibration,default,64,64,3,1234,18,L1-dcache-loads,567648,,1097751,100
calibration,calibration,default,64,64,3,1234,18,L1-dcache-load-misses,13905,,1097751,100
calibration,calibration,default,64,64,3,1234,18,branch-instructions,433667,,1097751,100
calibration,calibration,default,64,64,3,1234,18,branch-misses,12915,,1097751,100
calibration,calibration,default,64,64,3,1234,18,instructions,2466644,,1097751,100
calibration,calibration,default,64,64,3,1234,18,cpu-cycles,2006589,,1097751,100
calibration,calibration,default,64,64,3,1234,18,context-switches,1,,1097751,100
calibration,calibration,default,64,64,3,1234,18,page-faults,139,,1097751,100
calibration,calibration,default,64,64,3,1234,19,L1-dcache-loads,566622,,1030646,100
calibration,calibration,default,64,64,3,1234,19,L1-dcache-load-misses,13874,,1030646,100
calibration,calibration,default,64,64,3,1234,19,branch-instructions,432773,,1030646,100
calibration,calibration,default,64,64,3,1234,19,branch-misses,13874,,1030646,100
calibration,calibration,default,64,64,3,1234,19,instructions,2462503,,1030646,100
calibration,calibration,default,64,64,3,1234,19,cpu-cycles,2022509,,1030646,100
calibration,calibration,default,64,64,3,1234,19,context-switches,1,,1030646,100
calibration,calibration,default,64,64,3,1234,19,page-faults,138,,1030646,100
calibration,calibration,default,64,64,3,1234,20,L1-dcache-loads,718092,,330397,46
calibration,calibration,default,64,64,3,1234,20,L1-dcache-load-misses,17530,,330397,46
calibration,calibration,default,64,64,3,1234,20,branch-instructions,569273,,330397,46
calibration,calibration,default,64,64,3,1234,20,branch-misses,17846,,330397,46
calibration,calibration,default,64,64,3,1234,20,instructions,3256782,,330397,46
calibration,calibration,default,64,64,3,1234,20,cpu-cycles,2673063,,330397,46
calibration,calibration,default,64,64,3,1234,20,context-switches,1,,716817,100
calibration,calibration,default,64,64,3,1234,20,page-faults,139,,716817,100
calibration,calibration,default,128,128,3,1234,1,L1-dcache-loads,696601,,810596,60
calibration,calibration,default,128,128,3,1234,1,L1-dcache-load-misses,13616,,810596,60
calibration,calibration,default,128,128,3,1234,1,branch-instructions,611687,,810596,60
calibration,calibration,default,128,128,3,1234,1,branch-misses,25259,,810596,60
calibration,calibration,default,128,128,3,1234,1,instructions,3728254,,810596,60
calibration,calibration,default,128,128,3,1234,1,cpu-cycles,2648191,,810596,60
calibration,calibration,default,128,128,3,1234,1,context-switches,1,,1343721,100
calibration,calibration,default,128,128,3,1234,1,page-faults,160,,1343721,100
calibration,calibration,default,128,128,3,1234,2,L1-dcache-loads,690948,,884982,61
calibration,calibration,default,128,128,3,1234,2,L1-dcache-load-misses,13736,,884982,61
calibration,calibration,default,128,128,3,1234,2,branch-instructions,605289,,884982,61
calibration,calibration,default,128,128,3,1234,2,branch-misses,24166,,884982,61
calibration,calibration,default,128,128,3,1234,2,instructions,3691444,,884982,61
calibration,calibration,default,128,128,3,1234,2,cpu-cycles,2703963,,884982,61
calibration,calibration,default,128,128,3,1234,2,context-switches,1,,1442441,100
calibration,calibration,default,128,128,3,1234,2,page-faults,164,,1442441,100
calibration,calibration,default,128,128,3,1234,3,L1-dcache-loads,668928,,969574,63
calibration,calibration,default,128,128,3,1234,3,L1-dcache-load-misses,13679,,969574,63
calibration,calibration,default,128,128,3,1234,3,branch-instructions,586482,,969574,63
calibration,calibration,default,128,128,3,1234,3,branch-misses,23796,,969574,63
calibration,calibration,default,128,128,3,1234,3,instructions,3579038,,969574,63
calibration,calibration,default,128,128,3,1234,3,cpu-cycles,2565191,,969574,63
calibration,calibration,default,128,128,3,1234,3,context-switches,1,,1533478,100
calibration,calibration,default,128,128,3,1234,3,page-faults,161,,1533478,100
calibration,calibration,default,128,128,3,1234,4,L1-dcache-loads,657561,,1548358,100
calibration,calibration,default,128,128,3,1234,4,L1-dcache-load-misses,14215,,1548358,100
calibration,calibration,default,128,128,3,1234,4,branch-instructions,540527,,1548358,100
calibration,calibration,default,128,128,3,1234,4,branch-misses,21614,,1548358,100
calibration,calibration,default,128,128,3,1234,4,instructions,3216687,,1548358,100
calibration,calibration,default,128,128,3,1234,4,cpu-cycles,2565514,,1548358,100
calibration,calibration,default,128,128,3,1234,4,context-switches,1,,1548358,100
calibration,calibration,default,128,128,3,1234,4,page-faults,162,,1548358,100
calibration,calibration,default,128,128,3,1234,5,L1-dcache-loads,657204,,1366342,100
calibration,calibration,default,128,128,3,1234,5,L1-dcache-load-misses,14353,,1366342,100
calibration,calibration,default,128,128,3,1234,5,branch-instructions,540154,,1366342,100
calibration,calibration,default,128,128,3,1234,5,branch-misses,20061,,1366342,100
calibration,calibration,default,128,128,3,1234,5,instructions,3216304,,1366342,100
calibration,calibration,default,128,128,3,1234,5,cpu-cycles,2513948,,1366342,100
calibration,calibration,default,128,128,3,1234,5,context-switches,1,,1366342,100
calibration,calibration,default,128,128,3,1234,5,page-faults,162,,1366342,100
calibration,calibration,default,128,128,3,1234,6,L1-dcache-loads,688001,,858741,61
calibration,calibration,default,128,128,3,1234,6,L1-dcache-load-misses,13746,,858741,61
calibration,calibration,default,128,128,3,1234,6,branch-instructions,603453,,858741,61
calibration,calibration,default,128,128,3,1234,6,branch-misses,26659,,858741,61
calibration,calibration,default,128,128,3,1234,6,instructions,3678491,,858741,61
calibration,calibration,default,128,128,3,1234,6,cpu-cycles,2669168,,858741,61
calibration,calibration,default,128,128,3,1234,6,context-switches,1,,1399962,100
calibration,calibration,default,128,128,3,1234,6,page-faults,164,,1399962,100
calibration,calibration,default,128,128,3,1234,7,L1-dcache-loads,671167,,1346293,98
calibration,calibration,default,128,128,3,1234,7,L1-dcache-load-misses,15262,,1346293,98
calibration,calibration,default,128,128,3,1234,7,branch-instructions,551368,,1346293,98
calibration,calibration,default,128,128,3,1234,7,branch-misses,22395,,1346293,98
calibration,calibration,default,128,128,3,1234,7,instructions,3282183,,1346293,98
calibration,calibration,default,128,128,3,1234,7,cpu-cycles,2597570,,1346293,98
calibration,calibration,default,128,128,3,1234,7,context-switches,2,,1369489,100
calibration,calibration,default,128,128,3,1234,7,page-faults,164,,1369489,100
calibration,calibration,default,128,128,3,1234,8,L1-dcache-loads,659461,,1482389,100
calibration,calibration,default,128,128,3,1234,8,L1-dcache-load-misses,14459,,1482389,100
calibration,calibration,default,128,128,3,1234,8,branch-instructions,542247,,1482389,100
calibration,calibration,default,128,128,3,1234,8,branch-misses,20652,,1482389,100
calibration,calibration,default,128,128,3,1234,8,instructions,3225070,,1482389,100
calibration,calibration,default,128,128,3,1234,8,cpu-cycles,2516503,,1482389,100
calibration,calibration,default,128,128,3,1234,8,context-switches,1,,1482389,100
calibration,calibration,default,128,128,3,1234,8,page-faults,164,,1482389,100
calibration,calibration,default,128,128,3,1234,9,L1-dcache-loads,681351,,1317113,90
calibration,calibration,default,128,128,3,1234,9,L1-dcache-load-misses,14951,,1317113,90
calibration,calibration,default,128,128,3,1234,9,branch-instructions,563896,,1317113,90
calibration,calibration,default,128,128,3,1234,9,branch-misses,21669,,1317113,90
calibration,calibration,default,128,128,3,1234,9,instructions,3368123,,1317113,90
calibration,calibration,default,128,128,3,1234,9,cpu-cycles,2643276,,1317113,90
calibration,calibration,default,128,128,3,1234,9,context-switches,2,,1457880,100
calibration,calibration,default,128,128,3,1234,9,page-faults,163,,1457880,100
calibration,calibration,default,128,128,3,1234,10,L1-dcache-loads,676452,,892522,62
calibration,calibration,default,128,128,3,1234,10,L1-dcache-load-misses,13333,,892522,62
calibration,calibration,default,128,128,3,1234,10,branch-instructions,592819,,892522,62
calibration,calibration,default,128,128,3,1234,10,branch-misses,25209,,892522,62
calibration,calibration,default,128,128,3,1234,10,instructions,3615791,,892522,62
calibration,calibration,default,128,128,3,1234,10,cpu-cycles,2606249,,892522,62
calibration,calibration,default,128,128,3,1234,10,context-switches,1,,1426880,100
calibration,calibration,default,128,128,3,1234,10,page-faults,162,,1426880,100
calibration,calibration,default,128,128,3,1234,11,L1-dcache-loads,668336,,887223,63
calibration,calibration,default,128,128,3,1234,11,L1-dcache-load-misses,13145,,887223,63
calibration,calibration,default,128,128,3,1234,11,branch-instructions,586018,,887223,63
calibration,calibration,default,128,128,3,1234,11,branch-misses,23692,,887223,63
calibration,calibration,default,128,128,3,1234,11,instructions,3576610,,887223,63
calibration,calibration,default,128,128,3,1234,11,cpu-cycles,2567859,,887223,63
calibration,calibration,default,128,128,3,1234,11,context-switches,1,,1407562,100
calibration,calibration,default,128,128,3,1234,11,page-faults,161,,1407562,100
calibration,calibration,default,128,128,3,1234,12,L1-dcache-loads,680346,,975364,62
calibration,calibration,default,128,128,3,1234,12,L1-dcache-load-misses,13657,,975364,62
calibration,calibration,default,128,128,3,1234,12,branch-instructions,595804,,975364,62
calibration,calibration,default,128,128,3,1234,12,branch-misses,25182,,975364,62
calibration,calibration,default,128,128,3,1234,12,instructions,3634906,,975364,62
calibration,calibration,default,128,128,3,1234,12,cpu-cycles,2704180,,975364,62
calibration,calibration,default,128,128,3,1234,12,context-switches,1,,1564395,100
calibration,calibration,default,128,128,3,1234,12,page-faults,163,,1564395,100
calibration,calibration,default,128,128,3,1234,13,L1-dcache-loads,674054,,1497775,62
calibration,calibration,default,128,128,3,1234,13,L1-dcache-load-misses,13647,,1497775,62
calibration,calibration,default,128,128,3,1234,13,branch-instructions,591399,,1497775,62
calibration,calibration,default,128,128,3,1234,13,branch-misses,22855,,1497775,62
calibration,calibration,default,128,128,3,1234,13,instructions,3604415,,1497775,62
calibration,calibration,default,128,128,3,1234,13,cpu-cycles,2886687,,1497775,62
calibration,calibration,default,128,128,3,1234,13,context-switches,1,,2394928,100
calibration,calibration,default,128,128,3,1234,13,page-faults,162,,2394928,100
calibration,calibration,default,128,128,3,1234,14,L1-dcache-loads,658978,,1604210,100
calibration,calibration,default,128,128,3,1234,14,L1-dcache-load-misses,14067,,1604210,100
calibration,calibration,default,128,128,3,1234,14,branch-instructions,541870,,1604210,100
calibration,calibration,default,128,128,3,1234,14,branch-misses,19584,,1604210,100
calibration,calibration,default,128,128,3,1234,14,instructions,3222499,,1604210,100
calibration,calibration,default,128,128,3,1234,14,cpu-cycles,2546217,,1604210,100
calibration,calibration,default,128,128,3,1234,14,context-switches,1,,1604210,100
calibration,calibration,default,128,128,3,1234,14,page-faults,164,,1604210,100
calibration,calibration,default,128,128,3,1234,15,L1-dcache-loads,659247,,1473806,100
calibration,calibration,default,128,128,3,1234,15,L1-dcache-load-misses,14234,,1473806,100
calibration,calibration,default,128,128,3,1234,15,branch-instructions,541823,,1473806,100
calibration,calibration,default,128,128,3,1234,15,branch-misses,19906,,1473806,100
calibration,calibration,default,128,128,3,1234,15,instructions,3224851,,1473806,100
calibration,calibration,default,128,128,3,1234,15,cpu-cycles,2471750,,1473806,100
calibration,calibration,default,128,128,3,1234,15,context-switches,1,,1473806,100
calibration,calibration,default,128,128,3,1234,15,page-faults,165,,1473806,100
calibration,calibration,default,128,128,3,1234,16,L1-dcache-loads,660247,,1327649,100
calibration,calibration,default,128,128,3,1234,16,L1-dcache-load-misses,14434,,1327649,100
calibration,calibration,default,128,128,3,1234,16,branch-instructions,542227,,1327649,100
calibration,calibration,default,128,128,3,1234,16,branch-misses,20339,,1327649,100
calibration,calibration,default,128,128,3,1234,16,instructions,3231021,,1327649,100
calibration,calibration,default,128,128,3,1234,16,cpu-cycles,2440570,,1327649,100
calibration,calibration,default,128,128,3,1234,16,context-switches,1,,1327649,100
calibration,calibration,default,128,128,3,1234,16,page-faults,162,,1327649,100
calibration,calibration,default,128,128,3,1234,17,L1-dcache-loads,657254,,1223965,100
calibration,calibration,default,128,128,3,1234,17,L1-dcache-load-misses,14051,,1223965,100
calibration,calibration,default,128,128,3,1234,17,branch-instructions,540232,,1223965,100
calibration,calibration,default,128,128,3,1234,17,branch-misses,18895,,1223965,100
calibration,calibration,default,128,128,3,1234,17,instructions,3216754,,1223965,100
calibration,calibration,default,128,128,3,1234,17,cpu-cycles,2407102,,1223965,100
calibration,calibration,default,128,128,3,1234,17,context-switches,1,,1223965,100
calibration,calibration,default,128,128,3,1234,17,page-faults,162,,1223965,100
calibration,calibration,default,128,128,3,1234,18,L1-dcache-loads,656250,,1299872,100
calibration,calibration,default,128,128,3,1234,18,L1-dcache-load-misses,14716,,1299872,100
calibration,calibration,default,128,128,3,1234,18,branch-instructions,539792,,1299872,100
calibration,calibration,default,128,128,3,1234,18,branch-misses,20606,,1299872,100
calibration,calibration,default,128,128,3,1234,18,instructions,3212036,,1299872,100
calibration,calibration,default,128,128,3,1234,18,cpu-cycles,2491301,,1299872,100
calibration,calibration,default,128,128,3,1234,18,context-switches,1,,1299872,100
calibration,calibration,default,128,128,3,1234,18,page-faults,162,,1299872,100
calibration,calibration,default,128,128,3,1234,19,L1-dcache-loads,655697,,1276694,100
calibration,calibration,default,128,128,3,1234,19,L1-dcache-load-misses,13979,,1276694,100
calibration,calibration,default,128,128,3,1234,19,branch-instructions,539201,,1276694,100
calibration,calibration,default,128,128,3,1234,19,branch-misses,20970,,1276694,100
calibration,calibration,default,128,128,3,1234,19,instructions,3210380,,1276694,100
calibration,calibration,default,128,128,3,1234,19,cpu-cycles,2450644,,1276694,100
calibration,calibration,default,128,128,3,1234,19,context-switches,1,,1276694,100
calibration,calibration,default,128,128,3,1234,19,page-faults,162,,1276694,100
calibration,calibration,default,128,128,3,1234,20,L1-dcache-loads,680912,,662393,93
calibration,calibration,default,128,128,3,1234,20,L1-dcache-load-misses,14581,,662393,93
calibration,calibration,default,128,128,3,1234,20,branch-instructions,563723,,662393,93
calibration,calibration,default,128,128,3,1234,20,branch-misses,19762,,662393,93
calibration,calibration,default,128,128,3,1234,20,instructions,3353427,,662393,93
calibration,calibration,default,128,128,3,1234,20,cpu-cycles,2459995,,662393,93
calibration,calibration,default,128,128,3,1234,20,context-switches,1,,710228,100
calibration,calibration,default,128,128,3,1234,20,page-faults,163,,710228,100
calibration,calibration,default,256,256,3,1234,1,L1-dcache-loads,1029368,,1646937,75
calibration,calibration,default,256,256,3,1234,1,L1-dcache-load-misses,14039,,1646937,75
calibration,calibration,default,256,256,3,1234,1,branch-instructions,1050396,,1646937,75
calibration,calibration,default,256,256,3,1234,1,branch-misses,54791,,1646937,75
calibration,calibration,default,256,256,3,1234,1,instructions,6926787,,1646937,75
calibration,calibration,default,256,256,3,1234,1,cpu-cycles,4245202,,1646937,75
calibration,calibration,default,256,256,3,1234,1,context-switches,1,,2167903,100
calibration,calibration,default,256,256,3,1234,1,page-faults,265,,2167903,100
calibration,calibration,default,256,256,3,1234,2,L1-dcache-loads,1094348,,1637393,76
calibration,calibration,default,256,256,3,1234,2,L1-dcache-load-misses,16404,,1637393,76
calibration,calibration,default,256,256,3,1234,2,branch-instructions,1099811,,1637393,76
calibration,calibration,default,256,256,3,1234,2,branch-misses,53225,,1637393,76
calibration,calibration,default,256,256,3,1234,2,instructions,7201014,,1637393,76
calibration,calibration,default,256,256,3,1234,2,cpu-cycles,4388620,,1637393,76
calibration,calibration,default,256,256,3,1234,2,context-switches,2,,2154074,100
calibration,calibration,default,256,256,3,1234,2,page-faults,262,,2154074,100
calibration,calibration,default,256,256,3,1234,3,L1-dcache-loads,1032687,,2752157,100
calibration,calibration,default,256,256,3,1234,3,L1-dcache-load-misses,17233,,2752157,100
calibration,calibration,default,256,256,3,1234,3,branch-instructions,977247,,2752157,100
calibration,calibration,default,256,256,3,1234,3,branch-misses,47563,,2752157,100
calibration,calibration,default,256,256,3,1234,3,instructions,6282083,,2752157,100
calibration,calibration,default,256,256,3,1234,3,cpu-cycles,4551460,,2752157,100
calibration,calibration,default,256,256,3,1234,3,context-switches,1,,2752157,100
calibration,calibration,default,256,256,3,1234,3,page-faults,263,,2752157,100
calibration,calibration,default,256,256,3,1234,4,L1-dcache-loads,1033786,,2192450,96
calibration,calibration,default,256,256,3,1234,4,L1-dcache-load-misses,18422,,2192450,96
calibration,calibration,default,256,256,3,1234,4,branch-instructions,988747,,2192450,96
calibration,calibration,default,256,256,3,1234,4,branch-misses,47842,,2192450,96
calibration,calibration,default,256,256,3,1234,4,instructions,6362732,,2192450,96
calibration,calibration,default,256,256,3,1234,4,cpu-cycles,4204191,,2192450,96
calibration,calibration,default,256,256,3,1234,4,context-switches,2,,2261577,100
calibration,calibration,default,256,256,3,1234,4,page-faults,263,,2261577,100
calibration,calibration,default,256,256,3,1234,5,L1-dcache-loads,1044474,,1859871,85
calibration,calibration,default,256,256,3,1234,5,L1-dcache-load-misses,15431,,1859871,85
calibration,calibration,default,256,256,3,1234,5,branch-instructions,1026307,,1859871,85
calibration,calibration,default,256,256,3,1234,5,branch-misses,50152,,1859871,85
calibration,calibration,default,256,256,3,1234,5,instructions,6678826,,1859871,85
calibration,calibration,default,256,256,3,1234,5,cpu-cycles,4140941,,1859871,85
calibration,calibration,default,256,256,3,1234,5,context-switches,2,,2171671,100
calibration,calibration,default,256,256,3,1234,5,page-faults,263,,2171671,100
calibration,calibration,default,256,256,3,1234,6,L1-dcache-loads,1020901,,2251424,100
calibration,calibration,default,256,256,3,1234,6,L1-dcache-load-misses,16689,,2251424,100
calibration,calibration,default,256,256,3,1234,6,branch-instructions,970776,,2251424,100
calibration,calibration,default,256,256,3,1234,6,branch-misses,46415,,2251424,100
calibration,calibration,default,256,256,3,1234,6,instructions,6236940,,2251424,100
calibration,calibration,default,256,256,3,1234,6,cpu-cycles,4049381,,2251424,100
calibration,calibration,default,256,256,3,1234,6,context-switches,1,,2251424,100
calibration,calibration,default,256,256,3,1234,6,page-faults,263,,2251424,100
