label,stage,variant,H,W,K,seed,rep,event,value,unit,counter_runtime_ns,pct_enabled
optimized,optimized,default,256,256,3,1234,7,L1-dcache-loads,1205122,,1384520,77
optimized,optimized,default,256,256,3,1234,7,L1-dcache-load-misses,28805,,1384520,77
optimized,optimized,default,256,256,3,1234,7,branch-instructions,1168308,,1384520,77
optimized,optimized,default,256,256,3,1234,7,branch-misses,53401,,1384520,77
optimized,optimized,default,256,256,3,1234,7,instructions,7683074,,1384520,77
optimized,optimized,default,256,256,3,1234,7,cpu-cycles,6514305,,1384520,77
optimized,optimized,default,256,256,3,1234,7,context-switches,1,,1797703,100
optimized,optimized,default,256,256,3,1234,7,page-faults,327,,1797703,100
optimized,optimized,default,256,256,3,1234,8,L1-dcache-loads,1197206,,1705222,92
optimized,optimized,default,256,256,3,1234,8,L1-dcache-load-misses,29023,,1705222,92
optimized,optimized,default,256,256,3,1234,8,branch-instructions,1110954,,1705222,92
optimized,optimized,default,256,256,3,1234,8,branch-misses,50193,,1705222,92
optimized,optimized,default,256,256,3,1234,8,instructions,7177050,,1705222,92
optimized,optimized,default,256,256,3,1234,8,cpu-cycles,6355792,,1705222,92
optimized,optimized,default,256,256,3,1234,8,context-switches,2,,1841934,100
optimized,optimized,default,256,256,3,1234,8,page-faults,325,,1841934,100
optimized,optimized,default,256,256,3,1234,9,L1-dcache-loads,1223034,,1386198,75
optimized,optimized,default,256,256,3,1234,9,L1-dcache-load-misses,30831,,1386198,75
optimized,optimized,default,256,256,3,1234,9,branch-instructions,1186196,,1386198,75
optimized,optimized,default,256,256,3,1234,9,branch-misses,55102,,1386198,75
optimized,optimized,default,256,256,3,1234,9,instructions,7793077,,1386198,75
optimized,optimized,default,256,256,3,1234,9,cpu-cycles,6612251,,1386198,75
optimized,optimized,default,256,256,3,1234,9,context-switches,1,,1825569,100
optimized,optimized,default,256,256,3,1234,9,page-faults,327,,1825569,100
optimized,optimized,default,256,256,3,1234,10,L1-dcache-loads,1204036,,1447747,77
optimized,optimized,default,256,256,3,1234,10,L1-dcache-load-misses,29124,,1447747,77
optimized,optimized,default,256,256,3,1234,10,branch-instructions,1166593,,1447747,77
optimized,optimized,default,256,256,3,1234,10,branch-misses,53701,,1447747,77
optimized,optimized,default,256,256,3,1234,10,instructions,7672055,,1447747,77
optimized,optimized,default,256,256,3,1234,10,cpu-cycles,6780799,,1447747,77
optimized,optimized,default,256,256,3,1234,10,context-switches,1,,1877977,100
optimized,optimized,default,256,256,3,1234,10,page-faults,325,,1877977,100
optimized,optimized,default,256,256,3,1234,11,L1-dcache-loads,1227395,,1366212,75
optimized,optimized,default,256,256,3,1234,11,L1-dcache-load-misses,31472,,1366212,75
optimized,optimized,default,256,256,3,1234,11,branch-instructions,1191377,,1366212,75
optimized,optimized,default,256,256,3,1234,11,branch-misses,54199,,1366212,75
optimized,optimized,default,256,256,3,1234,11,instructions,7830349,,1366212,75
optimized,optimized,default,256,256,3,1234,11,cpu-cycles,6568199,,1366212,75
optimized,optimized,default,256,256,3,1234,11,context-switches,1,,1813475,100
optimized,optimized,default,256,256,3,1234,11,page-faults,326,,1813475,100
optimized,optimized,default,256,256,3,1234,12,L1-dcache-loads,1217775,,1424577,76
optimized,optimized,default,256,256,3,1234,12,L1-dcache-load-misses,31290,,1424577,76
optimized,optimized,default,256,256,3,1234,12,branch-instructions,1179728,,1424577,76
optimized,optimized,default,256,256,3,1234,12,branch-misses,54405,,1424577,76
optimized,optimized,default,256,256,3,1234,12,instructions,7751225,,1424577,76
optimized,optimized,default,256,256,3,1234,12,cpu-cycles,6751985,,1424577,76
optimized,optimized,default,256,256,3,1234,12,context-switches,1,,1862185,100
optimized,optimized,default,256,256,3,1234,12,page-faults,329,,1862185,100
optimized,optimized,default,256,256,3,1234,13,L1-dcache-loads,1214890,,1373605,76
optimized,optimized,default,256,256,3,1234,13,L1-dcache-load-misses,29721,,1373605,76
optimized,optimized,default,256,256,3,1234,13,branch-instructions,1179207,,1373605,76
optimized,optimized,default,256,256,3,1234,13,branch-misses,55175,,1373605,76
optimized,optimized,default,256,256,3,1234,13,instructions,7751644,,1373605,76
optimized,optimized,default,256,256,3,1234,13,cpu-cycles,6545107,,1373605,76
optimized,optimized,default,256,256,3,1234,13,context-switches,1,,1805316,100
optimized,optimized,default,256,256,3,1234,13,page-faults,326,,1805316,100
optimized,optimized,default,256,256,3,1234,14,L1-dcache-loads,1239014,,1442369,75
optimized,optimized,default,256,256,3,1234,14,L1-dcache-load-misses,31652,,1442369,75
optimized,optimized,default,256,256,3,1234,14,branch-instructions,1198066,,1442369,75
optimized,optimized,default,256,256,3,1234,14,branch-misses,55271,,1442369,75
optimized,optimized,default,256,256,3,1234,14,instructions,7872212,,1442369,75
optimized,optimized,default,256,256,3,1234,14,cpu-cycles,6913004,,1442369,75
optimized,optimized,default,256,256,3,1234,14,context-switches,2,,1907578,100
optimized,optimized,default,256,256,3,1234,14,page-faults,326,,1907578,100
optimized,optimized,default,256,256,3,1234,15,L1-dcache-loads,1234812,,1398506,74
optimized,optimized,default,256,256,3,1234,15,L1-dcache-load-misses,28120,,1398506,74
optimized,optimized,default,256,256,3,1234,15,branch-instructions,1198905,,1398506,74
optimized,optimized,default,256,256,3,1234,15,branch-misses,54252,,1398506,74
optimized,optimized,default,256,256,3,1234,15,instructions,7881609,,1398506,74
optimized,optimized,default,256,256,3,1234,15,cpu-cycles,6791641,,1398506,74
optimized,optimized,default,256,256,3,1234,15,context-switches,1,,1870024,100
optimized,optimized,default,256,256,3,1234,15,page-faults,326,,1870024,100
optimized,optimized,default,256,256,3,1234,16,L1-dcache-loads,1211167,,1359438,76
optimized,optimized,default,256,256,3,1234,16,L1-dcache-load-misses,27636,,1359438,76
optimized,optimized,default,256,256,3,1234,16,branch-instructions,1175536,,1359438,76
optimized,optimized,default,256,256,3,1234,16,branch-misses,53810,,1359438,76
optimized,optimized,default,256,256,3,1234,16,instructions,7727806,,1359438,76
optimized,optimized,default,256,256,3,1234,16,cpu-cycles,6460278,,1359438,76
optimized,optimized,default,256,256,3,1234,16,context-switches,2,,1780888,100
optimized,optimized,default,256,256,3,1234,16,page-faults,325,,1780888,100
optimized,optimized,default,256,256,3,1234,17,L1-dcache-loads,1235249,,1389454,75
optimized,optimized,default,256,256,3,1234,17,L1-dcache-load-misses,30263,,1389454,75
optimized,optimized,default,256,256,3,1234,17,branch-instructions,1196854,,1389454,75
optimized,optimized,default,256,256,3,1234,17,branch-misses,54935,,1389454,75
optimized,optimized,default,256,256,3,1234,17,instructions,7869492,,1389454,75
optimized,optimized,default,256,256,3,1234,17,cpu-cycles,6708736,,1389454,75
optimized,optimized,default,256,256,3,1234,17,context-switches,1,,1848273,100
optimized,optimized,default,256,256,3,1234,17,page-faults,328,,1848273,100
optimized,optimized,default,256,256,3,1234,18,L1-dcache-loads,1220381,,1492161,76
optimized,optimized,default,256,256,3,1234,18,L1-dcache-load-misses,28303,,1492161,76
optimized,optimized,default,256,256,3,1234,18,branch-instructions,1183488,,1492161,76
optimized,optimized,default,256,256,3,1234,18,branch-misses,54694,,1492161,76
optimized,optimized,default,256,256,3,1234,18,instructions,7775141,,1492161,76
optimized,optimized,default,256,256,3,1234,18,cpu-cycles,7079309,,1492161,76
optimized,optimized,default,256,256,3,1234,18,context-switches,1,,1960436,100
optimized,optimized,default,256,256,3,1234,18,page-faults,328,,1960436,100
optimized,optimized,default,256,256,3,1234,19,L1-dcache-loads,1255384,,1398798,73
optimized,optimized,default,256,256,3,1234,19,L1-dcache-load-misses,29995,,1398798,73
optimized,optimized,default,256,256,3,1234,19,branch-instructions,1217052,,1398798,73
optimized,optimized,default,256,256,3,1234,19,branch-misses,56493,,1398798,73
optimized,optimized,default,256,256,3,1234,19,instructions,8001384,,1398798,73
optimized,optimized,default,256,256,3,1234,19,cpu-cycles,6858578,,1398798,73
optimized,optimized,default,256,256,3,1234,19,context-switches,1,,1891847,100
optimized,optimized,default,256,256,3,1234,19,page-faults,325,,1891847,100
optimized,optimized,default,256,256,3,1234,20,L1-dcache-loads,1243002,,1512432,80
optimized,optimized,default,256,256,3,1234,20,L1-dcache-load-misses,27722,,1512432,80
optimized,optimized,default,256,256,3,1234,20,branch-instructions,1184792,,1512432,80
optimized,optimized,default,256,256,3,1234,20,branch-misses,53798,,1512432,80
optimized,optimized,default,256,256,3,1234,20,instructions,7713404,,1512432,80
optimized,optimized,default,256,256,3,1234,20,cpu-cycles,6733440,,1512432,80
optimized,optimized,default,256,256,3,1234,20,context-switches,2,,1873043,100
optimized,optimized,default,256,256,3,1234,20,page-faults,327,,1873043,100
optimized,optimized,default,512,512,3,1234,1,L1-dcache-loads,3050657,,4369237,90
optimized,optimized,default,512,512,3,1234,1,L1-dcache-load-misses,53873,,4369237,90
optimized,optimized,default,512,512,3,1234,1,branch-instructions,3191405,,4369237,90
optimized,optimized,default,512,512,3,1234,1,branch-misses,157183,,4369237,90
optimized,optimized,default,512,512,3,1234,1,instructions,21773352,,4369237,90
optimized,optimized,default,512,512,3,1234,1,cpu-cycles,17356862,,4369237,90
optimized,optimized,default,512,512,3,1234,1,context-switches,2,,4806293,100
optimized,optimized,default,512,512,3,1234,1,page-faults,904,,4806293,100
optimized,optimized,default,512,512,3,1234,2,L1-dcache-loads,3031447,,4165851,90
optimized,optimized,default,512,512,3,1234,2,L1-dcache-load-misses,57071,,4165851,90
optimized,optimized,default,512,512,3,1234,2,branch-instructions,3174901,,4165851,90
optimized,optimized,default,512,512,3,1234,2,branch-misses,155111,,4165851,90
optimized,optimized,default,512,512,3,1234,2,instructions,21670933,,4165851,90
optimized,optimized,default,512,512,3,1234,2,cpu-cycles,16539692,,4165851,90
optimized,optimized,default,512,512,3,1234,2,context-switches,1,,4581179,100
optimized,optimized,default,512,512,3,1234,2,page-faults,903,,4581179,100
optimized,optimized,default,512,512,3,1234,3,L1-dcache-loads,3015481,,4233075,91
optimized,optimized,default,512,512,3,1234,3,L1-dcache-load-misses,53627,,4233075,91
optimized,optimized,default,512,512,3,1234,3,branch-instructions,3157749,,4233075,91
optimized,optimized,default,512,512,3,1234,3,branch-misses,154457,,4233075,91
optimized,optimized,default,512,512,3,1234,3,instructions,21556653,,4233075,91
optimized,optimized,default,512,512,3,1234,3,cpu-cycles,16713507,,4233075,91
optimized,optimized,default,512,512,3,1234,3,context-switches,1,,4630963,100
optimized,optimized,default,512,512,3,1234,3,page-faults,903,,4630963,100
optimized,optimized,default,512,512,3,1234,4,L1-dcache-loads,3037424,,4175992,90
optimized,optimized,default,512,512,3,1234,4,L1-dcache-load-misses,59906,,4175992,90
optimized,optimized,default,512,512,3,1234,4,branch-instructions,3178900,,4175992,90
optimized,optimized,default,512,512,3,1234,4,branch-misses,155512,,4175992,90
optimized,optimized,default,512,512,3,1234,4,instructions,21696617,,4175992,90
optimized,optimized,default,512,512,3,1234,4,cpu-cycles,16570373,,4175992,90
optimized,optimized,default,512,512,3,1234,4,context-switches,1,,4593721,100
optimized,optimized,default,512,512,3,1234,4,page-faults,904,,4593721,100
optimized,optimized,default,512,512,3,1234,5,L1-dcache-loads,3046376,,4160140,90
optimized,optimized,default,512,512,3,1234,5,L1-dcache-load-misses,57071,,4160140,90
optimized,optimized,default,512,512,3,1234,5,branch-instructions,3190035,,4160140,90
optimized,optimized,default,512,512,3,1234,5,branch-misses,157221,,4160140,90
optimized,optimized,default,512,512,3,1234,5,instructions,21769849,,4160140,90
optimized,optimized,default,512,512,3,1234,5,cpu-cycles,16594121,,4160140,90
optimized,optimized,default,512,512,3,1234,5,context-switches,1,,4594849,100
optimized,optimized,default,512,512,3,1234,5,page-faults,905,,4594849,100
optimized,optimized,default,512,512,3,1234,6,L1-dcache-loads,3043293,,4295618,91
optimized,optimized,default,512,512,3,1234,6,L1-dcache-load-misses,55043,,4295618,91
optimized,optimized,default,512,512,3,1234,6,branch-instructions,3183243,,4295618,91
optimized,optimized,default,512,512,3,1234,6,branch-misses,154285,,4295618,91
optimized,optimized,default,512,512,3,1234,6,instructions,21723480,,4295618,91
optimized,optimized,default,512,512,3,1234,6,cpu-cycles,17048868,,4295618,91
optimized,optimized,default,512,512,3,1234,6,context-switches,1,,4715827,100
optimized,optimized,default,512,512,3,1234,6,page-faults,902,,4715827,100
optimized,optimized,default,512,512,3,1234,7,L1-dcache-loads,3029044,,4169373,90
optimized,optimized,default,512,512,3,1234,7,L1-dcache-load-misses,58764,,4169373,90
optimized,optimized,default,512,512,3,1234,7,branch-instructions,3172441,,4169373,90
optimized,optimized,default,512,512,3,1234,7,branch-misses,155379,,4169373,90
optimized,optimized,default,512,512,3,1234,7,instructions,21653129,,4169373,90
optimized,optimized,default,512,512,3,1234,7,cpu-cycles,16533359,,4169373,90
optimized,optimized,default,512,512,3,1234,7,context-switches,1,,4582296,100
optimized,optimized,default,512,512,3,1234,7,page-faults,903,,4582296,100
optimized,optimized,default,512,512,3,1234,8,L1-dcache-loads,3015925,,4505350,98
optimized,optimized,default,512,512,3,1234,8,L1-dcache-load-misses,57762,,4505350,98
optimized,optimized,default,512,512,3,1234,8,branch-instructions,3088033,,4505350,98
optimized,optimized,default,512,512,3,1234,8,branch-misses,149317,,4505350,98
optimized,optimized,default,512,512,3,1234,8,instructions,20883227,,4505350,98
optimized,optimized,default,512,512,3,1234,8,cpu-cycles,16267010,,4505350,98
optimized,optimized,default,512,512,3,1234,8,context-switches,3,,4566485,100
optimized,optimized,default,512,512,3,1234,8,page-faults,904,,4566485,100
optimized,optimized,default,512,512,3,1234,9,L1-dcache-loads,2995780,,4466270,100
optimized,optimized,default,512,512,3,1234,9,L1-dcache-load-misses,54392,,4466270,100
optimized,optimized,default,512,512,3,1234,9,branch-instructions,3059879,,4466270,100
optimized,optimized,default,512,512,3,1234,9,branch-misses,147949,,4466270,100
optimized,optimized,default,512,512,3,1234,9,instructions,20682239,,4466270,100
optimized,optimized,default,512,512,3,1234,9,cpu-cycles,15938547,,4466270,100
optimized,optimized,default,512,512,3,1234,9,context-switches,2,,4466270,100
optimized,optimized,default,512,512,3,1234,9,page-faults,903,,4466270,100
optimized,optimized,default,512,512,3,1234,10,L1-dcache-loads,3009580,,4215015,91
optimized,optimized,default,512,512,3,1234,10,L1-dcache-load-misses,59568,,4215015,91
optimized,optimized,default,512,512,3,1234,10,branch-instructions,3151641,,4215015,91
optimized,optimized,default,512,512,3,1234,10,branch-misses,153766,,4215015,91
optimized,optimized,default,512,512,3,1234,10,instructions,21507713,,4215015,91
optimized,optimized,default,512,512,3,1234,10,cpu-cycles,16578025,,4215015,91
optimized,optimized,default,512,512,3,1234,10,context-switches,1,,4599510,100
optimized,optimized,default,512,512,3,1234,10,page-faults,904,,4599510,100
optimized,optimized,default,512,512,3,1234,11,L1-dcache-loads,3062583,,4154487,90
optimized,optimized,default,512,512,3,1234,11,L1-dcache-load-misses,53058,,4154487,90
optimized,optimized,default,512,512,3,1234,11,branch-instructions,3206556,,4154487,90
optimized,optimized,default,512,512,3,1234,11,branch-misses,156341,,4154487,90
optimized,optimized,default,512,512,3,1234,11,instructions,21884407,,4154487,90
optimized,optimized,default,512,512,3,1234,11,cpu-cycles,16644365,,4154487,90
optimized,optimized,default,512,512,3,1234,11,context-switches,2,,4611043,100
optimized,optimized,default,512,512,3,1234,11,page-faults,904,,4611043,100
optimized,optimized,default,512,512,3,1234,12,L1-dcache-loads,3040111,,4153622,90
optimized,optimized,default,512,512,3,1234,12,L1-dcache-load-misses,54950,,4153622,90
optimized,optimized,default,512,512,3,1234,12,branch-instructions,3183130,,4153622,90
optimized,optimized,default,512,512,3,1234,12,branch-misses,155348,,4153622,90
optimized,optimized,default,512,512,3,1234,12,instructions,21727321,,4153622,90
optimized,optimized,default,512,512,3,1234,12,cpu-cycles,16530170,,4153622,90
optimized,optimized,default,512,512,3,1234,12,context-switches,1,,4578799,100
optimized,optimized,default,512,512,3,1234,12,page-faults,904,,4578799,100
optimized,optimized,default,512,512,3,1234,13,L1-dcache-loads,3037505,,4322087,90
optimized,optimized,default,512,512,3,1234,13,L1-dcache-load-misses,61754,,4322087,90
optimized,optimized,default,512,512,3,1234,13,branch-instructions,3181527,,4322087,90
optimized,optimized,default,512,512,3,1234,13,branch-misses,156767,,4322087,90
optimized,optimized,default,512,512,3,1234,13,instructions,21713261,,4322087,90
optimized,optimized,default,512,512,3,1234,13,cpu-cycles,17181289,,4322087,90
optimized,optimized,default,512,512,3,1234,13,context-switches,1,,4763176,100
optimized,optimized,default,512,512,3,1234,13,page-faults,904,,4763176,100
optimized,optimized,default,512,512,3,1234,14,L1-dcache-loads,3041794,,4263386,90
optimized,optimized,default,512,512,3,1234,14,L1-dcache-load-misses,56167,,4263386,90
optimized,optimized,default,512,512,3,1234,14,branch-instructions,3183870,,4263386,90
optimized,optimized,default,512,512,3,1234,14,branch-misses,155052,,4263386,90
optimized,optimized,default,512,512,3,1234,14,instructions,21730313,,4263386,90
optimized,optimized,default,512,512,3,1234,14,cpu-cycles,16974340,,4263386,90
optimized,optimized,default,512,512,3,1234,14,context-switches,1,,4697761,100
optimized,optimized,default,512,512,3,1234,14,page-faults,904,,4697761,100
optimized,optimized,default,512,512,3,1234,15,L1-dcache-loads,3058209,,4261074,90
optimized,optimized,default,512,512,3,1234,15,L1-dcache-load-misses,51916,,4261074,90
optimized,optimized,default,512,512,3,1234,15,branch-instructions,3203042,,4261074,90
optimized,optimized,default,512,512,3,1234,15,branch-misses,156546,,4261074,90
optimized,optimized,default,512,512,3,1234,15,instructions,21860835,,4261074,90
optimized,optimized,default,512,512,3,1234,15,cpu-cycles,17076102,,4261074,90
optimized,optimized,default,512,512,3,1234,15,context-switches,1,,4727470,100
optimized,optimized,default,512,512,3,1234,15,page-faults,902,,4727470,100
optimized,optimized,default,512,512,3,1234,16,L1-dcache-loads,3031040,,4273126,91
optimized,optimized,default,512,512,3,1234,16,L1-dcache-load-misses,58619,,4273126,91
optimized,optimized,default,512,512,3,1234,16,branch-instructions,3172207,,4273126,91
optimized,optimized,default,512,512,3,1234,16,branch-misses,156291,,4273126,91
optimized,optimized,default,512,512,3,1234,16,instructions,21648438,,4273126,91
optimized,optimized,default,512,512,3,1234,16,cpu-cycles,16935992,,4273126,91
optimized,optimized,default,512,512,3,1234,16,context-switches,1,,4688299,100
optimized,optimized,default,512,512,3,1234,16,page-faults,903,,4688299,100
optimized,optimized,default,512,512,3,1234,17,L1-dcache-loads,3026958,,4263969,91
optimized,optimized,default,512,512,3,1234,17,L1-dcache-load-misses,59413,,4263969,91
optimized,optimized,default,512,512,3,1234,17,branch-instructions,3169664,,4263969,91
optimized,optimized,default,512,512,3,1234,17,branch-misses,154812,,4263969,91
optimized,optimized,default,512,512,3,1234,17,instructions,21628850,,4263969,91
optimized,optimized,default,512,512,3,1234,17,cpu-cycles,16902300,,4263969,91
optimized,optimized,default,512,512,3,1234,17,context-switches,1,,4678611,100
optimized,optimized,default,512,512,3,1234,17,page-faults,904,,4678611,100
optimized,optimized,default,512,512,3,1234,18,L1-dcache-loads,2997872,,4649864,100
optimized,optimized,default,512,512,3,1234,18,L1-dcache-load-misses,56720,,4649864,100
optimized,optimized,default,512,512,3,1234,18,branch-instructions,3061441,,4649864,100
optimized,optimized,default,512,512,3,1234,18,branch-misses,147550,,4649864,100
optimized,optimized,default,512,512,3,1234,18,instructions,20691336,,4649864,100
optimized,optimized,default,512,512,3,1234,18,cpu-cycles,16576963,,4649864,100
optimized,optimized,default,512,512,3,1234,18,context-switches,1,,4649864,100
optimized,optimized,default,512,512,3,1234,18,page-faults,905,,4649864,100
optimized,optimized,default,512,512,3,1234,19,L1-dcache-loads,3042798,,4158016,90
optimized,optimized,default,512,512,3,1234,19,L1-dcache-load-misses,57738,,4158016,90
optimized,optimized,default,512,512,3,1234,19,branch-instructions,3185451,,4158016,90
optimized,optimized,default,512,512,3,1234,19,branch-misses,155077,,4158016,90
optimized,optimized,default,512,512,3,1234,19,instructions,21740571,,4158016,90
optimized,optimized,default,512,512,3,1234,19,cpu-cycles,16546864,,4158016,90
optimized,optimized,default,512,512,3,1234,19,context-switches,1,,4584982,100
optimized,optimized,default,512,512,3,1234,19,page-faults,904,,4584982,100
optimized,optimized,default,512,512,3,1234,20,L1-dcache-loads,3067855,,4177454,90
optimized,optimized,default,512,512,3,1234,20,L1-dcache-load-misses,54928,,4177454,90
optimized,optimized,default,512,512,3,1234,20,branch-instructions,3210558,,4177454,90
optimized,optimized,default,512,512,3,1234,20,branch-misses,156080,,4177454,90
optimized,optimized,default,512,512,3,1234,20,instructions,21909384,,4177454,90
optimized,optimized,default,512,512,3,1234,20,cpu-cycles,16721039,,4177454,90
optimized,optimized,default,512,512,3,1234,20,context-switches,1,,4639164,100
optimized,optimized,default,512,512,3,1234,20,page-faults,904,,4639164,100
optimized,optimized,default,1024,1024,3,1234,1,L1-dcache-loads,10356828,,15469427,97
optimized,optimized,default,1024,1024,3,1234,1,L1-dcache-load-misses,181936,,15469427,97
optimized,optimized,default,1024,1024,3,1234,1,branch-instructions,11138857,,15469427,97
optimized,optimized,default,1024,1024,3,1234,1,branch-misses,555921,,15469427,97
optimized,optimized,default,1024,1024,3,1234,1,instructions,76954298,,15469427,97
optimized,optimized,default,1024,1024,3,1234,1,cpu-cycles,57194758,,15469427,97
optimized,optimized,default,1024,1024,3,1234,1,context-switches,1,,15875032,100
optimized,optimized,default,1024,1024,3,1234,1,page-faults,3211,,15875032,100
optimized,optimized,default,1024,1024,3,1234,2,L1-dcache-loads,10399183,,15954485,96
optimized,optimized,default,1024,1024,3,1234,2,L1-dcache-load-misses,187683,,15954485,96
optimized,optimized,default,1024,1024,3,1234,2,branch-instructions,11189626,,15954485,96
optimized,optimized,default,1024,1024,3,1234,2,branch-misses,558159,,15954485,96
optimized,optimized,default,1024,1024,3,1234,2,instructions,77303411,,15954485,96
optimized,optimized,default,1024,1024,3,1234,2,cpu-cycles,59429472,,15954485,96
optimized,optimized,default,1024,1024,3,1234,2,context-switches,2,,16468269,100
optimized,optimized,default,1024,1024,3,1234,2,page-faults,3208,,16468269,100
optimized,optimized,default,1024,1024,3,1234,3,L1-dcache-loads,10357516,,15364729,97
optimized,optimized,default,1024,1024,3,1234,3,L1-dcache-load-misses,188175,,15364729,97
optimized,optimized,default,1024,1024,3,1234,3,branch-instructions,11145482,,15364729,97
optimized,optimized,default,1024,1024,3,1234,3,branch-misses,555716,,15364729,97
optimized,optimized,default,1024,1024,3,1234,3,instructions,77004294,,15364729,97
optimized,optimized,default,1024,1024,3,1234,3,cpu-cycles,57007473,,15364729,97
optimized,optimized,default,1024,1024,3,1234,3,context-switches,1,,15800185,100
optimized,optimized,default,1024,1024,3,1234,3,page-faults,3211,,15800185,100
optimized,optimized,default,1024,1024,3,1234,4,L1-dcache-loads,10338882,,15395853,97
optimized,optimized,default,1024,1024,3,1234,4,L1-dcache-load-misses,176104,,15395853,97
optimized,optimized,default,1024,1024,3,1234,4,branch-instructions,11126300,,15395853,97
optimized,optimized,default,1024,1024,3,1234,4,branch-misses,554352,,15395853,97
optimized,optimized,default,1024,1024,3,1234,4,instructions,76869062,,15395853,97
optimized,optimized,default,1024,1024,3,1234,4,cpu-cycles,56925468,,15395853,97
optimized,optimized,default,1024,1024,3,1234,4,context-switches,2,,15805340,100
optimized,optimized,default,1024,1024,3,1234,4,page-faults,3208,,15805340,100
optimized,optimized,default,1024,1024,3,1234,5,L1-dcache-loads,10351701,,15888879,97
optimized,optimized,default,1024,1024,3,1234,5,L1-dcache-load-misses,180861,,15888879,97
optimized,optimized,default,1024,1024,3,1234,5,branch-instructions,11139538,,15888879,97
optimized,optimized,default,1024,1024,3,1234,5,branch-misses,555358,,15888879,97
optimized,optimized,default,1024,1024,3,1234,5,instructions,76961435,,15888879,97
optimized,optimized,default,1024,1024,3,1234,5,cpu-cycles,58921567,,15888879,97
optimized,optimized,default,1024,1024,3,1234,5,context-switches,1,,16330637,100
optimized,optimized,default,1024,1024,3,1234,5,page-faults,3210,,16330637,100
optimized,optimized,default,1024,1024,3,1234,6,L1-dcache-loads,10355927,,15643480,97
optimized,optimized,default,1024,1024,3,1234,6,L1-dcache-load-misses,183516,,15643480,97
optimized,optimized,default,1024,1024,3,1234,6,branch-instructions,11145400,,15643480,97
optimized,optimized,default,1024,1024,3,1234,6,branch-misses,555523,,15643480,97
optimized,optimized,default,1024,1024,3,1234,6,instructions,77010594,,15643480,97
optimized,optimized,default,1024,1024,3,1234,6,cpu-cycles,57939848,,15643480,97
optimized,optimized,default,1024,1024,3,1234,6,context-switches,1,,16091860,100
optimized,optimized,default,1024,1024,3,1234,6,page-faults,3207,,16091860,100
optimized,optimized,default,1024,1024,3,1234,7,L1-dcache-loads,10342344,,15845975,97
optimized,optimized,default,1024,1024,3,1234,7,L1-dcache-load-misses,187770,,15845975,97
optimized,optimized,default,1024,1024,3,1234,7,branch-instructions,11128817,,15845975,97
optimized,optimized,default,1024,1024,3,1234,7,branch-misses,556706,,15845975,97
optimized,optimized,default,1024,1024,3,1234,7,instructions,76882651,,15845975,97
optimized,optimized,default,1024,1024,3,1234,7,cpu-cycles,58713889,,15845975,97
optimized,optimized,default,1024,1024,3,1234,7,context-switches,2,,16267463,100
optimized,optimized,default,1024,1024,3,1234,7,page-faults,3210,,16267463,100
optimized,optimized,default,1024,1024,3,1234,8,L1-dcache-loads,10303450,,15742108,100
optimized,optimized,default,1024,1024,3,1234,8,L1-dcache-load-misses,186101,,15742108,100
optimized,optimized,default,1024,1024,3,1234,8,branch-instructions,11006283,,15742108,100
optimized,optimized,default,1024,1024,3,1234,8,branch-misses,546923,,15742108,100
optimized,optimized,default,1024,1024,3,1234,8,instructions,75826122,,15742108,100
optimized,optimized,default,1024,1024,3,1234,8,cpu-cycles,56681565,,15742108,100
optimized,optimized,default,1024,1024,3,1234,8,context-switches,1,,15742108,100
optimized,optimized,default,1024,1024,3,1234,8,page-faults,3210,,15742108,100
optimized,optimized,default,1024,1024,3,1234,9,L1-dcache-loads,10380849,,15560963,97
optimized,optimized,default,1024,1024,3,1234,9,L1-dcache-load-misses,173814,,15560963,97
optimized,optimized,default,1024,1024,3,1234,9,branch-instructions,11171530,,15560963,97
optimized,optimized,default,1024,1024,3,1234,9,branch-misses,558669,,15560963,97
optimized,optimized,default,1024,1024,3,1234,9,instructions,77184398,,15560963,97
optimized,optimized,default,1024,1024,3,1234,9,cpu-cycles,57819866,,15560963,97
optimized,optimized,default,1024,1024,3,1234,9,context-switches,2,,16041564,100
optimized,optimized,default,1024,1024,3,1234,9,page-faults,3210,,16041564,100
optimized,optimized,default,1024,1024,3,1234,10,L1-dcache-loads,10323810,,15369362,97
optimized,optimized,default,1024,1024,3,1234,10,L1-dcache-load-misses,177710,,15369362,97
optimized,optimized,default,1024,1024,3,1234,10,branch-instructions,11108415,,15369362,97
optimized,optimized,default,1024,1024,3,1234,10,branch-misses,553215,,15369362,97
optimized,optimized,default,1024,1024,3,1234,10,instructions,76747204,,15369362,97
optimized,optimized,default,1024,1024,3,1234,10,cpu-cycles,56817601,,15369362,97
optimized,optimized,default,1024,1024,3,1234,10,context-switches,1,,15749710,100
optimized,optimized,default,1024,1024,3,1234,10,page-faults,3208,,15749710,100
optimized,optimized,default,1024,1024,3,1234,11,L1-dcache-loads,10358452,,15680002,98
optimized,optimized,default,1024,1024,3,1234,11,L1-dcache-load-misses,175878,,15680002,98
optimized,optimized,default,1024,1024,3,1234,11,branch-instructions,11104429,,15680002,98
optimized,optimized,default,1024,1024,3,1234,11,branch-misses,553041,,15680002,98
optimized,optimized,default,1024,1024,3,1234,11,instructions,76621863,,15680002,98
optimized,optimized,default,1024,1024,3,1234,11,cpu-cycles,57226527,,15680002,98
